"","CEC.Ar","CEC.Br","CEC.Cr","OC.Ar","OC.Br","OC.Cr","Clay.Ar","Clay.Br","Clay.Cr","CEC.A.res","CEC.B.res","CEC.C.res","OC.A.res","OC.B.res","OC.C.res","Clay.A.res","Clay.B.res","Clay.C.res","CEC.A.var","CEC.B.var","CEC.C.var","OC.A.var","OC.B.var","OC.C.var","Clay.A.var","Clay.B.var","Clay.C.var"
"1",0.386277963434627,0.246519298192077,0.398063127664469,0.622686387935543,-0.58822025262966,-0.76370698527853,0.263602912069636,-0.185486388601436,-0.115535099917417,0.102921463398842,0.041219162402961,0.32599013559278,0.608625222321332,-0.59411771979084,-0.766055800300437,-0.0125113322117327,-0.271429151755593,-0.0802380905330025,0.113410694550092,0.183442975448219,0.257722971653801,0.581061616569418,0.541043435866991,0.557192715699858,0.490034702111513,0.248735610796746,0.473127171667894
"2",0.0170550257391011,0.678040426236118,0.686890551539585,0.58407450798872,1.03159496468837,0.705483929931156,0.159852268025256,1.04987333697188,1.57269434964237,-0.239439420168802,-0.273925446966272,0.0633265763959913,0.0424321547695306,0.376060751736934,0.433536164122361,-0.136394659520199,0.0588694742717159,0.552844728863656,0.152491461753055,0.246656521992052,0.346533039328761,0.781292590004611,0.727484341177463,0.749198583363728,0.658898248804054,0.334448678150731,0.636164466578225
"3",0.60387247801705,1.24182283464923,1.37459973133326,1.17496071151282,1.17249655870834,1.26220570275342,0.854794357280372,1.44592372390565,2.07605177712946,-0.149485616734685,-0.109084450634096,0.459798492577881,0.568609641147057,0.53529893412204,0.99799901147797,0.086532374821701,0.278680838631293,0.885001757785633,0.151824537614018,0.245577765275601,0.34501747087499,0.777875592869592,0.724302675382373,0.745921949941543,0.656016545512309,0.332985960866998,0.633382189890198
"4",-0.566060810416353,-0.585126288061809,-0.489590785543061,0.177618778695576,0.387081206807369,-0.106494947765686,-0.39111823261339,-0.165298982845875,0.153330275593558,-0.336568800297026,-0.281260287502896,-0.341041404281701,-0.0924265102370274,0.321673178503841,-0.134745496714942,-0.272946264160397,-0.321338284736685,0.146015468188851,0.121351325883912,0.196287029041153,0.275767858093108,0.621745575853105,0.578925458165205,0.596205455678343,0.524345266257883,0.266151232778118,0.506253928003628
"5",-0.771977409078606,-0.898768527643283,-0.87288173217724,-0.143168132757242,0.157260197989145,-0.135299184575371,-0.639926255544203,-0.558938153786645,-0.2996902293911,-0.44302633050805,-0.604853735515957,-0.705577450440256,-0.389184682336258,0.0349987361166474,-0.18680100209906,-0.388251541463962,-0.655530193860285,-0.317802214007113,0.114716238174654,0.185554705810309,0.260689786942964,0.587750591467235,0.547271735685708,0.563606920290704,0.495675807508968,0.251598966780636,0.478573643581572
"6",0.183242829430391,0.60646069371044,0.694740909385245,0.279490245357054,0.459606230171395,0.0399703883337413,0.322113701044055,0.848510440495756,1.23625190712743,-0.326185585078564,-0.117419557002355,0.11971508212282,-0.0420170420291834,0.145394497552713,-0.0910267952569054,-0.303810127317022,-0.00784366923607382,0.521027095715934,0.124918934343695,0.202057672750664,0.283875159239616,0.640024278290752,0.595945291670028,0.613733303948261,0.539760496327459,0.273975814691208,0.521137290696111
"7",0.451610213005823,-0.0967787109712787,-0.480568748367864,-0.359466199328445,0.115887627779523,0.132592652468767,-0.00730685670337893,-0.535291804702814,-0.528167909000405,0.227646437971015,0.0436201890639752,-0.0918516156115591,-0.0738643814076099,-0.0803427892882076,0.0540358903121554,0.075554833236024,-0.0772819861885871,-0.201316139796347,0.133484671060694,0.21591284078844,0.303340582054165,0.683910975604729,0.636809476855407,0.655817219598798,0.576772069681562,0.292762435853165,0.556871864073366
"8",-0.441574739176003,0.0598888722684186,-0.285441062555937,0.398394484332049,-0.0774541265318724,-0.294516280590618,-0.564673896454937,0.139507467149385,0.18158783932133,0.0450496195223203,0.369400123770296,-0.103248868160093,0.0992772146640766,-0.212426433433494,-0.351261261344013,-0.134687707963301,0.0684548488956564,0.181516901544922,0.113395402116478,0.183418239778138,0.257688219980242,0.580983265526484,0.540970480923378,0.55711758316805,0.489968625246532,0.248702070989668,0.473063374634528
"9",0.159544028434357,0.241439025375899,-0.238170028473174,-0.184036645260792,0.114148170385632,-0.278303632062955,0.350996127973009,0.508046953756012,0.0770773398410451,-0.484478632614422,0.00422670326745064,-0.241701583353395,-0.225766016410726,-0.14922119271053,-0.388410308204789,-0.504747761426152,-0.206740673749596,-0.0811277512342618,0.114213193739035,0.184741026214933,0.259546631023355,0.585173234771492,0.544871883617777,0.561135436483002,0.493502209761985,0.250495675195585,0.476475040870494
"10",0.479850472854,0.311969794478138,0.0430510430761716,-0.63154727369477,0.0557943694969857,-0.304400656044299,0.650673650792118,0.501430254626032,0.11713882168154,-0.285341089243652,0.0163343966153146,-0.126396239219105,-0.592447607659619,-0.0807244733349386,-0.362192160651073,-0.36601202911384,-0.257686593760429,-0.0962834952230106,0.114402753653645,0.185047641344132,0.259977401196255,0.586144448208261,0.545776208804307,0.562066754327661,0.494321276576248,0.250911423475149,0.477265847651257
