"","id.p","CEC.A","CEC.B","CEC.C","OC.A","OC.B","OC.C","clay.A","clay.B","clay.C","X","Y"
"1",200,-0.353666521144561,1.24620234427371,2.47266619413411,0.58825231021562,0.0809136801826161,0.0462721766282839,1.81150296324049,2.40252276953746,-0.759694523809131,366813.033665732,214283.065507779
"2",203,-3.38890742311675,5.90088424247638,10.4563062677901,1.50183792173238,0.249309758572915,0.181053293012257,-6.00263586930795,11.1474365699871,22.5728704392928,505127.83529395,-60737.0398870722
"3",1742,-4.50531312118579,3.75493788855131,3.190173289168,1.1011866725476,0.67478243008583,0.259931052515634,-5.58246911268147,11.9112138897474,19.4088824417969,520192.139151555,-40378.5445793501
"4",1743,2.19680109037141,4.00106570362498,-2.80515052184164,0.418749774432913,-0.0183401164561658,-0.101915528861255,0.821833445243833,3.89825603260746,0.643941172855587,423081.805335983,63772.6278489956
"5",1744,2.18521303025673,3.01302828792892,-3.05868098890155,0.462685974696672,-0.200130700618348,-0.109606145000147,-0.0170470824272932,3.54978960568522,1.95873304439675,411309.198999898,53235.0057263261
"6",1747,12.2320385503847,-3.58894833543562,-5.35293680752324,-0.498415119163039,-0.462219599279906,-0.172692713963719,14.1047138129906,-5.32537635806898,-6.61024188717644,476456.98069965,-44748.3575663768
"7",1751,6.19874712047304,1.92570050025141,5.58153923840285,0.125101863522395,-0.276122630076043,-0.123844229022926,6.02646733073244,1.48277891300338,-0.215953304624186,135410.350713261,79026.2589714914
"8",1754,-5.99229965241818,-12.4938616940105,-13.743079963777,-0.289314755585624,-0.0289088476129949,-0.0453358352298634,-7.42071816762818,-14.8509627567437,-11.6193140005284,412322.459959548,53175.1280826733
"9",1755,1.43651495090966,6.54103844526144,8.79124884787565,-0.945470756007757,-0.11950798047841,-0.0825049723780619,1.94299838495784,8.56304679572718,6.53796513514668,428364.615489385,48525.8089308805
"10",1756,-2.83365278984658,5.48321609408018,7.21712085077782,-0.214389314283199,-0.170531499070623,-0.0984451892357012,-1.67129193992009,9.6606436020628,7.0823572566447,432178.905934493,48571.3865472785
"11",1757,-6.73579071815965,-9.68705343862739,-7.18410098685278,-0.764542745618606,0.00817081987832335,0.112244377991061,-11.1562760217733,-16.1236842555518,-9.4033648528217,420243.736115162,154306.229856682
"12",1773,4.97731983607846,2.26056892912666,-4.57060102572939,0.0220680092729442,-0.2662100995039,-0.13116080754658,2.47934491803173,-2.82421637888265,0.238127913768714,125912.928456487,75248.7366038106
"13",1774,6.05794548395765,1.91880416325804,6.75329480654819,-0.104902318426883,-0.361653487325875,-0.177263371175246,3.69242714507781,-0.417419928727099,4.24038354818818,117406.690293412,70952.9965335154
"14",1786,-4.53702484018148,-12.2234754758066,-10.8933629014748,0.279723773841174,-0.409304257559393,-0.283970591699983,-4.19443595194447,-11.2224121007819,-4.06613432257231,294883.127587641,82421.1437277309
"15",1790,16.5503340162881,14.0568837069755,17.3878150617832,-0.473053198509266,0.0103200495065405,0.260967197778069,40.1506212464663,36.8045797914593,47.0749873944503,302500.134306406,76309.2444500276
"16",1791,-5.48677576730186,-7.8806956984993,-5.95673629288594,-0.653842669865955,-0.0461934715178791,0.0244057663466848,-8.29534482797756,-16.3238546836917,-8.25015930592878,344941.362332943,121166.829630878
"17",1792,3.40033213014893,5.15678412202141,0.882416741641023,0.307874470483528,0.292282177135989,0.00563854238462719,3.24077181651143,9.18882252031541,7.45910162421752,343437.087642436,121547.756356949
"18",1799,-1.73420195486298,3.17162945751772,5.8985815813835,-0.662938415976956,-0.28190584534577,-0.0922140958132954,-1.94744796454744,1.91227299765988,3.13058892020072,343529.021819246,124353.741110714
"19",1801,1.88198273626297,5.08741056298189,8.37944469049175,-0.132929717347551,-0.295224351846023,-0.0872612195960434,2.99262351761453,3.43377859495126,3.70055173677722,293187.909806055,60301.4625130992
"20",1804,-5.56846217239409,-7.66883767138164,-3.24021626986704,-0.670072750629781,-0.163930197858021,0.00943700742928644,-10.2106770912225,-15.6332385108321,-4.06996861091253,334014.700322323,124551.732953189
"21",1805,-7.95070944341129,-5.38450814703748,6.59247862256457,-0.321312780435292,0.0748339514331292,0.0964901033517564,2.88716080689909,6.58830954183167,20.8163987455241,494625.971611427,-31939.577525387
"22",1806,-1.93681150540192,2.47757792722027,8.76371412633348,-0.312309858400919,0.174178597242602,0.00990197646630825,1.49714066164766,9.5348572279707,28.8656446543613,493728.501080948,-34627.7420508798
"23",1809,4.15013999049041,4.90396454696095,0.293374323731889,0.115066123045318,0.0600382222385153,-0.170704732370691,5.5930299259918,6.31354197689168,12.7331000082991,478948.289002429,-34886.0317096434
"24",1810,0.226943746481187,4.89328398111074,6.20550776216358,0.4354565902939,0.0797346151417149,-0.112051735677512,-0.444182949256543,9.0602572512595,13.9057843053537,478896.280014105,-34912.3828660189
"25",1819,-1.82029086636844,-5.26143262413198,1.34643084032741,-0.350106080524567,-0.103159195237936,0.0231433101711618,-4.64369892960549,-5.89797763292213,6.92170839121109,278650.431556455,65015.4205899654
"26",1829,5.68900467719245,-2.77807307307964,-11.2816294448093,0.104152810402947,0.0283168250526388,-0.210270770394914,7.93186457787288,10.5883123794413,15.2821537554542,266682.424516835,72549.3394055733
"27",1830,0.123806759039535,-7.76539242971185,-5.21285558491869,0.078524498367418,-0.246117544765074,-0.18673063770459,4.26779630645113,17.2822757008119,29.3416232029664,265019.328150507,72423.6024406843
"28",2014,-6.01364699546169,-9.20550116143697,-5.51031715568185,-0.919193573262838,-0.20355941699424,0.0055777463562097,-11.7578204865653,-17.6492679082264,-9.21556454916592,169445.747719507,301653.654261517
"29",2038,3.38663290687187,4.94805775128433,3.96270075721718,0.027389332759673,-0.0667184584142798,-0.0153749202114323,4.44196885334462,2.87497801463321,0.0974217935359079,493870.094514136,233632.288318744
"30",2061,2.81312656476619,-1.07742979300285,2.63095977724291,0.462598215075105,-0.211679958737496,-0.0988966025118611,3.08428902002441,-7.07070355096256,-0.862290327996345,368540.26581786,214769.350485632
"31",2063,0.775587323828855,-1.29235280640191,1.38236040531759,0.84849915861177,-0.186592729435665,-0.100521246635335,-2.40903170615993,-7.15358932299921,-4.23402933631043,371836.835933261,217995.727617707
