field_1,id,analitico_,analitic_1,analitic_2,analitic_3,analitic_4,analitic_5,analitic_6,analitic_7,analitic_8,analitic_9,analitic10,analitic11,analitic12,analitic13,analitic14,analitic15,analitic16,analitic17,analitic18,analitic19,analitic20,analitic21,analitic22,analitic23,analitic24,analitic25,analitic26,analitic27,analitic28,analitic29,analitic30,analitic31,analitic32,barnices,co3,color_hume,color_seco,concrecion,consistenc,consiste_1,consiste_2,consiste_3,estructura,estructu_1,estructu_2,formacione,humedad,id.1,limite_tip,limite_for,moteados,perfil_num,perfil_pro,perfil_cob,perfil_mat,perfil_mod,perfil_fec,perfil_veg,perfil_obs,perfil_cap,perfil_ubi,perfil_u_1,perfil_u_2,perfil_u_3,perfil_pai,perfil_p_1,perfil_p_2,perfil_hum,perfil_ero,perfil_e_1,perfil_ped,perfil_p_3,perfil_ser,perfil_s_1,perfil_s_2,perfil_gru,perfil_g_1,perfil_fas,perfil_f_1,perfil_sal,perfil_uso,perfil_rel,perfil_per,perfil_esc,perfil_pen,perfil_ane,perfil_dre,perfil_pos,ph,profundida,profundi_1,raices,textura,tipo
1877,741,4159,23.7,NA,17.1,6.3,7.1,5.6,4944,NA,NA,1.8,0.3,23.7,0.13,NA,23.5,59.7,15.5,1.1,0,0,0,0.01,NA,NA,NA,NA,NA,NA,NA,151 - 230,NA,NA,,,7.5YR 5/4,,,,suelto,,,masiva,,,,fresco,2626,difuso,,,07/80 C,1000,NA,,false,1967-07-15,Campo arado con rastrojo de maíz,"Propietario Pánfilo Natali. 66 has. El lote 16 has.
Año 1966 maíz Morgan 21 kg/ha. Cosechó 4.200 kg/ha.
El trigo muy bajo rendimiento, 1.500 kg/ha.",,"8 km. al N.N.W. de ""El Arbolito""; F.C.N.G.B.M.; partido de Colón",R 378,3360-32-3,100,Pampa ondulada,loma extendida chata,,no uniforme,nula,,,grado 0,Rojas,Ro,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,230,151,1,NA,C1
1878,741,4158,25.5,19.6,18.4,6.3,7.2,5.5,4738,11.1,6,2.2,0.3,24.6,0.23,NA,25.4,57.2,17.3,0.9,0,0,0,0,NA,NA,NA,3.7,100,84,NA,118 - 151,NA,NA,Clhm,,7.5YR 4/4,,,,friable,,,bloques angulares,medios,débil,,fresco,2625,difuso,,,07/80 C,1000,NA,,false,1967-07-15,Campo arado con rastrojo de maíz,"Propietario Pánfilo Natali. 66 has. El lote 16 has.
Año 1966 maíz Morgan 21 kg/ha. Cosechó 4.200 kg/ha.
El trigo muy bajo rendimiento, 1.500 kg/ha.",,"8 km. al N.N.W. de ""El Arbolito""; F.C.N.G.B.M.; partido de Colón",R 378,3360-32-3,100,Pampa ondulada,loma extendida chata,,no uniforme,nula,,,grado 0,Rojas,Ro,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,151,118,1,NA,B3
1879,741,4156,28.4,19.5,22,5.9,7,5.2,5356,13.5,4.1,1.6,0.3,35.1,0.73,0.085,22.8,52.3,12,0.6,0,0,0,0,NA,NA,NA,4.9,89,80,NA,60 - 85,NA,8,Clhm ++,,7.5YR 4/2,,,,firme,,,prismas,medios,moderado,,fresco,2623,gradual,suave,,07/80 C,1000,NA,,false,1967-07-15,Campo arado con rastrojo de maíz,"Propietario Pánfilo Natali. 66 has. El lote 16 has.
Año 1966 maíz Morgan 21 kg/ha. Cosechó 4.200 kg/ha.
El trigo muy bajo rendimiento, 1.500 kg/ha.",,"8 km. al N.N.W. de ""El Arbolito""; F.C.N.G.B.M.; partido de Colón",R 378,3360-32-3,100,Pampa ondulada,loma extendida chata,,no uniforme,nula,,,grado 0,Rojas,Ro,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,85,60,2,NA,B21
1880,741,4154,26.5,15.9,18.8,5.7,6.7,5.2,5858,9.9,4.9,0.9,0.2,25.1,1.33,0.128,30.3,60.4,14.3,0.2,0,0,0,0,NA,NA,NA,7.4,85,69,NA,38 - 51,NA,10,,,10YR 3/2,,,,muy friable,,,bloques angulares,medios,débil,,húmedo,2621,claro,suave,,07/80 C,1000,NA,,false,1967-07-15,Campo arado con rastrojo de maíz,"Propietario Pánfilo Natali. 66 has. El lote 16 has.
Año 1966 maíz Morgan 21 kg/ha. Cosechó 4.200 kg/ha.
El trigo muy bajo rendimiento, 1.500 kg/ha.",,"8 km. al N.N.W. de ""El Arbolito""; F.C.N.G.B.M.; partido de Colón",R 378,3360-32-3,100,Pampa ondulada,loma extendida chata,,no uniforme,nula,,,grado 0,Rojas,Ro,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,51,38,3,NA,A3
1881,741,4157,27.8,18.6,20.4,5.9,7.2,5.5,4532,11.2,5.2,1.9,0.3,32.5,0.37,0.052,23.5,54.2,12.8,0.5,0,0,0,0,NA,NA,NA,3.9,91,83,NA,85 - 118,NA,7,Clhm +,,7.5YR 4/2,,,,friable,,,prismas,medios,débil,,fresco,2624,gradual,suave,,07/80 C,1000,NA,,false,1967-07-15,Campo arado con rastrojo de maíz,"Propietario Pánfilo Natali. 66 has. El lote 16 has.
Año 1966 maíz Morgan 21 kg/ha. Cosechó 4.200 kg/ha.
El trigo muy bajo rendimiento, 1.500 kg/ha.",,"8 km. al N.N.W. de ""El Arbolito""; F.C.N.G.B.M.; partido de Colón",R 378,3360-32-3,100,Pampa ondulada,loma extendida chata,,no uniforme,nula,,,grado 0,Rojas,Ro,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,118,85,1,NA,B22
1882,741,4153,28,16.3,21.7,5.7,6.2,5.2,4040,11.5,3.3,1.3,0.2,25.5,1.93,0.188,30.7,58.5,15.5,0.5,0,0,0,0,NA,NA,NA,7.4,75,69,NA,16 - 38,NA,10,,,10YR 2/1,,,,muy friable,,,bloques angulares,medios,moderado,,húmedo,2620,claro,suave,,07/80 C,1000,NA,,false,1967-07-15,Campo arado con rastrojo de maíz,"Propietario Pánfilo Natali. 66 has. El lote 16 has.
Año 1966 maíz Morgan 21 kg/ha. Cosechó 4.200 kg/ha.
El trigo muy bajo rendimiento, 1.500 kg/ha.",,"8 km. al N.N.W. de ""El Arbolito""; F.C.N.G.B.M.; partido de Colón",R 378,3360-32-3,100,Pampa ondulada,loma extendida chata,,no uniforme,nula,,,grado 0,Rojas,Ro,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,38,16,3,NA,A12
1883,741,4152,26.8,16.7,20.4,5.5,6.1,5.1,2707,10.6,3.8,2.1,0.2,24.1,2.13,0.211,32.5,64.2,11.1,0.6,0,0,0,0,NA,NA,NA,7.7,82,69,NA,0 - 16,NA,10,,,10YR 3/1,,,,muy friable,,,granular,medios,débil,,húmedo,2619,claro,suave,,07/80 C,1000,NA,,false,1967-07-15,Campo arado con rastrojo de maíz,"Propietario Pánfilo Natali. 66 has. El lote 16 has.
Año 1966 maíz Morgan 21 kg/ha. Cosechó 4.200 kg/ha.
El trigo muy bajo rendimiento, 1.500 kg/ha.",,"8 km. al N.N.W. de ""El Arbolito""; F.C.N.G.B.M.; partido de Colón",R 378,3360-32-3,100,Pampa ondulada,loma extendida chata,,no uniforme,nula,,,grado 0,Rojas,Ro,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,16,0,3,NA,Ap
1884,741,4155,26.6,15.9,18.1,5.9,6.7,5.3,6592,10.8,4.1,0.8,0.2,29.8,0.83,0.089,24.9,56.9,12.9,0.4,0,0,0,0,NA,NA,NA,5.9,88,73,NA,51 - 60,NA,9,Clhm +,,10YR 3/3,,,,friable,,,prismas,finos,débil,,fresco,2622,claro,suave,,07/80 C,1000,NA,,false,1967-07-15,Campo arado con rastrojo de maíz,"Propietario Pánfilo Natali. 66 has. El lote 16 has.
Año 1966 maíz Morgan 21 kg/ha. Cosechó 4.200 kg/ha.
El trigo muy bajo rendimiento, 1.500 kg/ha.",,"8 km. al N.N.W. de ""El Arbolito""; F.C.N.G.B.M.; partido de Colón",R 378,3360-32-3,100,Pampa ondulada,loma extendida chata,,no uniforme,nula,,,grado 0,Rojas,Ro,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,60,51,2,NA,B1
1885,741,4160,28.1,NA,12.6,7.6,8.2,7.1,2266,NA,NA,2.6,0.4,16.6,NA,NA,33.5,60.3,11.9,1.5,0,0,0,9.7,NA,NA,NA,NA,NA,NA,NA,230 - 275,NA,NA,,+++,7.5YR 5/4,,,,suelto,,,masiva,,,,,2627,,,,07/80 C,1000,NA,,false,1967-07-15,Campo arado con rastrojo de maíz,"Propietario Pánfilo Natali. 66 has. El lote 16 has.
Año 1966 maíz Morgan 21 kg/ha. Cosechó 4.200 kg/ha.
El trigo muy bajo rendimiento, 1.500 kg/ha.",,"8 km. al N.N.W. de ""El Arbolito""; F.C.N.G.B.M.; partido de Colón",R 378,3360-32-3,100,Pampa ondulada,loma extendida chata,,no uniforme,nula,,,grado 0,Rojas,Ro,NA,NA,Brunizem,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,7.5,275,230,,NA,C2ca
1886,742,4166,29.5,NA,21.6,8.1,9.3,7.4,906,NA,NA,3.8,9,20.6,NA,NA,37.9,67.9,8.8,1.2,0,0,0,0,NA,NA,2.21,NA,NA,NA,NA,130 - 175,NA,NA,,+,7.5YR 5/4,,Ca +,,suelto,,,masiva,,,Nódulos cementados,mojado,2633,,,"Fe Mn +  medios, precisos",07/81 C,200,90,Loess,false,1967-07-15,Pradera artificial,El C tiene escasas concreciones de Ca pero de tamaño de hasta 2 cm. de diámetro.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Faustina,Fa,NA,NA,,NA,,clase 3,ganadero,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma baja,7.5,175,130,,NA,C
1887,742,4164,36.1,NA,27.2,8.3,9,7.2,453,NA,NA,3.7,11.2,28,0.38,0.048,30.4,60.4,10.4,1.2,0,0,0,0.01,NA,NA,5.82,NA,NA,NA,NA,55 - 80,NA,8,Clhm (10YR 3/2),,7.5YR 4/3,,Ca ++,,firme,adhesivo,plástico,prismas,medios,moderado,Mat. orgánica dispersada común,húmedo,2631,gradual,suave,"Fe Mn +++ medios, precisos",07/81 C,200,90,Loess,false,1967-07-15,Pradera artificial,El C tiene escasas concreciones de Ca pero de tamaño de hasta 2 cm. de diámetro.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Faustina,Fa,NA,NA,,NA,,clase 3,ganadero,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma baja,8,80,55,vestigios,NA,B22
1888,742,4165,28.7,NA,21.9,8,9.1,7.3,597,NA,NA,3.8,9.1,23,0.11,NA,33.3,65.4,9.7,1.9,0,0,0,0.01,NA,NA,3.66,NA,NA,NA,NA,80 - 130,NA,NA,Clsk +,,7.5YR 5/4,,Ca++,,friable,ligeramente adhesivo,ligeramente plástico,bloques angulares,medios,moderado,Mat. orgánica dispersada escasa,húmedo,2632,difuso,,"Fe Mn +++  medios, precisos",07/81 C,200,90,Loess,false,1967-07-15,Pradera artificial,El C tiene escasas concreciones de Ca pero de tamaño de hasta 2 cm. de diámetro.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Faustina,Fa,NA,NA,,NA,,clase 3,ganadero,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma baja,8,130,80,vestigios,NA,B3
1889,742,4161,25.1,14.5,16.5,6,6.6,5.3,4944,7.3,4.4,2.3,0.5,22.5,1.83,0.176,31,63.9,12.8,0.8,0,0,0,0,NA,NA,NA,6.2,88,70,NA,0 - 20,NA,10,,,10YR 3/1,,,,firme,,,bloques angulares,medios,fuerte,,fresco,2628,claro,ondulado,,07/81 C,200,90,Loess,false,1967-07-15,Pradera artificial,El C tiene escasas concreciones de Ca pero de tamaño de hasta 2 cm. de diámetro.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Faustina,Fa,NA,NA,,NA,,clase 3,ganadero,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma baja,6.5,20,0,2,NA,A1
1890,742,4162,23.4,14.1,13.4,7,8,6,3131,6.4,3.7,1.9,2.1,22.4,1.27,0.123,29.3,65.7,10.8,1.1,0,0,0,0,NA,NA,NA,2.9,100,84,NA,20 - 27,NA,10,,,10YR 3/2,,,,friable,,,masiva,,,,fresco,2629,abrupto,ondulado,"Fe+ finos, débiles",07/81 C,200,90,Loess,false,1967-07-15,Pradera artificial,El C tiene escasas concreciones de Ca pero de tamaño de hasta 2 cm. de diámetro.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Faustina,Fa,NA,NA,,NA,,clase 3,ganadero,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma baja,6.5,27,20,1,NA,A2
1891,742,4163,63,NA,27.5,7.8,8.9,6.9,721,NA,NA,3.3,5.3,45.7,0.54,0.067,25,46.5,7.4,0.4,0,0,0,0.01,NA,NA,2.73,NA,NA,NA,NA,27 - 55,NA,8,Clhm+++ (10YR 3/1),,7.5YR 4/2,,Ca +,,muy firme,muy adhesivo,muy plástico,columnar,medios,fuerte,Mat. orgánica dispersada,fresco,2630,gradual,suave,"Fe Mn +  finos, débiles",07/81 C,200,90,Loess,false,1967-07-15,Pradera artificial,El C tiene escasas concreciones de Ca pero de tamaño de hasta 2 cm. de diámetro.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Faustina,Fa,NA,NA,,NA,,clase 3,ganadero,normal,moderada,medio,0 - 1%,clase 4,clase 3,media loma baja,7.8,55,27,1,NA,B21
1892,743,4172,24.8,17.9,17.1,7.9,8.6,6.7,801,6.7,2.8,2.9,5.5,25.2,0.47,NA,20.6,54.5,19,1.3,0,0,0,0,NA,NA,3.12,NA,100,NA,NA,92 - 135,NA,NA,Clsk +,,7.5YR 5/4,,Ca +,,friable,,,bloques angulares,medios,moderado,,húmedo,2639,difuso,,"Fe Mn +++ medios, precisos",07/82 C,NA,95,Loess,false,1967-07-15,Pradera artificial (alfalfa - trébol - phalaris - rama negra),Las grietas del B2 están ocupadas por arena decolorada.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Wheelwright,Ww,NA,NA,,NA,,clase 0,ganadero,,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma,8,135,92,1,NA,B3
1893,743,4170,25.2,15.3,17.1,6.3,7.3,5.6,3822,8.8,4.3,2,0.2,29,0.62,NA,22.6,56,14.3,0.7,0,0,0,0,NA,NA,NA,3.4,90,82,NA,41 - 52,NA,NA,,,10YR 4/3,,,,friable,,,masiva,,,,fresco,2637,claro,suave,"Fe+  finos, precisos",07/82 C,NA,95,Loess,false,1967-07-15,Pradera artificial (alfalfa - trébol - phalaris - rama negra),Las grietas del B2 están ocupadas por arena decolorada.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Wheelwright,Ww,NA,NA,,NA,,clase 0,ganadero,,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma,6,52,41,2,NA,B21
1894,743,4168,24.8,15.3,18.9,5.7,6.3,5.1,5460,9.7,2.9,2.4,0.3,25.7,1.79,NA,27.3,60.4,13.3,0.7,0,0,0,0,NA,NA,NA,7,81,69,NA,16 - 27,NA,NA,,,10YR 3/1,,,,friable,,,bloques angulares,medios,moderado,,fresco,2635,claro,suave,,07/82 C,NA,95,Loess,false,1967-07-15,Pradera artificial (alfalfa - trébol - phalaris - rama negra),Las grietas del B2 están ocupadas por arena decolorada.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Wheelwright,Ww,NA,NA,,NA,,clase 0,ganadero,,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma,6.5,27,16,3,NA,A12
1895,743,4167,25.6,15,20.3,5.2,6.1,5,5460,8.8,3.2,2.7,0.3,24.9,2.12,NA,27.7,60,14.3,0.8,0,0,0,0,NA,NA,NA,9,74,63,NA,0 - 16,NA,NA,,,10YR 3/1.5,,,,friable,,,bloques angulares,medios,débil,,fresco,2634,claro,suave,,07/82 C,NA,95,Loess,false,1967-07-15,Pradera artificial (alfalfa - trébol - phalaris - rama negra),Las grietas del B2 están ocupadas por arena decolorada.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Wheelwright,Ww,NA,NA,,NA,,clase 0,ganadero,,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma,6.5,16,0,3,NA,A11
1896,743,4169,24.7,14.6,16.4,6.2,6.5,5.5,4368,8.6,3.9,1.9,0.2,26.3,0.84,NA,26.7,58.4,14.6,0.6,0,0,0,0,NA,NA,NA,4.1,89,78,NA,27 - 41,NA,NA,,,10YR 4/2,,,,friable,,,masiva,,,,fresco,2636,gradual,suave,"Fe+  finos, precisos",07/82 C,NA,95,Loess,false,1967-07-15,Pradera artificial (alfalfa - trébol - phalaris - rama negra),Las grietas del B2 están ocupadas por arena decolorada.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Wheelwright,Ww,NA,NA,,NA,,clase 0,ganadero,,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma,6,41,27,2,NA,A21
1897,743,4173,24.2,NA,16.9,8.2,8.9,7.1,637,NA,NA,3.4,8.2,17.9,0.05,NA,27.5,66.2,14.4,1.5,0,0,0,0.01,NA,NA,3.78,NA,NA,NA,NA,135 - 150,NA,NA,,Ca +,7.5YR 5/4,,Ca +,,suelto,,,masiva,,,,húmedo,2640,,,,07/82 C,NA,95,Loess,false,1967-07-15,Pradera artificial (alfalfa - trébol - phalaris - rama negra),Las grietas del B2 están ocupadas por arena decolorada.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Wheelwright,Ww,NA,NA,,NA,,clase 0,ganadero,,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma,8.2,150,135,vestigios,NA,C 135
1898,743,4171,28.5,20.4,23.5,6.7,7.7,5.7,2439,10.1,6.5,2.4,1.4,33.1,0.58,NA,22.2,52.2,13.9,0.8,0,0,0,0,NA,NA,NA,3.4,88,86,NA,52 - 92,NA,NA,Clsk ++,,7.5YR 4/3,,,,firme,,,prismas,medios,fuerte,,húmedo,2638,gradual,suave,"Fe Mn +  medios, precisos",07/82 C,NA,95,Loess,false,1967-07-15,Pradera artificial (alfalfa - trébol - phalaris - rama negra),Las grietas del B2 están ocupadas por arena decolorada.,,"4,5 km. al Norte de ""El Arbolito"".",R 377,3360-32-3,66,Pampa ondulada,pendiente suave,,no uniforme,ligera,hídrica,,grado 0,Wheelwright,Ww,NA,NA,,NA,,clase 0,ganadero,,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma,6.5,92,52,1,NA,B2
1899,744,9603,28.7,14.4,18.4,6.3,6.7,5.4,NA,8.6,2.8,1.4,1.6,20.1,1.97,0.235,38.8,65.6,13.3,1,NA,NA,NA,0,NA,NA,NA,7.9,79,65,NA,5 - 20,NA,8,,,10YR 3.5/2,10YR 6/2,,muy duro,,,,bloques angulares,medios,fuerte,,,2648,abrupto,suave,"comunes, finos, débiles",06/7 C,250,NA,,true,1969-08-10,"Altamisa, melilotus índicus,disticlis spicata, etc.",,,"10 km. al Norte de Rancagua (E.E.A. Pergamino, INTA)",R 374,3360-32-4,92,Pendientes,largas,,,,,,,Rancagua,Rn,NA,NA,,NA,,,,,lenta,lento,0 - 1%,clase 4,clase 2,media loma,7,24,0,3,NA,A1
1900,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Clsk+,Ca++,7.5YR 4/2,,,,,,,bloques angulares,medios,moderado,,,2652,difuso,,"Comunes, finos, precisos",06/7 C,250,NA,,true,1969-08-10,"Altamisa, melilotus índicus,disticlis spicata, etc.",,,"10 km. al Norte de Rancagua (E.E.A. Pergamino, INTA)",R 374,3360-32-4,92,Pendientes,largas,,,,,,,Rancagua,Rn,NA,NA,,NA,,,,,lenta,lento,0 - 1%,clase 4,clase 2,media loma,8.4,130,90,,NA,B3
1901,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Clsk+++ Clhm+,Ca+++,7.5YR 3.5/2,,,,,,,prismas,medios,débil,,,2651,claro,suave,"comunes, finos, precisos",06/7 C,250,NA,,true,1969-08-10,"Altamisa, melilotus índicus,disticlis spicata, etc.",,,"10 km. al Norte de Rancagua (E.E.A. Pergamino, INTA)",R 374,3360-32-4,92,Pendientes,largas,,,,,,,Rancagua,Rn,NA,NA,,NA,,,,,lenta,lento,0 - 1%,clase 4,clase 2,media loma,8.6,90,60,,NA,B22
1902,744,9606,30.1,NA,21,8,8.8,7,NA,NA,NA,2.9,7.1,24.1,0.03,NA,24.4,52.1,22.6,1.2,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,120 - 150,NA,NA,,Ca+,7.5YR 5/4,,,,suelto,,,masiva,,,,,2653,,,"+  finos, débiles",06/7 C,250,NA,,true,1969-08-10,"Altamisa, melilotus índicus,disticlis spicata, etc.",,,"10 km. al Norte de Rancagua (E.E.A. Pergamino, INTA)",R 374,3360-32-4,92,Pendientes,largas,,,,,,,Rancagua,Rn,NA,NA,,NA,,,,,lenta,lento,0 - 1%,clase 4,clase 2,media loma,8.4,NA,130,,NA,C
1903,744,9604,27.1,14,14.7,7.2,7.6,6.3,NA,8.4,2.2,0.8,2.6,19.7,1.15,0.138,40.7,66,13.2,1.1,NA,NA,NA,0,NA,NA,NA,3.6,95,80,NA,24 - 30,NA,8,,,10YR 4/2,10YR 4.5/2,,duro,friable,,,bloques angulares,medios,moderado,,,2649,claro,suave,"+++ finos, precisos",06/7 C,250,NA,,true,1969-08-10,"Altamisa, melilotus índicus,disticlis spicata, etc.",,,"10 km. al Norte de Rancagua (E.E.A. Pergamino, INTA)",R 374,3360-32-4,92,Pendientes,largas,,,,,,,Rancagua,Rn,NA,NA,,NA,,,,,lenta,lento,0 - 1%,clase 4,clase 2,media loma,8,30,24,,NA,A2
1904,744,9605,31.9,NA,21.8,8.1,8.9,7.1,NA,NA,NA,2.4,11.7,27.8,0.4,0.059,36,56.4,13.4,0.8,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,40 - 55,NA,7,Clsk+++ Clhm+++,Ca+++ Mn+++,7.5YR 3/2,,,,,,,prismas,medios,fuerte,,,2650,claro,suave,"comunes, finos, precisos",06/7 C,250,NA,,true,1969-08-10,"Altamisa, melilotus índicus,disticlis spicata, etc.",,,"10 km. al Norte de Rancagua (E.E.A. Pergamino, INTA)",R 374,3360-32-4,92,Pendientes,largas,,,,,,,Rancagua,Rn,NA,NA,,NA,,,,,lenta,lento,0 - 1%,clase 4,clase 2,media loma,8.5,60,30,,NA,B21
1905,745,371,48.9,NA,48.5,7.4,8.2,7.1,1341,NA,NA,NA,NA,35.7,0.08,NA,37,52.4,7.9,0.9,0,0,0,3.1,NA,NA,0.2,NA,NA,NA,NA,195-230,NA,NA,,,7.5YR 5/4,,Ca +++,,,,,,,,,,2647,,,Mn +++,12/133 C,4,100,Limo loessoide,false,1965-10-21,Pastura Natural,"2,30 se encuentra tosca.",,"Campo Sr. Fitte a 9,25 km al E de Carmen de Areco",359,3560-10-2,38,I Pendiente media,,,uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,clase 3,media loma,7.3,NA,190,Vestigios,NA,C
1906,745,638,34.8,24.2,29.4,5.4,6.8,4.8,2043,13.3,8,2.4,0.5,47.4,0.51,0.055,20,44.5,7.6,0.5,0,0,0,0,NA,NA,0.2,8.3,82,74,NA,50-60,NA,9,Clay skins +++ 7.5YR 3/2,,7.5YR 4/2,,,ligeramente duro,firme,adhesivo,plástico,prismas,medios,moderado,Raíces exploran grietas,,2644,gradual,suave,Materia orgánica ++,12/133 C,4,100,Limo loessoide,false,1965-10-21,Pastura Natural,"2,30 se encuentra tosca.",,"Campo Sr. Fitte a 9,25 km al E de Carmen de Areco",359,3560-10-2,38,I Pendiente media,,,uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,clase 3,media loma,5.5,66,45,1,NA,B21
1907,745,639,30.4,22.4,26.3,5.7,6.2,5,2242,12.3,7.3,2.1,0.7,36.6,0.3,0.032,20.8,52.3,10.4,0.7,0,0,0,0,NA,NA,0.2,7.3,85,75,NA,80-100,NA,9,Clay skins +++ 7.5YR 3/2,,7.5YR 4/4,,Mn +,duro,friable,adhesivo,plástico,masiva,,,,,2645,claro,ondulado,Materia orgánica ++,12/133 C,4,100,Limo loessoide,false,1965-10-21,Pastura Natural,"2,30 se encuentra tosca.",,"Campo Sr. Fitte a 9,25 km al E de Carmen de Areco",359,3560-10-2,38,I Pendiente media,,,uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,clase 3,media loma,5.5,110,66,1,NA,B22
1908,745,367,23.7,12.4,14.5,5.9,6.7,5.4,4868,7.2,3.3,1.7,0.2,22.2,0.51,0.063,27.9,67.3,9.9,0.6,0,0,0,0,NA,NA,0.2,4.9,85,72,NA,32-40,NA,8,,,10YR 3/3,10YR 4/2,,ligeramente duro,muy friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,"Poroso, abundantes granitos cuarzo",,2643,abrupto,suave,,12/133 C,4,100,Limo loessoide,false,1965-10-21,Pastura Natural,"2,30 se encuentra tosca.",,"Campo Sr. Fitte a 9,25 km al E de Carmen de Areco",359,3560-10-2,38,I Pendiente media,,,uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,,NA,,clase 0,ganadero,normal,moderada,medio,0 - 1%,clase 5,clase 3,media loma,5.3,45,30,1,NA,A22
