"","id.p","is.mottles","is.concr","thick.A","a_S.A","a_sat_CEC.A","esp.A","esp.B","a_OC.A","Bt","is.caco3","d.caco3","is.E","is.hydro","dem","river","wdist","maxc","mrvbf","slope","twi","vdchn","water","lstm","lstsd","evim","evisd","X","Y"
"119",520,1,0,26,20.2846153846154,85,1.97193780811528,2.34805194805195,2.07153846153846,1.19581881533101,0,NA,0,0,56.554271697998,86100.703125,900.525207519531,-25.0106449127197,2.89639663696289,0.168456852436066,12.0066108703613,1.58663558959961,0,296.91800606915,7.76578794732808,3611.28472222222,1870.38603271446,5470995.27799943,6208938.0780254
"120",521,0,0,18,15.3666666666667,83.1111111111111,3.25379609544469,1.77304964539007,1.20888888888889,1.77372262773723,0,NA,0,0,58.7587738037109,70266.984375,849.082214355469,9.64642143249512,0.336051821708679,0.209815084934235,10.12672996521,9.48347473144531,0,297.124984651189,7.70536185099824,3456.39583333333,1674.20666618593,5465900.9779993,6234070.47802203
"121",523,0,1,20,16.65,85.45,6.00600600600601,NA,1.5845,1.2066228169653,1,30,0,0,52.5470848083496,87983.4375,284.613006591797,-3.78805112838745,0.171872913837433,0.573012053966522,10.5584487915039,1.28685760498047,0,296.944581825828,7.94746285048758,4151.52777777778,1258.67977200469,5464095.5780013,6212054.978019
"122",524,1,1,28,21.5,90,2.32558139534884,4.74749825459623,2.25,1.25956185670231,0,NA,0,1,56.2395362854004,72225.015625,150.00422668457,-4.28472089767456,4.09477233886719,0.0419420674443245,13.7714366912842,0.158626556396484,0,296.377643658241,7.75587758838569,3541.47916666667,1750.82261971817,5497756.07800191,6203906.6780273
"123",525,0,1,15,24.2,83,0.826446280991736,0.689655172413793,1.84,1.42965779467681,1,70,0,0,37.6421051025391,42088.18359375,1173.48950195312,0.87284255027771,2.26192140579224,0.546542882919312,10.9193487167358,9.60400390625,0,297.04697223252,7.74008053160427,3342.02083333333,1863.27924879861,5507815.6780024,6234408.97802177
"124",526,1,1,12,20.3,81,3.94088669950739,1.48223869154102,1.8,1.68833455612619,0,NA,0,1,34.322582244873,44281.3515625,108.169586181641,-11.5160245895386,0.749456286430359,0.681216716766357,10.1649208068848,9.97868728637695,0,297.125516233191,7.49989490915385,3297.57638888889,1784.64256506255,5507438.67799626,6231754.97801901
"125",528,0,1,24,25.25,95,0.792079207920792,0.945378151260504,1.8475,1.34172627563185,1,84,0,0,53.3816795349121,54439.59765625,429.546722412109,21.9494495391846,0.670463562011719,0.532292068004608,9.16776275634766,10.4631462097168,0,297.165507747779,7.91566577161792,3563.93055555556,1256.49313096043,5489242.97800321,6234825.9780177
"126",530,1,1,18,19.2222222222222,83.2222222222222,1.5028901734104,1.68490960521461,1.89222222222222,1.8131105006105,0,NA,0,1,46.5505638122559,42040.875,484.678497314453,-11.9255838394165,2.91223168373108,0.239325180649757,11.6144762039185,10.521541595459,0,297.026231488417,7.87195759105961,3635.66666666667,914.481174317885,5522239.47799585,6224753.17802643
"127",533,1,1,20,23.6,91,2.96610169491525,1.86711930164888,1.62,1.32613416988417,0,NA,0,1,36.439998626709,37843.44921875,108.169586181641,-13.6995687484741,0.294054567813873,1.0054520368576,9.54924964904785,13.638744354248,0,297.137823172177,7.79482491023567,4015.9375,1776.1937902948,5512640.97800468,6235707.87802429
"128",534,1,0,30,18.1,82,1.65745856353591,5.52605526055261,1.95,1.46729690083126,0,NA,0,0,46.7278900146484,35007.9140625,816.111206054688,3.14009499549866,3.88011050224304,0.119077205657959,11.7449560165405,3.42995452880859,0,296.524918973358,7.68097074348985,3052.02083333333,1792.14815613803,5535534.97799942,6223714.67802265
"129",535,1,1,40,17.33,76.875,5.94345066358915,4.1425333669101,1.85125,1.69681689253073,1,126,0,1,48.856819152832,35689.10546875,313.218017578125,-1.09045612812042,3.86460614204407,0.129325672984123,12.45152759552,5.580810546875,0,296.654243368409,7.76009014190225,3235.35416666667,1606.06906412015,5533033.57800396,6225672.17802536
"130",536,0,1,30,24.15,97,3.51966873706004,2.55102040816327,2.075,1.80324639508313,0,NA,0,0,39.8434791564941,23400.736328125,1734.09033203125,-6.06467485427856,0.380206882953644,0.684491574764252,10.0498456954956,1.61735153198242,0,296.917937827918,7.79774803273634,3637.32638888889,1263.94243268628,5539845.77799919,6237045.8780266
"131",537,0,1,29,20.2103448275862,80,0.716601262583177,0.859058527727336,1.73551724137931,1.66950891632373,0,NA,0,0,54.5348243713379,66685.2421875,523.942260742188,5.79628372192383,3.12117552757263,0.176677405834198,11.4102096557617,9.55923080444336,0,297.126056349964,7.62541579545291,4008.28472222222,1494.16430164972,5478623.97799623,6227681.5780206
"132",538,1,1,27,19.9111111111111,75.6666666666667,3.01339285714286,2.1769861464518,1.70111111111111,1.62156204073063,0,NA,0,1,47.0762138366699,29447.35546875,618.483276367188,-1.73494434356689,2.90396046638489,0.180594950914383,11.4182558059692,15.7634353637695,0,297.104454153055,7.54763976365218,3668.00694444444,1478.0711987191,5531864.0779974,6234698.97801721
"134",540,1,1,16,19.4,89,1.28865979381443,1.30228887134964,1.82,1.94839234839235,0,NA,0,1,52.9706153869629,62472.3671875,0,0.469207942485809,6.88948488235474,0.0510277710855007,12.2111988067627,0.442073822021484,2,296.569808937489,7.82648282947057,3414.09027777778,1586.5850115219,5506679.67800227,6209784.57802051
"135",541,1,1,30,17.9,72,1.39664804469274,1.90944431740224,1.92,1.62075736325386,0,NA,0,1,52.6885261535645,62580.421875,0,-19.7666797637939,6.87509059906006,0.0669902861118317,14.5905466079712,0.465000152587891,1.93103456497192,296.656464971393,7.81223968017514,3753.61111111111,1797.14347587572,5507137.17799879,6209405.07801998
"136",543,1,0,45,19.9666666666667,83.3333333333333,1.0016694490818,1.05263157894737,1.57333333333333,1.21946564885496,0,NA,0,0,45.3708457946777,63015.40625,301.504760742188,2.89689373970032,0.81421035528183,0.599712014198303,10.9127721786499,6.91485214233398,0,297.155522342283,7.94082732927441,3491.79166666667,1968.33705992356,5478221.97799974,6232974.97802667
"137",545,1,1,25,18.8,82,1.38297872340426,1.38442521631644,2.188,1.77034058656575,0,NA,0,1,55.246021270752,66374.6015625,30.0008449554443,-8.52848815917969,5.74217081069946,0.0323810093104839,13.12912940979,1.44635391235352,0.241379305720329,296.682091557049,7.83598345288056,3178.8125,1818.10351113057,5501231.47800003,6208607.07801953
"138",549,1,0,30,20.04,81.6,2.49500998003992,2.19600725952813,1.456,1.39868421052632,0,NA,0,0,49.6218681335449,34653.8984375,152.974899291992,-1.20451080799103,3.83740282058716,0.0450098961591721,13.9990558624268,6.71220016479492,0,296.602229009276,7.72401417359468,3597.84722222222,1702.2318189092,5534095.47799664,6225978.17802475
"139",550,1,0,28,19.4857142857143,86.2857142857143,1.53958944281525,1.98090207232832,2.04285714285714,1.75776613377533,0,NA,0,0,50.8626747131348,42210.421875,591.709167480469,-4.36898994445801,3.41014814376831,0.133979871869087,11.8068647384644,6.19724655151367,0,296.553195524498,7.66899579978157,3428.50694444444,1816.68764512545,5535833.97800309,6213585.97802395
"140",553,1,1,12,21.7,100,3.68663594470046,29.9582463465553,2.95,1.99847094801223,1,17,0,1,38.2853088378906,57769.6328125,90.0025329589844,-98.0481948852539,3.96463513374329,0.0896897912025452,9.990309715271,-0.267135620117188,0.0344827584922314,297.017849682006,7.85143346625467,3889.09722222222,1023.96472922924,5502896.87799891,6217963.37802428
"141",554,1,0,27,22.7333333333333,96.4444444444444,12.5122189638319,10.2637313096401,1.66111111111111,1.72418505432971,0,NA,0,0,46.3644866943359,58358.21484375,42.4276008605957,-1.99831449985504,9.73196656559594e-05,0.457254022359848,9.59061527252197,8.40634536743164,0.172413796186447,297.017849682006,7.85143346625467,3812.50694444444,1338.34887314375,5502359.37800239,6217654.87801868
"142",555,1,0,22,18.9,82,1.58730158730159,1.62784873528675,2.44,1.58889894419306,0,NA,0,0,40.6542053222656,45397.3359375,706.136047363281,-20.6564311981201,2.93893265724182,0.259433537721634,13.3859920501709,-2.43464660644531,0,296.313057565619,7.92729232389783,4529.51388888889,1259.47951835209,5534925.47800243,6210276.57801673
"143",556,1,0,26,18.7538461538462,83.6153846153846,1.06644790812141,1.90504103165299,2.23307692307692,1.67406092871931,0,NA,0,0,52.5576019287109,49498.1015625,0,-2.81678462028503,6.75346088409424,0.0908474549651146,12.9998750686646,3.50776672363281,1.93103456497192,296.737274034288,8.06670087231863,3629.92361111111,1916.54885083069,5524739.3779969,6214056.4780255
"144",558,1,1,15,25.4,94,1.18110236220472,1.2464817048653,2.5,1.50297241984212,1,85,0,1,39.6745834350586,47235.03515625,371.089965820312,9.54957294464111,2.24806594848633,0.402837753295898,10.0797882080078,9.27109146118164,0,296.520207137836,7.72658146120575,3669.25694444444,1483.04771128155,5539098.27800389,6205382.67802341
"145",560,1,1,23,17.0478260869565,88.2173913043478,1.1731701096659,1.75361683472161,1.86304347826087,1.64609094271824,0,NA,0,1,41.1879386901855,50827.6015625,212.13801574707,-11.1176376342773,3.69275069236755,0.0446499139070511,10.8371162414551,6.3496208190918,0,296.632711452908,7.65786072393046,3724.65277777778,1580.77302201331,5531714.07800395,6205898.6780218
"146",561,1,1,12,22.1,94,13.5746606334842,25.7406104037366,1.96,1.35994224422442,0,NA,0,1,36.1160202026367,50411.7421875,268.335723876953,-37.6379928588867,1.6591625213623,0.56155914068222,10.846809387207,0.535877227783203,0,296.418970624138,7.8677212929192,3475.375,1635.29651243022,5536150.87800166,6203429.17802761
"147",568,1,1,18,19,83,1.05263157894737,1.44548286604361,2.02,1.86721103535754,0,NA,0,1,41.1679992675781,38726.38671875,870.541625976562,-6.01555871963501,2.90933847427368,0.270502328872681,11.5629959106445,7.46395874023438,0,296.803875127488,7.65204613496078,3048.35416666667,1527.86203047864,5519870.17799833,6229594.57801708
"148",570,0,0,27,18.9074074074074,84.037037037037,2.11557296767875,2.68312315535283,1.90703703703704,1.67850550635668,0,NA,0,0,41.9069786071777,26524.6171875,607.470825195312,2.36430883407593,2.89178586006165,0.241661116480827,11.3116731643677,6.89318466186523,0,296.926271788467,7.92301035372524,3702.86111111111,1294.64528506515,5549527.8779968,6223274.67801686
"149",572,0,0,29,13.851724137931,79.3103448275862,4.40627333831217,2.77658200602669,1.44620689655172,1.79721795528247,0,NA,0,0,19.2174949645996,16807.16796875,1242.04943847656,-6.49633026123047,2.53872489929199,0.415925204753876,11.4108028411865,1.90443420410156,0,296.87302905812,7.72515915848123,3686.90277777778,1450.92690566639,5548785.37799688,6236187.87802592
"150",573,0,1,20,16.01,83.55,3.74765771392879,3.70118845500849,1.457,1.84025026068822,0,NA,0,0,22.115894317627,13003.6962890625,902.52197265625,4.27173089981079,1.01851308345795,0.62687611579895,9.52810478210449,5.03554153442383,0,296.606725706753,7.77704566384096,3600,1715.61815400445,5568917.47799903,6229442.57802566
"151",575,1,0,18,15.9,87,6.28930817610063,4.10591587062175,1.13,1.51535836177474,0,NA,1,0,26.264368057251,6894.77880859375,540.015197753906,-11.0708570480347,4.80993556976318,0.146725058555603,12.2812700271606,1.10663032531738,0,296.411134295681,7.77770163874128,3127.15972222222,775.094053965214,5574398.77799614,6232482.97802419
"152",576,1,1,31,15.6387096774194,81.3225806451613,2.53712871287129,2.87350547573596,1.47903225806452,1.32135988130346,0,NA,1,1,26.0276489257812,7008.7783203125,295.474060058594,-13.1870908737183,4.86338996887207,0.144869357347488,12.0213356018066,0.29515266418457,0,296.410633744477,7.80923205740323,3458.40972222222,1283.43998207829,5574521.27800411,6232183.97801797
"153",577,1,1,25,15.796,78,2.53228665484933,2.17223848405485,2.0276,1.73287265416442,0,NA,0,1,15.0161294937134,2388.79077148438,182.488021850586,8.89517307281494,1.84835982322693,0.925106942653656,9.70974636077881,10.4232425689697,0,296.951029788747,7.62670561622117,2973.375,579.432165672035,5590283.07800389,6221018.27802506
"154",578,1,0,15,13.7,74,2.18978102189781,2.54086790219025,1.69,1.70814380044021,0,NA,0,0,26.1206665039062,6557.84423828125,120.003379821777,-1.2003847360611,5.62841701507568,0.0439889393746853,12.2879886627197,0.620891571044922,0,296.624970565886,7.75320561831604,3931.54166666667,1122.20267216425,5583934.27799973,6224968.17802135
"155",581,1,1,30,18.5666666666667,84.6666666666667,2.47755834829443,2.79036701324091,2.05,1.82970252841148,1,85,0,1,37.7391319274902,35412.75390625,258.077026367188,-1.11801481246948,3.43695735931396,0.122516177594662,12.0838041305542,3.48066329956055,0,296.787441388298,8.1416007368924,4387.74305555556,1055.85814200363,5561343.77799858,6204625.17801837
"156",587,0,0,27,18.9518518518518,80.5185185185185,1.58295876490131,2.4,1.98,1.78588279583386,0,NA,0,0,34.7545471191406,22973.302734375,201.25178527832,-0.265012055635452,4.2570104598999,0.0830835625529289,11.5781173706055,6.23085021972656,0,296.75410868177,8.12274121668849,3675.06944444444,1062.20823326129,5570841.87800048,6213455.47802118
"157",589,1,1,29,21.3241379310345,84.5862068965517,1.95666235446313,3.33563297688858,2.50965517241379,1.90956325563569,1,110,0,1,25.1259288787842,15218.740234375,30.0008449554443,-0.133047044277191,0.880363881587982,0.781009078025818,9.74452495574951,8.95605278015137,0.241379305720329,296.595058441162,7.9709331719456,4021.63194444444,569.253169758508,5584911.77800194,6207902.07801773
"158",590,1,1,25,19.456,82,2.85773026315789,1.80959426392762,2.2888,1.99038082799511,0,NA,0,1,31.2511520385742,15594.0341796875,256.327331542969,-2.5429265499115,3.83979153633118,0.129909738898277,11.7156944274902,1.41113662719727,0,296.602596001639,8.02271307049808,4276.05555555556,907.731752201571,5581115.47799883,6210623.0780254
"160",593,1,1,35,14.7085714285714,82.7142857142857,1.35975135975136,1.41843971631206,1.822,1.14354579539368,0,NA,0,1,74.0606079101562,135840.703125,127.282806396484,-4.01553535461426,0.696239650249481,0.123539298772812,15.9012174606323,0.980209350585938,0,296.15900404387,7.35213002772785,3603.91666666667,1002.78755184031,5404820.17800048,6198020.87802745
"162",597,0,0,30,14.06,91.6,4.97866287339972,9.39597315436242,1.54333333333333,1.13293051359517,0,NA,0,0,83.7557601928711,139949.4375,150.00422668457,-16.0690517425537,2.78779625892639,0.234924674034119,12.4521455764771,3.50482177734375,0,296.668111615476,7.66080606507264,3182.79166666667,1798.5457834914,5398116.47799863,6198579.87802171
"163",598,1,0,33,14.0454545454545,80.3636363636364,4.27184466019417,5.47945205479452,1.09,1.06894679695983,0,NA,0,0,84.9371948242188,142635.34375,0,-3.00292134284973,1.89419722557068,0.0655735805630684,10.9637060165405,0.723762512207031,1.58620691299438,296.448768593349,7.4011979426768,3269.99305555556,1656.81219524154,5404056.17800239,6189817.57802482
"164",599,1,1,38,23.0342105263158,81.8157894736842,2.44487604249971,4.60709318497914,2.80473684210526,1.03137550621422,0,NA,0,1,84.6103897094727,140818.3125,150.00422668457,-5.38185834884644,5.024498462677,0.11854300647974,15.5346994400024,-0.0491256713867188,0,296.417407972648,7.42600550543025,3008.14583333333,2287.06543877548,5406227.5780013,6190387.57802391
"165",600,1,1,24,17.25,75.5,1.15942028985507,1.04500252823192,2.4,1.40137493389741,0,NA,1,1,56.726505279541,107772.203125,169.710403442383,-6.40474462509155,5.86250162124634,0.0430325195193291,11.7264528274536,0.411556243896484,0,295.93142494056,8.05533195952125,3649.90972222222,1180.68144903722,5499172.57799791,6159156.27802574
"167",602,1,1,12,22,81,1.81818181818182,NA,2.75,1.13713134987658,1,21,1,1,56.6295471191406,120894.9296875,30.0008449554443,-13.5511140823364,3.74841237068176,0.214537918567657,14.6027050018311,-0.0360107421875,0.275862067937851,295.94049946117,7.64836550168729,3342.8125,1084.48895488577,5481697.27800046,6156367.87802484
"168",603,1,1,21,12.8,89,11.71875,NA,1.61,1.93038852913969,1,21,0,1,57.2899436950684,121491.25,123.696655273438,6.77941226959229,3.9147253036499,0.0898545607924461,10.8206701278687,1.49661636352539,0,295.926715034194,7.84351695204262,3609.95138888889,1226.30587640912,5484638.67799911,6153041.97802732
"169",604,1,1,20,17.3,90,4.04624277456647,NA,2.02,1.40279417552145,1,34,1,1,57.2471656799316,107061.421875,0,-6.96531534194946,5.61706018447876,0.0266227778047323,17.4572677612305,1.01708602905273,1.68965518474579,295.910293400113,8.03327782128749,3832.50694444444,918.400669730389,5497635.57800134,6161148.27802443
"174",619,1,0,10,18.8,82,0.531914893617021,0.610687022900763,2.58,0.981122448979592,0,NA,0,0,75.0454559326172,126620.984375,42.4276008605957,-2.3388671875,6.89517164230347,0.0594959743320942,11.8830804824829,0.34759521484375,0.206896558403969,296.519526013256,7.43292159574843,3314.91666666667,1928.85961634859,5427600.67800184,6191886.97802112
"175",620,1,0,13,19.4,81,1.03092783505155,0.632911392405063,2.3,0.897435897435897,0,NA,0,0,85.2415924072266,143011.21875,67.0839309692383,-6.53145551681519,0.885910212993622,0.0277255047112703,11.2012691497803,1.00382995605469,0.0689655169844627,296.33923312837,7.49172838358283,3080.95833333333,2024.70030545834,5412248.37799747,6182975.17802338
"176",621,1,0,24,12.7,83,0.78740157480315,1.41843971631206,1.48,1.37037037037037,0,NA,0,0,84.5654296875,143034.28125,161.559494018555,-7.36874628067017,3.85092949867249,0.113934420049191,11.2012691497803,0.784996032714844,0,296.361920400419,7.49199442582198,3252.11805555556,1695.68075112671,5412399.37799498,6182820.6780272
"177",622,0,0,35,14.4142857142857,78.1428571428571,0.693756194251734,0.625,1.56571428571429,1.07295504789978,0,NA,0,0,83.2051315307617,136268.71875,1135.681640625,9.99390029907227,0.604773819446564,0.155010610818863,12.0938014984131,6.34297180175781,0,296.523988561546,7.58522307669513,3142.75694444444,1818.42009442581,5410844.37800157,6192539.47802628
"178",623,1,1,29,17.1275862068966,89,0.583853432655526,1.45985401459854,2.06137931034483,1.12874251497006,0,NA,0,1,74.0932998657227,132270.171875,42.4276008605957,-15.4788722991943,4.73847103118896,0.127626299858093,15.4002237319946,0.407760620117188,0.241379305720329,296.218350574791,7.60216598747167,3472.3125,1989.30204743437,5413433.2780038,6195597.87802495
"179",624,1,1,19,16,NA,30,NA,0.92,1.41705508474576,1,19,0,1,70.8863143920898,131500.03125,108.169586181641,-7.19885587692261,1.17299902439117,0.132362127304077,16.1630592346191,0.0778427124023438,0,296.487360621477,8.02335014160421,3050.41666666667,746.088124493675,5427772.67799938,6185779.67802468
"180",625,1,0,10,17.2,88,0.581395348837209,0.995024875621891,2.2,1.46031746031746,0,NA,0,0,77.2179183959961,121954.265625,127.282806396484,-4.80748462677002,6.88385963439941,0.0333148501813412,16.8475589752197,0.475189208984375,0,296.585007233796,7.49628184146634,3428.84027777778,1755.42553828531,5429072.5780017,6196575.87801953
"181",626,0,0,34,17.4,88.5,0.574712643678161,1.18343195266272,1.735,1.10096153846154,0,NA,0,0,75.5012741088867,128600.3515625,189.742004394531,-4.16151475906372,3.49078106880188,0.208032235503197,11.7089099884033,1.1854248046875,0,296.505979198068,7.50051453856702,3605.23611111111,1719.60339786812,5418773.57799605,6196196.8780278
"182",627,1,1,33,13.2545454545455,82,2.19478737997256,13.0681818181818,1.58181818181818,1.1981460023175,1,62,0,1,67.7690505981445,125746.359375,210.005920410156,-3.10642862319946,1.65633249282837,0.166141524910927,11.9727230072021,2.29499053955078,0,296.4748453806,7.67457249266502,3568.05555555556,1510.41161794832,5420780.47800334,6198281.37801679
"183",628,1,1,15,15.4,82,11.038961038961,NA,2.52,1.24202420242024,1,30,1,1,75.0023651123047,133758.5625,90.0025329589844,-9.03907299041748,5.32454395294189,0.166438579559326,16.3848838806152,0,0.0344827584922314,296.23711412118,7.5024032177046,3182.36111111111,1625.81867752323,5422298.37799908,6186885.07802395
"184",629,1,1,35,15.4314285714286,82.2571428571429,3.64747269024255,NA,2.19942857142857,0.716815960912052,1,35,0,1,70.5049285888672,131707.359375,0,-21.4416522979736,6.23126888275146,0.0927185863256454,19.6887111663818,-0.020904541015625,1.41379308700562,296.487360621477,8.02335014160421,3115.75694444444,786.065614501161,5427701.17799903,6185578.17802748
"185",631,0,0,23,19.3,85,1.03626943005181,1.29178736397088,2.21,1.25357760110612,0,NA,0,0,72.6132736206055,114890.6328125,150.00422668457,-4.21565246582031,5.59347438812256,0.120497696101665,11.9727125167847,1.69803619384766,0,296.608529797722,7.56664961650319,3513.11111111111,1915.21934733522,5440499.57800203,6197134.87802079
"186",634,1,1,28,18.9928571428571,NA,23.5802933433622,NA,1.9,2.67214611872146,1,28,0,1,70.506233215332,117248.9609375,0,-17.7194690704346,4.89880895614624,0.223521381616592,15.2778024673462,0.002655029296875,1.62068963050842,296.540206167589,7.40554374198735,3786.91666666667,794.836804290381,5436347.77799843,6197186.37802344
"187",638,1,1,20,17.1,79,1.16959064327485,1.49253731343284,2.15,1.52439024390244,0,NA,0,1,73.1337890625,125987.7890625,342.062255859375,-0.21656534075737,6.29185438156128,0.0948435291647911,11.2250747680664,0.593864440917969,0,296.356670980777,7.40744260751619,3698.47222222222,2123.61448355097,5434164.87800035,6187898.57802257
"188",640,0,0,20,17.75,76,1.69014084507042,1.69759178839321,2.485,1.37076271186441,0,NA,0,0,71.6521835327148,113625.796875,0,-0.763708770275116,4.7150993347168,0.0424860566854477,12.4794654846191,1.81287384033203,2,296.540295221109,7.45671913770469,3717.22916666667,1965.14952444059,5451927.07799984,6188865.57802646
"189",641,1,1,15,13.4,70,7.46268656716418,NA,2.65,1.66808510638298,1,22,1,1,70.6669082641602,128359.6875,421.081939697266,4.02642726898193,4.69876289367676,0.0380475334823132,12.7271976470947,0.182853698730469,0,296.085029557434,7.67512255647816,3404.60416666667,1761.76239723698,5431847.97800305,6186778.07802178
"190",642,0,0,26,18.2461538461538,97.5769230769231,2.50843170320405,3.84203639823956,1.8,1.49364273733373,0,NA,0,0,61.131706237793,109881.203125,212.13801574707,-0.455674022436142,3.88856983184814,0.0952631086111069,11.8736448287964,2.75016784667969,0,296.498152299361,7.75597043481589,3548.98611111111,1480.85891720747,5449666.17799677,6195591.87802518
"191",643,1,1,15,15.9,84,5.66037735849057,NA,2.31,1.38604651162791,1,24,1,1,61.2896728515625,110197.640625,276.594116210938,-6.17770099639893,3.70189142227173,0.0808483436703682,11.600341796875,3.60791778564453,0,296.462371915535,7.64361854824913,3956.4375,1651.58805849024,5449182.77800239,6195597.87801837
"192",645,0,0,28,15.8035714285714,81.4642857142857,0.926553672316384,1.27388535031847,1.82571428571429,1.23159784560144,0,NA,0,0,75.6050262451172,135637.609375,60.0016899108887,-4.40242671966553,6.77581262588501,0.0480487048625946,11.5128087997437,0.95263671875,0.137931033968925,296.294155933083,7.54045550622395,3059.01388888889,2035.56378330173,5434312.29623007,6174842.74605437
"193",646,1,0,29,19.1689655172414,79.3793103448276,1.04335312106494,1.15606936416185,2.31931034482759,1.05793991416309,0,NA,0,0,74.9024963378906,131254.890625,218.409454345703,-0.174318060278893,4.77246236801147,0.0842508748173714,11.23317527771,1.59972381591797,0,296.267341826631,7.64097287898659,3133.47222222222,2217.58029141525,5435168.37800356,6179865.27802127
"194",647,1,1,41,18.0170731707317,82.7317073170732,4.23717341275213,4.19161676646707,1.89707317073171,0.973543984294662,0,NA,0,1,69.5576019287109,127983.3125,180.005065917969,-5.19531106948853,5.82809972763062,0.0732882395386696,11.6149835586548,0.474349975585938,0,296.339086967996,7.80374001589785,3869.24305555556,2062.71459149477,5439538.67799564,6180454.27801752
"195",648,1,1,31,16.5225806451613,80.2903225806452,7.20421710269426,NA,2.16774193548387,0.915449176251166,1,31,0,1,68.5537719726562,131635.03125,169.710403442383,-0.694832384586334,6.36662817001343,0.0623396411538124,14.0825061798096,-0.0313491821289062,0,296.185263159679,7.74940825247494,3784.86111111111,985.215326370961,5446301.37800314,6169328.57802794
"196",650,1,1,25,21,82,3.33333333333333,3.46153846153846,2.3496,1.23405851462866,0,NA,1,1,71.1296997070312,129544.7890625,108.169586181641,-4.98462009429932,6.84137105941772,0.0707256570458412,13.5708017349243,0.163475036621094,0,296.348944566117,7.67874952184205,3075.40972222222,1888.80050149566,5443836.4779959,6174779.87801921
"197",652,0,1,31,19.2451612903226,79,2.91652698625545,3.125,2.08741935483871,1.38130601792574,0,NA,0,0,71.0926818847656,121534.7265625,169.710403442383,-0.960621178150177,4.81915521621704,0.0982380732893944,13.2697515487671,1.01499938964844,0,296.486490213223,7.51900341030539,3471.78472222222,1819.29973527123,5447333.27799598,6182436.17802723
"198",653,1,1,24,21.6916666666667,80.9166666666667,1.76719170188244,1.09861019192588,2.35416666666667,1.00638033863027,0,NA,0,1,72.5,123310.0546875,42.4276008605957,-6.27124071121216,7.28070735931396,0.0681482329964638,12.0836229324341,0.461181640625,0.275862067937851,296.368053117922,7.83862148667159,3616.67361111111,1504.90950326093,5448948.77799692,6178450.27802126
"199",654,1,1,26,19.8,83,1.01010101010101,1.53061224489796,2.48,1.32380952380952,0,NA,0,1,69.1337890625,125840.625,30.0008449554443,0.0143148768693209,6.57701063156128,0.0672929361462593,12.2278251647949,2.01899719238281,0.0689655169844627,296.349413695573,7.6801810424519,3153.38194444444,1911.15145241745,5442873.97799578,6180481.27802371
"200",655,0,0,27,18.4333333333333,83.4814814814815,1.88868796463733,2.3398804440649,1.62592592592593,1.10627875569391,0,NA,0,0,72.2517013549805,139508.28125,60.0016899108887,-0.185036569833755,4.77078771591187,0.130833178758621,13.0731315612793,-0.576499938964844,0.103448279201984,296.451946697404,7.48424528402884,3131.59722222222,2109.83854590403,5434217.37800324,6169888.47802264
"201",656,1,1,21,19.5,81,0.512820512820513,1.61943319838057,1.89,1.33061224489796,0,NA,1,1,70.7210922241211,126652.7890625,0,-6.19449710845947,7.10075950622559,0.0643375143408775,16.0312061309814,0.0324935913085938,1.24137926101685,296.250014112694,7.57644069378969,3522.34027777778,1112.47839085288,5447067.77799809,6175594.37802368
"202",657,0,1,25,15.432,74.72,1.94401244167963,2.8436018957346,1.766,1.60200733449141,1,100,0,0,59.9453125,97193.4453125,150.00422668457,-17.2129249572754,0.9233238697052,0.554791569709778,10.6918792724609,4.74949645996094,0,296.663235832663,8.00114018233852,3515.04166666667,1902.8906236367,5467681.87799755,6196640.87801935
"203",658,1,0,27,18.7,79.2592592592593,0.53475935828877,0.413223140495868,2.38518518518519,1.58846487424111,0,NA,0,0,66.9455795288086,96674.828125,90.0025329589844,-0.795643866062164,5.95093870162964,0.00640647253021598,11.3974390029907,5.55231475830078,0.0344827584922314,296.709075076289,7.80817448335248,3182.35416666667,1582.00110716126,5469811.27799883,6195244.37801788
"204",659,0,0,23,17.704347826087,76.7391304347826,0.56483300589391,0.48780487804878,2.58130434782609,1.29470198675497,1,96,0,0,66.375,105800.3359375,152.974899291992,-4.10980653762817,4.91936302185059,0.0327241457998753,11.9021520614624,1.80625915527344,0,296.65595337093,7.69318900201252,3346.57638888889,1961.26810547067,5456165.37800337,6195501.37802247
"205",660,0,0,27,19.9444444444444,81.5555555555556,0.501392757660167,0.465116279069767,2.24,1.42364324779133,0,NA,0,0,68.1609954833984,106362.3046875,313.218017578125,4.44834184646606,4.94699239730835,0.0996895283460617,11.1953315734863,3.6824951171875,0,296.559090366448,7.63461111113492,3290.04861111111,1971.71842033516,5460955.67799643,6190411.97802058
"206",661,1,1,15,11,71,3.63636363636364,25.207756232687,2,1.88780487804878,1,52,1,1,65.8295745849609,107656.25,150.00422668457,-11.0803966522217,3.82645750045776,0.139447554945946,13.3097238540649,-0.194450378417969,0,296.42187419573,7.78851451196479,3505.5,820.295981035807,5465173.07799763,6184497.17801866
"207",663,1,1,28,20.4071428571429,81.3571428571429,0.980049002450122,0.862068965517241,2.74142857142857,1.20632081097197,1,95,1,1,67.8480758666992,104849.265625,0,-3.89432573318481,6.19615602493286,0.113729275763035,11.9220247268677,0.562385559082031,1.82758617401123,296.475454246543,7.4603145040412,3065.65972222222,1761.98624080097,5468651.87800215,6185146.17802442
