"","thick.A","oc.A","tb.A","sat.A","esp.A","esp.B","bt","dem","river","wdist","maxc","mrvbf","slope","twi","vdchn","water","lstm","lstsd","evim","evisd"
"1",-0.0146399745719633,0.820497603247976,-0.65195928051804,0.0206812420163351,-0.150747673791409,-0.0887445222903886,0.581400952475108,0.572646430921697,1.46256219423196,-0.052305036525417,1.30224331101269,-1.95257576478888,-0.0185553611956406,-1.28943946655777,-0.418134155878205,-0.34272709613642,-1.63127605170169,-0.169771607483067,0.849001783008513,-0.318818351001325
"2",-1.4870031315237,-0.740869954272669,-1.20938152963358,-1.62648536382599,-1.32579402215449,0.526645664796992,0.206064797866337,1.31311906421344,0.139261737475297,0.656100705168022,0.412154683864209,0.040510803543746,-0.555844611692298,0.13918264143376,-0.481659899601738,-0.34272709613642,0.910194651276824,-0.22665852736595,-0.785421375742197,0.826288473734854
"3",-0.282342366745006,-0.719481357594304,-1.61557487259893,-0.145220430514547,0.191692769144976,-0.359022473016082,0.500472533356929,0.550700281064654,-0.727158947668215,3.2411303104165,0.759208655257913,-0.918771671353284,0.386504493803145,-1.52909094460931,2.02589573001254,-0.34272709613642,2.18474519024118,0.845869602142824,-0.188963970212632,-0.0730598304390244
"4",0.119211221514558,-0.612538374202479,-0.771942544901653,0.00290606281659705,0.00452960323321268,-0.0211898999731932,0.306673279259642,0.1898826359538,-0.702390928472654,4.19373089733429,0.0606920086299548,-1.29693140337502,1.3007196908967,-1.1681982768361,0.128577165037668,-0.34272709613642,1.5592112761465,-0.258937084306733,-1.00009708206267,0.7137917794782
"5",-1.35315193543718,-0.591149777524114,-1.99052257379772,-1.3302323771637,1.83127390760521,1.73498138157937,2.86735938547873,0.0566596148386737,-0.504073474739594,1.40999754021944,0.279109853858145,-0.533943748809061,0.183220007782926,-0.527924184668994,0.518389203720561,-0.34272709613642,1.51381964711644,0.926658737618439,1.2899707445033,-1.04038093939904
"6",0.520764809774123,-0.185503978451681,-0.312954841710023,-1.58051507279219,-1.5076817227628,-1.62819351623433,-0.341745553079812,1.05504187900972,-0.196356685565201,-0.530770435336894,0.131003168816759,0.0593040318448556,-0.439334875747227,0.867660134286764,-0.771289108885524,-0.34272709613642,1.28723495593626,0.689696440306051,-0.0895716906434773,0.999021016200595
"7",-0.148491170658485,-0.179419291465588,-0.969831609423227,-2.19430358826204,-1.37763988624277,-1.14603771080813,-0.0828294171227303,0.227648995494368,-0.344527818484598,1.33623859213525,0.240081369789183,-0.0449306683620002,0.0560333505107728,-0.579971125612273,-0.181659563351559,-0.34272709613642,1.64507056993418,1.96373290181663,-1.42235349165359,-0.250198532706167
"8",-0.0146399745719633,-0.619382725139556,-0.621963464422136,-1.91681329075503,-1.44855281008986,-1.68258331266835,-0.19362319015876,1.02779484958352,-0.242996617422412,-0.0369374910329887,0.2041325855435,0.448750111517722,-0.540008171686916,0.523361695762711,2.90904452112748,-0.34272709613642,1.54998529511814,0.382139489357652,1.02594120117699,0.638320906112456
"9",-1.75470552369674,-0.0136576672082592,-0.584468694302257,-1.03397939050141,-1.45591166117261,-1.58961082201332,0.173888193889424,1.08354768437199,-0.0965917148346296,-0.266595553239114,0.185833790132183,0.0246443716852853,-0.333876367931427,0.308005434581064,0.048264843722626,-0.34272709613642,0.747913399171293,0.384711357351592,0.114212563626537,-0.145831740014737
"10",0.119211221514558,-3.15778137892791,0.415391842227853,2.22480346278376,1.94194429116413,1.73498138157937,0.826615115049165,-0.144502062638085,-0.480164185995855,0.197236108481989,0.338562120670045,1.44735736709252,-0.624926658755271,3.95055760583606,-0.800034841878541,-0.34272709613642,1.32855708482594,1.35981766103314,-0.831850079911603,-1.93659204787552
