"","id.p","CEC.A","CEC.B","CEC.C","OC.A","OC.B","OC.C","clay.A","clay.B","clay.C","dem","river","wdist","maxc","mrvbf","slope","twi","vdchn","water","lstm","lstsd","evim","evisd","ndwi.a","ndwi.b","ndwi.bsd","X","Y"
"27",397,18.9769230769231,32.8263157894737,22.6,1.26,0.458947368421053,0.16,24.3692307692308,47.8754385964912,18.1,37.7755088806,13559.3525390625,210.0059204102,2.7694895267,3.830878973,0.0928984433,12.3985862732,2.8999977112,0,297.7740966528,7.8632413857,3516.4027777778,1727.4005059523,0.0212945374,-0.0475427024,0.0749910109,5465724.57766409,6308695.56308901
"28",407,25.4,31.506,32.4,2.2,0.4214,0.11,24,36.552,21.4,50.1275177002,32813.90625,305.949798584,-33.3010940552,0.8817814589,0.208816275,10.0212631226,12.0988502502,0,297.412287245,7.8175340798,3596.2083333333,2164.1296216333,0.0506261797,-0.0889973843,0.0642208391,5460383.26508446,6287489.39232016
"29",408,21.8,30.2758064516129,25.8,1.16,0.487741935483871,0.12,31,33.1016129032258,24.1,46.7092208862,23462.46484375,1194.7720947266,-8.4775362015,1.930064559,0.4260990918,10.4321546555,7.3807792664,0,297.629149093,7.8614368338,3496.2569444444,1966.0441263981,0.0313558451,-0.0687596998,0.0982431511,5461032.93852423,6299313.4069734
"30",412,17.8,24.5830769230769,20.9,1.25,0.348307692307692,0.08,21.05,34.5261538461538,12.6,23.9950294495,2336.4091796875,120.0033798218,-0.5708252788,0.5141334534,0.6812447906,8.2665500641,14.8719110489,0,296.7877954636,7.3183005525,3894.1666666667,654.2372914826,0.0051862767,-0.0319768709,0.0302923747,5502120.94136429,6291923.31421903
"31",413,19.34,22.0140495867769,19.1,1.462,0.280743801652893,0.08,28.46,34.3057851239669,12.1,21.3862342834,2874.1374511719,67.0839309692,-38.0936050415,0.9743862152,0.6494339705,9.5439252853,10.0693769455,0.137931034,296.2953804418,7.1138978887,3918.4166666667,648.6396685221,0.0282579007,-0.0298852636,0.0400591998,5502306.52896164,6291315.08100612
"32",414,19.008,25.8629032258065,26.2,1.5336,0.551451612903226,0.25,25.476,41.1451612903226,27.7,23.1069278717,1326.1595458984,42.4276008606,61.1543579102,0.0757818818,1.6613168716,8.0381574631,18.79570961,0.1034482792,295.8032990616,7.2807465332,4063.5902777778,659.8653222751,-0.0009745129,-0.0219732024,0.0329952453,5501074.36244262,6293359.22702622
"33",419,17.8,35.7606060606061,34.1,1.42,0.526969696969697,0.19,22.1,52.1515151515151,49,30.379032135,13734.7861328125,30.0008449554,-5.8381624222,3.9311988354,0.1313081086,15.6294403076,0.7667427063,0.137931034,297.2825619893,7.6536130999,3294.2013888889,1479.7015460736,0.0110218346,-0.1311017395,0.0777584316,5500274.54995914,6279979.84331986
"34",420,20.1,33.325974025974,27.4,1.75,0.447142857142857,0.16,22.2,48.9350649350649,26.6,31.1855430603,6906.4526367188,530.7691650391,-17.101108551,2.9068307877,0.2721537948,12.8272733688,6.7812614441,0,297.4039472167,7.8125100351,3641.1388888889,1643.6544419771,0.0287025676,-0.1328983049,0.0536389721,5508753.77870193,6282221.3182256
"35",422,23,27.4473684210526,32,0.45,0.269122807017544,0.09,15.75,30.5622807017544,31.8,29.271112442,14555.6982421875,0,-16.343957901,0.900778532,0.1388947815,10.1727714539,2.2571144104,1.7931034565,296.9097223212,7.6972988791,3399.1111111111,918.6604957486,-0.0333390434,-0.0250346978,0.0394166904,5502482.70289168,6277640.92863584
"36",425,21.1869565217391,20.4,14.3,1.55347826086956,0.628666666666667,0.2,21.3086956521739,25.28,14.2,95.8574676514,134083.640625,1344.6939697266,-6.8130764961,6.1679234505,0.0547825247,14.2292671204,0,0,296.8145452147,7.3390986886,3295.7152777778,2137.2905652542,0.0300165461,-0.0520058743,0.0708303445,5384221.57800214,6219720.77801647
"37",426,20.0025,18.8,14.1,1.493,0.62,0.19,22.0825,24.2,13.6,95.7552947998,133766.9375,1049.6009521484,-4.0412373543,6.0932664871,0.0788056403,12.360033989,0.8419570923,0,296.7810835161,7.312379665,3250.9930555556,1874.342236128,0.0300165461,-0.0520058743,0.0708303445,5384502.5779972,6219871.27802238
"38",430,19.46,19,14.4,1.47,0.64,0.2,21.68,27.4,17.7,102.3277511597,134066.078125,108.1695861816,-35.2995758057,1.9150841236,0.1734120548,17.2839698792,0.4768295288,0,296.6823008039,7.1257660623,3313.8472222222,1894.4768428155,0.0319121952,-0.1285472453,0.0916603471,5369513.67800238,6235268.97801834
"39",431,22.048275862069,22.5438596491228,20.2,2.20344827586207,0.376666666666667,0.06,25.7758620689655,27.3684210526316,20,102.49659729,134487.8125,256.327331543,-6.6733884811,4.9669699669,0.0141695328,17.9101676941,0.2287445068,0,296.6676512229,7.162755393,3834.4722222222,2326.0068575395,0.0366466866,-0.0768778709,0.0992215925,5369042.77800363,6235166.97802311
"40",432,20.1821428571429,18.7,14.4,1.85285714285714,0.63,0.14,22.1642857142857,25,12.2,101.701385498,124844.09375,666.1268920898,2.1511654854,5.324816227,0.1355189979,11.7775259018,1.5055160522,0,296.681953385,6.9991628232,3287.4722222222,2108.0027465928,0.0456262867,-0.042872544,0.1062836406,5380181.27799511,6237205.87801729
"41",441,24.1478260869565,23.165,16.2,1.90913043478261,0.5255,0.12,27.3521739130435,38.16,20.2,82.5827636719,116216.28125,708.0453491211,-2.0315890312,3.9428129196,0.0518789478,12.3675327301,0.1346054077,0,296.8201755736,7.3092017297,3298.8541666667,1906.405323719,0.0408593158,-0.1338638542,0.0698988138,5403107.77800179,6226714.17801872
"42",445,17.8032258064516,22.7260869565217,18.4333333333333,1.57354838709677,0.306521739130435,0.123333333333333,22.7290322580645,29.4565217391304,13.6666666666667,75.1337890625,109421.5390625,547.464050293,-4.4022011757,2.9014182091,0.2965857685,12.1414756775,3.4298629761,0,296.752058635,7.4204741893,3565.9722222222,1913.8127066529,0.0190559367,-0.0432709907,0.0790816992,5403471.67799974,6235427.97801857
