"","id.p","CEC.A","CEC.B","CEC.C","OC.A","OC.B","OC.C","clay.A","clay.B","clay.C","dem","river","wdist","maxc","mrvbf","slope","twi","vdchn","water","lstm","lstsd","evim","evisd","ndwi.a","ndwi.b","ndwi.bsd","X","Y"
"43",447,21.35,19.6075471698113,14.8,1.665,0.432452830188679,0.06,26.25,29.8188679245283,9.1,96.4747695923,126162.6953125,234.3140869141,-0.5125193596,3.6236712933,0.2226635814,11.9110546112,2.9694595337,0,296.5410569425,7.1805764969,3599.3958333333,2381.2559365233,0.0613786753,-0.097587138,0.1048035381,5394653.57799772,6220861.27802017
"44",448,23.0896551724138,22.05,16.1,2.25551724137931,0.575,0.15,29.5172413793103,33.1,10.1,99.5011367798,120356.28125,174.9334869385,-6.1127038002,4.6567358971,0.0201021247,15.615735054,1.5163116455,0,296.8016815186,7.2472541072,3461.5416666667,2407.605210868,0.0600086974,-0.1656800768,0.1358293117,5388997.377997,6234384.9780222
"45",457,20.6,23.1,16.3,1.92,0.47,0.12,22.7,30,15.4,64.8775482178,111453.546875,276.5941162109,-20.4720134735,0.7619485855,0.8906354904,10.8583784103,2.8503341675,0,296.6117699097,7.2597893592,3611.9583333333,1628.6152291703,0.0102966373,-0.082469811,0.0563331119,5427353.67799971,6211180.97801833
"46",463,17.4642857142857,15.8,11.9,1.7175,0.53,0.07,19.6928571428571,21.3,14.3,91.0913238525,138901.546875,483.7490844727,-5.5537996292,5.4331526756,0.0278087612,11.8637962341,0.1927642822,0,296.4181447542,7.2948861406,3818.0347222222,1675.2350233329,0.0358517151,-0.0076895783,0.0815900813,5392482.17799705,6205678.67801683
"47",464,17.5086956521739,17.3,13.5333333333333,1.88391304347826,0.61,0.212666666666667,20.3478260869565,27.1,19.0266666666667,90.529548645,133624.8125,84.8552017212,-11.9785909653,3.788197279,0.20798859,13.6120767593,-0.5645904541,0.0344827585,296.5480118809,7.4097291989,3384.8611111111,1704.8808321709,0.0358341296,-0.0727422262,0.0789929585,5397134.97800182,6208422.57802266
"48",465,21.5357142857143,16.8545454545455,14.4,2.08107142857143,0.534545454545455,0.12,23.6607142857143,24.3545454545455,18.1,99.5977020264,131268.359375,436.8189086914,4.6849431992,3.3056139946,0.0189866256,11.2012691498,6.216217041,0,296.5772062414,7.2048313511,3626.4513888889,2037.0012885044,0.0391073282,-0.0955622862,0.1063714082,5395982.07799668,6213028.47802727
"49",467,27.43125,19.253488372093,14.8,2.49375,0.447906976744186,0.11,27.834375,28.7279069767442,17.7,90.9610061646,138800.59375,453.9951782227,-11.8088235855,5.0733852386,0.0725163221,12.8607110977,-0.3351516724,0,296.4181447542,7.2948861406,3512.4236111111,1896.5972458604,0.0460870629,-0.0679422108,0.0952890997,5392476.67800142,6205857.17802107
"50",469,20.32,18.9,16.2,1.5744,0.42,0.22,22.68,25,22.1,76.9685211182,128480.203125,234.3140869141,-0.4646331668,3.6273777485,0.0895206332,11.6676206589,5.3430480957,0,296.6925550993,7.4093394812,3120.2291666667,1937.1730708834,0.0258615182,0.0127442917,0.1424524518,5410066.97799825,6203218.67802093
"51",470,15.9416666666667,18.8230769230769,14,1.735,0.404615384615385,0.1,20.6083333333333,30.8076923076923,16.5,82.1836700439,122620.359375,512.6546630859,-4.381415844,4.2253661156,0.0932598189,14.2218608856,0.2024765015,0,296.5002060608,7.2294674614,3155.25,2042.2253339642,0.0307142023,-0.0880471796,0.0726592225,5403328.27799618,6217945.37802336
"52",471,20.2,17.1363636363636,13.4,2.16,0.558909090909091,0.09,22.7,28.1309090909091,19,85.9719619751,124541.671875,108.1695861816,-6.8415732384,4.9141178131,0.0376739949,18.6901187897,0.376914978,0,296.3933036602,7.1800357431,3245.4652777778,2218.5529080414,0.0340599147,-0.0383843688,0.089208129,5407370.07800376,6211021.9780166
"53",472,20.5548387096774,18.3,13.7,2.05032258064516,0.65,0.06,24.3870967741935,31,18.5,100.0500030518,128597.0390625,948.7100219727,2.1290867329,3.5378367901,0.0651300475,13.0118818283,7.7060317993,0,296.696222174,7.3119566699,3399.0416666667,2343.7674527089,0.049123301,-0.0683373449,0.0837624068,5395747.57800347,6216718.878024
"54",476,18.25,19.8142857142857,11.425,1.77,0.398095238095238,0.1275,23.3,32.5666666666667,13.875,81.0484924316,115738.9921875,1632.2224121094,-3.4164979458,5.8635492325,0.0823229849,11.4706439972,4.3450317383,0,296.7615291371,7.1830439066,3734.1180555556,2241.9869231527,0.0648894445,-0.0728325462,0.0958337997,5408136.97800224,6222910.278022
"55",477,21.5333333333333,25.3,19.3,1.81060606060606,0.438947368421053,0.11,24.2969696969697,31.5263157894737,6.1,79.3583145142,94360.2109375,94.8710021973,-5.614051342,6.6184911728,0.1143137738,12.764550209,-0.5513534546,0,296.6083649985,7.6504985673,3267.0625,1642.1431596866,0.009314391,-0.0566769441,0.066010149,5425806.77800331,6235274.9780177
"56",478,22.6538461538462,24.4,20.2,2.07692307692308,0.495,0.21,24.2923076923077,30.6,11.9,82.9047622681,98015.2265625,30.0008449554,-11.9357309341,6.7654500008,0.0352381393,17.1256732941,0.0434417725,0.1724137962,296.633078349,7.4894548771,3457.4444444444,2052.2336382544,0.048721551,-0.1476367531,0.0677859396,5418468.57800125,6237543.37802293
"57",480,23.3275862068966,21.8,19.6,1.88206896551724,0.49,0.19,23.3793103448276,28.4,14,80.154876709,105005.0703125,510.8959960938,11.4217824936,1.52495718,0.4099040926,9.8193845749,-1.4643249512,0,296.6996766927,7.2356932833,3545.5694444444,2103.4882372798,0.0365213836,-0.0866858844,0.0940128938,5415033.17800295,6231271.07801857
"58",481,22.9103448275862,26.3327272727273,27.6,2.09896551724138,0.336,0.19,23.0137931034483,30.3690909090909,21.1,76.2968063354,94370.671875,0,-13.3081712723,6.5529088974,0.0815300196,18.5357208252,-0.0595397949,2,296.5993526683,7.5141953503,3835.8125,839.2943920258,-0.0162283588,-0.0346889668,0.0579023277,5428300.67800296,6232747.47802474
"59",482,20.1241379310345,24.4716981132075,18.1818181818182,1.77344827586207,0.44188679245283,0.0945454545454545,26.9862068965517,28.5037735849057,19.8181818181818,79.5510177612,95785.0703125,241.8745422363,-2.8285236359,6.6181716919,0.0356028192,17.2093086243,-0.0825195313,0,296.4823268166,7.4809933453,4396.6944444444,1115.2985945181,0.0054611931,-0.0319560795,0.0563042186,5422767.37799537,6236448.37802437
"60",483,22.25,27.8684210526316,20,1.97266666666667,0.645789473684211,0.11,25.9933333333333,41.3947368421053,23.8,73.3028411865,92357.7265625,120.0033798218,1.7872354984,4.6836547852,0.1105040088,11.9850254059,5.1890411377,0,296.779264652,7.510702337,3206.9861111111,1962.733903877,0.0442410505,-0.1381679372,0.1103367673,5444333.97800208,6222166.27802492
"61",485,27.4,29.2916666666667,32.5,2.45,0.325,0.43,27.9,34.5166666666667,40.4,77.5733947754,83063.4765625,123.6966552734,-1.1001505852,4.414206028,0.0338865668,11.445763588,5.9891967773,0,296.5914371524,7.4571611531,3444.2013888889,1798.8892088543,0.0574751986,-0.1155006716,0.0650582861,5446041.37799928,6232672.47802062
"62",488,20.8533333333333,21.7558139534884,16.5,1.84866666666667,0.523255813953488,0.11,23.8466666666667,31.5488372093023,12.3,76.323600769,112003.515625,523.9422607422,-6.4790825844,4.6917376518,0.0311376229,14.9287548065,1.7901382446,0,296.6666765101,7.5182489074,3601.0555555556,2057.896678201,0.0478301364,-0.1106893434,0.0971125067,5424240.27799837,6212886.47801842
"63",489,32.9424242424242,32.9910447761194,26.8,2.97,0.345820895522388,0.14,33.0333333333333,48.2597014925373,28.9,75.3494873047,84381.265625,30.0008449554,-35.4065475464,3.9337208271,0.2107192576,14.7589578629,0.2877883911,0.4137931168,296.7287057316,7.6292186027,3679.9513888889,1625.3032178852,0.0340404297,-0.0925433031,0.0694062985,5446729.3780022,6230535.07801733
"64",490,21.6,23.8688524590164,17.6,2.12,0.488196721311475,0.06,25.55,35.8622950819672,24.4,67.1654815674,88142.9609375,364.9760437012,-15.1103792191,2.712474823,0.3939611912,10.6105184555,0.3892669678,0,296.5185613646,7.6015701817,4501.7638888889,1816.3666953107,0.0167072709,-0.025459797,0.1026474957,5445956.87799605,6226279.17801995
"65",492,17.5,29.7315789473684,25.4,1.57,0.355087719298246,0.14,19,28.8368421052632,25.6,68.6497573853,91640.625,722.5160522461,-37.0725097656,4.5423598289,0.1811798811,16.9371109009,0.2254257202,0,296.7665494899,7.7426069804,3248.6736111111,1209.3875455712,-0.020844606,-0.0760476026,0.0382532518,5438945.1779992,6227249.07802525
"66",494,27.4421052631579,34.6181818181818,33.4,2.56684210526316,0.396818181818182,0.26,31.2473684210526,35.35,20.3,79.1445465088,116937.296875,169.7104034424,-12.4237184525,4.5570616722,0.1126636043,15.223236084,0.3445053101,0,296.3911800778,7.3345305011,3635.2083333333,2099.0542987976,0.0153498876,-0.1277652205,0.1008795361,5417235.17799498,6212270.97802646
"67",496,20.1222222222222,19.4666666666667,17.5,1.82222222222222,0.436666666666667,0.2,24.5666666666667,28.9,15.9,83.7551040649,122664.7109375,30.0008449554,2.6179401875,5.4571242332,0.0516161248,11.4955625534,1.0497360229,0.3103448153,296.558852925,7.4310572963,3353.9583333333,1923.2475007915,0.0433775651,-0.096561922,0.0792298402,5411399.87800021,6209810.078019
"68",497,25.6714285714286,26.3644859813084,23.7,1.5602380952381,0.229532710280374,0.09,30.6166666666667,30.6,12.9,71.0914077759,78221.15625,108.1695861816,-68.2185592651,3.1812973022,0.1454148889,15.9443693161,0,0,296.8925884022,7.3054197838,3502.2986111111,1658.4948905005,0.0289356547,-0.0428547039,0.0718087199,5461494.1780025,6227426.07801763
"69",498,24.7555555555556,24.4,17.4,2.21,0.53,0.13,25.8,33.1,12.5,73.1886367798,113351.765625,258.0770263672,-5.2654352188,6.595023632,0.0903337002,13.2358436584,0.7811050415,0,296.6780826265,7.6063799975,3177.7361111111,2117.8465246338,0.0382072379,-0.1577132094,0.0998121576,5435851.77800144,6202298.27802736
"70",499,21.9,26.7,19.5,1.98,0.66,0.12,25.8,40.5,11.8,76.444442749,96456.7578125,189.7420043945,-3.7293686867,4.1544575691,0.1064081192,11.2877969742,3.1288452148,0,297.1083477549,7.8891639409,2936.8263888889,1711.3179288386,0.0261619453,-0.1250179567,0.0647557865,5442895.47800274,6218087.37802205
"71",503,22.5058823529412,28.9615384615385,21.7,2.06,0.463846153846154,0.09,22.9529411764706,39.5948717948718,19.3,75.920173645,78704.890625,391.1631774902,-3.6446418762,2.875389576,0.4016811252,11.226770401,4.6649932861,0,296.8771184585,7.398359735,3606.6527777778,1638.1687000375,0.0182886229,-0.0642333643,0.0697349716,5461552.67799954,6226825.6780256
"72",506,22.1615384615385,25.9787878787879,22,1.61692307692308,0.411818181818182,0.05,21.8,35.5742424242424,18.5,64.6441268921,77440.1328125,0,-42.2391014099,2.4344754219,0.3608739972,15.9313030243,0,1.2758620977,296.784176905,7.6603720499,3697.1458333333,1371.6994409149,0.0520888903,-0.0612731696,0.0472554486,5469259.377999,6221615.77802258
"73",509,25.1,28.6,26.7636363636364,1.63,0.65,0.0921212121212121,26.8,30.2,17.6,31.1548976898,50124.484375,416.7850646973,-17.3777160645,4.1439089775,0.1097792014,17.0690517426,0.0102729797,0,297.1257691694,7.6846839709,3466.6875,1361.7652697556,0.0032555791,-0.0839317,0.0666382573,5498227.07800391,6233126.47801695
"74",510,24.1233333333333,24.309756097561,20.8,1.71116666666667,0.36219512195122,0.12,27.1083333333333,32.1060975609756,21,60.6750640869,71532.953125,271.6692199707,-37.3948745728,1.7124929428,0.4808229506,10.1890029907,4.8372879028,0,296.8734320077,7.6668197735,3119.0555555556,2029.1342009053,0.0508638443,-0.1532513356,0.0595276746,5486908.07799859,6213677.47802363
"75",511,26.1421052631579,31.3590909090909,24.42,2.87368421052632,0.626818181818182,0.226,20.2289473684211,39.2909090909091,14.3,53.5766601563,66972.5625,94.8710021973,-9.5370140076,3.5970110893,0.2026521415,12.0404758453,2.6615982056,0,296.9354255206,7.6471062797,3754.2291666667,1958.9018570559,0.0576065812,-0.1508714983,0.0698711653,5487314.57799924,6219892.77801957
"76",513,25.1,33.9,26,1.8,0.47,0.12,25,46.9,22.5,59.3165130615,50666.0546875,536.6714477539,0.124745965,2.6613225937,0.1695223451,10.5631484985,4.9943847656,0,296.8861362153,7.5971008664,3702.2083333333,1714.8228266859,0.0388802073,-0.0675970504,0.0674497605,5491389.37800064,6237960.87801795
"77",514,23.8,32.5,22.3,1.25,0.56,0.17,27.6,40.9,11,55.7517547607,73134.6875,617.7551879883,-10.5522689819,3.500276804,0.0798287913,10.4972858429,2.8326339722,0,296.849101318,7.8151800141,3308.8194444444,1965.8263254919,0.0483961419,-0.1321578132,0.0608161084,5484917.17799609,6213414.9780194
"78",515,25.24,26.2945454545454,28,2.322,0.507272727272727,0.15,20.86,39.1472727272727,18,62.867275238,77993.0625,90.002532959,-3.9452829361,3.8455693722,0.1893264353,12.0123338699,0.784488678,0.0344827585,296.8161412549,7.6424702137,3194.5902777778,1618.2089184284,0.030200051,-0.0790637331,0.0937701013,5489857.97800141,6202512.17801824
"79",516,22.2,24.205,23.0856164383562,2.1,0.5075,0.199178082191781,23,30.31,9.8,53.4261322021,79094.484375,189.7420043945,-0.660974443,0.8155593276,0.8173050284,9.8788452148,11.1538925171,0,296.7569747678,7.5493654369,3722.5833333333,1472.4688629807,0.0479838151,-0.1324590679,0.0782409993,5478923.37799632,6211106.47802278
"80",517,20.7454545454545,26.4178947368421,21.9,1.67090909090909,0.44221052631579,0.11,21.7909090909091,31.1431578947368,13,60.1830253601,68566.2890625,152.974899292,-8.0117921829,1.8694542646,0.4101962149,10.7772960663,6.1473846436,0,297.0123944388,7.779063581,3435.0833333333,1589.0024072825,0.0207326701,-0.1092667374,0.0826439932,5487304.07799893,6217562.87801723
"81",518,21.6142857142857,22.7152173913043,19.6,1.86857142857143,0.481304347826087,0.14,25.7071428571429,33.1152173913043,21.4,61.3784599304,85894.515625,465.7383728027,1.7563456297,2.2625701427,0.2200712264,10.5232305527,2.540058136,0,296.7511933317,7.622366159,3586.5277777778,2003.7955555879,0.023687093,-0.0721285873,0.0846770629,5459413.2780028,6219113.27802367
"82",519,21.08,25.0782608695652,19.5,1.772,0.518913043478261,0.13,25.3,36.0739130434783,24,67.4806365967,96590.5390625,84.8552017212,-4.1948084831,6.9264855385,0.1015242264,13.5862636566,-0.0923919678,0.068965517,296.7489574281,7.8506572269,3585.2916666667,1639.7859312574,0.0504927878,-0.0935057865,0.0489738774,5458847.77799595,6205233.67801829
"83",520,23.9461538461538,26.3829268292683,19.1,2.07153846153846,0.699024390243902,0.18,25.5769230769231,30.5853658536585,20,56.554271698,86100.703125,900.5252075195,-25.0106449127,2.896396637,0.1684568524,12.0066108704,1.5866355896,0,296.9180060692,7.7657879473,3611.2847222222,1870.3860327145,0.0399671852,-0.0907363321,0.0669154616,5470995.27799943,6208938.0780254
"84",521,18.4277777777778,30.8,27.6857142857143,1.20888888888889,0.39,0.0842857142857143,20.55,36.45,13.8857142857143,58.7587738037,70266.984375,849.0822143555,9.6464214325,0.3360518217,0.2098150849,10.1267299652,9.4834747314,0,297.1249846512,7.705361851,3456.3958333333,1674.2066661859,0.004536456,-0.0528745054,0.0877077727,5465900.9779993,6234070.47802203
"85",523,19.415,22.8333333333333,22.1,1.5845,0.34,0.09,22.045,26.6,12.7,52.5470848083,87983.4375,284.6130065918,-3.7880511284,0.1718729138,0.573012054,10.5584487915,1.286857605,0,296.9445818258,7.9474628505,4151.5277777778,1258.6797720047,0.0252149626,-0.0642197263,0.0632653146,5464095.5780013,6212054.978019
"86",524,24,26.6080459770115,35,2.25,0.363908045977012,0.16,28.7,36.1494252873563,28,56.2395362854,72225.015625,150.0042266846,-4.2847208977,4.0947723389,0.0419420674,13.7714366913,0.1586265564,0,296.3776436582,7.7558775884,3541.4791666667,1750.8226197182,0.032058752,-0.0989920624,0.0782090316,5497756.07800191,6203906.6780273
"87",526,25,31.0655172413793,24.5,1.8,0.867241379310345,0.17,23.5,39.6758620689655,14.2,34.3225822449,44281.3515625,108.1695861816,-11.5160245895,0.7494562864,0.6812167168,10.1649208069,9.9786872864,0,297.1255162332,7.4998949092,3297.5763888889,1784.6425650626,0.0113015008,-0.084801811,0.0718935397,5507438.67799626,6231754.97801901
"88",528,26.55,34.3333333333333,25.1,1.8475,0.622222222222222,0.17,29.125,39.0777777777778,19,53.3816795349,54439.59765625,429.5467224121,21.9494495392,0.670463562,0.532292068,9.1677627563,10.4631462097,0,297.1655077478,7.9156657716,3563.9305555556,1256.4931309604,0.0263081601,-0.0903867971,0.0501802534,5489242.97800321,6234825.9780177
"89",533,25.8,27.528125,19.1,1.62,0.5228125,0.18,25.9,34.346875,12.7,36.4399986267,37843.44921875,108.1695861816,-13.6995687485,0.2940545678,1.0054520369,9.549249649,13.6387443542,0,297.1378231722,7.7948249102,4015.9375,1776.1937902948,0.012912751,-0.0574541689,0.0672648044,5512640.97800468,6235707.87802429
"90",534,22.1,36.365671641791,30.3,1.95,0.393731343283582,0.12,32.05,47.0268656716418,27.4,46.7278900146,35007.9140625,816.1112060547,3.1400949955,3.8801105022,0.1190772057,11.7449560165,3.4299545288,0,296.5249189734,7.6809707435,3052.0208333333,1792.148156138,0.0292680892,-0.1160184583,0.0811303816,5535534.97799942,6223714.67802265
