"","id.p","id.p.h","hor","top","bottom","thick","tb","CEC","phw","phkcl","resist","OC","clay","silt20","sand.mf","p_permeabilidad","p_escurrimiento","p_anegamiento","p_drenaje","dren","dem","river","wdist","maxc","mrvbf","slope","twi","vdchn","water","env","lstm","lstsd","evim","evisd","M1.B2","M1.B3","M1.B4","M1.B5","M1.B7","M2.B2","M2.B3","M2.B4","M2.B5","M2.B7","M3.B2","M3.B3","M3.B4","M3.B5","M3.B7","M.all.B2","M.all.B3","M.all.B4","M.all.B5","M.all.B7","S1.B2","S1.B3","S1.B4","S1.B5","S1.B7","S2.B2","S2.B3","S2.B4","S2.B5","S2.B7","S3.B2","S3.B3","S3.B4","S3.B5","S3.B7","S.all.B2","S.all.B3","S.all.B4","S.all.B5","S.all.B7","X","Y","XX1","XX2","XX3","XD1","XD2","XD3"
"239",397,"397_B1","AB.BA",26,35,9,14.7,18.7,5.6,5.1,4063,0.76,28.2,30.2,3.8,"2","2","clase 5","clase 3","2.2",37.7755088806152,13559.3525390625,210.005920410156,2.76948952674866,3.8308789730072,0.0928984433412552,12.3985862731934,2.89999771118164,0,1,297.7740966528,7.8632413857128,3516.40277777778,1727.4005059523,0.38560447761194,0.0340857142857143,0.076821052631579,0.375070149253731,0.143612030075188,0.229278911564626,0.0436823129251701,0.0771319727891157,0.292289795918367,0.172005442176871,0.305255384615385,0.0473625,0.0878676923076923,0.335812307692308,0.187139534883721,0.298690909090909,0.043960382916053,0.0830083700440529,0.33498284457478,0.173999558823529,0.0594890043111799,0.0119320750745382,0.0143772339641299,0.029326520702581,0.0481514341609538,0.0328114376802177,0.00749230382002386,0.00810021128081083,0.0286445116182573,0.0321440822699043,0.054120806673286,0.0134623885515094,0.014456881708785,0.0319778848372478,0.0557566481722761,0.0716322239773949,0.0130934650265631,0.0154418464250817,0.0442725381560018,0.0519667330126809,5465724.57766409,6308695.56308901,5450.30119047619,2579.3,3865.04,1245.30874452683,977.913291999428,1343.09911410674
"240",397,"397_B22","B",70,92,22,27.6,30.8,6.5,5.5,1928,0.33,40.2,23.1,4,"2","2","clase 5","clase 3","2.2",37.7755088806152,13559.3525390625,210.005920410156,2.76948952674866,3.8308789730072,0.0928984433412552,12.3985862731934,2.89999771118164,0,1,297.7740966528,7.8632413857128,3516.40277777778,1727.4005059523,0.38560447761194,0.0340857142857143,0.076821052631579,0.375070149253731,0.143612030075188,0.229278911564626,0.0436823129251701,0.0771319727891157,0.292289795918367,0.172005442176871,0.305255384615385,0.0473625,0.0878676923076923,0.335812307692308,0.187139534883721,0.298690909090909,0.043960382916053,0.0830083700440529,0.33498284457478,0.173999558823529,0.0594890043111799,0.0119320750745382,0.0143772339641299,0.029326520702581,0.0481514341609538,0.0328114376802177,0.00749230382002386,0.00810021128081083,0.0286445116182573,0.0321440822699043,0.054120806673286,0.0134623885515094,0.014456881708785,0.0319778848372478,0.0557566481722761,0.0716322239773949,0.0130934650265631,0.0154418464250817,0.0442725381560018,0.0519667330126809,5465724.57766409,6308695.56308901,5450.30119047619,2579.3,3865.04,1245.30874452683,977.913291999428,1343.09911410674
"241",397,"397_B21","B",35,70,35,30.7,34.1,6.1,5.2,1928,0.54,52.7,16.2,2.5,"2","2","clase 5","clase 3","2.2",37.7755088806152,13559.3525390625,210.005920410156,2.76948952674866,3.8308789730072,0.0928984433412552,12.3985862731934,2.89999771118164,0,1,297.7740966528,7.8632413857128,3516.40277777778,1727.4005059523,0.38560447761194,0.0340857142857143,0.076821052631579,0.375070149253731,0.143612030075188,0.229278911564626,0.0436823129251701,0.0771319727891157,0.292289795918367,0.172005442176871,0.305255384615385,0.0473625,0.0878676923076923,0.335812307692308,0.187139534883721,0.298690909090909,0.043960382916053,0.0830083700440529,0.33498284457478,0.173999558823529,0.0594890043111799,0.0119320750745382,0.0143772339641299,0.029326520702581,0.0481514341609538,0.0328114376802177,0.00749230382002386,0.00810021128081083,0.0286445116182573,0.0321440822699043,0.054120806673286,0.0134623885515094,0.014456881708785,0.0319778848372478,0.0557566481722761,0.0716322239773949,0.0130934650265631,0.0154418464250817,0.0442725381560018,0.0519667330126809,5465724.57766409,6308695.56308901,5450.30119047619,2579.3,3865.04,1245.30874452683,977.913291999428,1343.09911410674
"242",397,"397_B3","BC",92,145,53,24.4,27,6.5,5.6,2204,0.17,23.2,36.1,4.5,"2","2","clase 5","clase 3","2.2",37.7755088806152,13559.3525390625,210.005920410156,2.76948952674866,3.8308789730072,0.0928984433412552,12.3985862731934,2.89999771118164,0,1,297.7740966528,7.8632413857128,3516.40277777778,1727.4005059523,0.38560447761194,0.0340857142857143,0.076821052631579,0.375070149253731,0.143612030075188,0.229278911564626,0.0436823129251701,0.0771319727891157,0.292289795918367,0.172005442176871,0.305255384615385,0.0473625,0.0878676923076923,0.335812307692308,0.187139534883721,0.298690909090909,0.043960382916053,0.0830083700440529,0.33498284457478,0.173999558823529,0.0594890043111799,0.0119320750745382,0.0143772339641299,0.029326520702581,0.0481514341609538,0.0328114376802177,0.00749230382002386,0.00810021128081083,0.0286445116182573,0.0321440822699043,0.054120806673286,0.0134623885515094,0.014456881708785,0.0319778848372478,0.0557566481722761,0.0716322239773949,0.0130934650265631,0.0154418464250817,0.0442725381560018,0.0519667330126809,5465724.57766409,6308695.56308901,5450.30119047619,2579.3,3865.04,1245.30874452683,977.913291999428,1343.09911410674
"243",397,"397_Cca","C",145,165,20,NA,22.6,8.1,7,2066,0.16,18.1,25.6,4.2,"2","2","clase 5","clase 3","2.2",37.7755088806152,13559.3525390625,210.005920410156,2.76948952674866,3.8308789730072,0.0928984433412552,12.3985862731934,2.89999771118164,0,1,297.7740966528,7.8632413857128,3516.40277777778,1727.4005059523,0.38560447761194,0.0340857142857143,0.076821052631579,0.375070149253731,0.143612030075188,0.229278911564626,0.0436823129251701,0.0771319727891157,0.292289795918367,0.172005442176871,0.305255384615385,0.0473625,0.0878676923076923,0.335812307692308,0.187139534883721,0.298690909090909,0.043960382916053,0.0830083700440529,0.33498284457478,0.173999558823529,0.0594890043111799,0.0119320750745382,0.0143772339641299,0.029326520702581,0.0481514341609538,0.0328114376802177,0.00749230382002386,0.00810021128081083,0.0286445116182573,0.0321440822699043,0.054120806673286,0.0134623885515094,0.014456881708785,0.0319778848372478,0.0557566481722761,0.0716322239773949,0.0130934650265631,0.0154418464250817,0.0442725381560018,0.0519667330126809,5465724.57766409,6308695.56308901,5450.30119047619,2579.3,3865.04,1245.30874452683,977.913291999428,1343.09911410674
"244",404,"404_A1","A",0,20,20,NA,32.8,9.5,8.1,358,0.75,25.3,30.2,10.5,"2","3","clase 2",NA,"2.3",44.1072387695312,42693.48046875,182.488021850586,-6.11013078689575,3.81305861473083,0.205378353595734,13.2813920974731,0.00802230834960938,0,3,297.159707256776,7.74136326698533,3508.10416666667,815.941574752194,0.302984210526316,0.039930303030303,0.0793939393939394,0.333782706766917,0.125997727272727,0.221996575342466,0.038922602739726,0.0700650684931507,0.281777397260274,0.134390410958904,0.270465648854962,0.0457884615384615,0.0834656488549618,0.315196183206107,0.156399224806202,0.266373676470588,0.0414134416543575,0.0775482300884956,0.311391911764706,0.137714053254438,0.0237515736068966,0.00870390751411927,0.0124312875259786,0.0226380161329585,0.0257434923694404,0.0268827374796119,0.00627388424533435,0.00820160280774228,0.0317644276652857,0.0218735813845966,0.0287690425791666,0.00935338627578754,0.0111518523538425,0.031247698757312,0.0337201824212056,0.0427662551033555,0.00902445622621736,0.0125488053346363,0.0362866944036421,0.0300452980605417,5456484.3201419,6277847.28519981,4026.80952380952,3034.43333333333,3547.78666666667,855.539171305309,546.456917708802,597.154836032772
"245",404,"404_B22g","B",40,65,25,NA,46.5,9.1,7.3,519,0.23,35.7,21.3,8,"2","3","clase 2",NA,"2.3",44.1072387695312,42693.48046875,182.488021850586,-6.11013078689575,3.81305861473083,0.205378353595734,13.2813920974731,0.00802230834960938,0,3,297.159707256776,7.74136326698533,3508.10416666667,815.941574752194,0.302984210526316,0.039930303030303,0.0793939393939394,0.333782706766917,0.125997727272727,0.221996575342466,0.038922602739726,0.0700650684931507,0.281777397260274,0.134390410958904,0.270465648854962,0.0457884615384615,0.0834656488549618,0.315196183206107,0.156399224806202,0.266373676470588,0.0414134416543575,0.0775482300884956,0.311391911764706,0.137714053254438,0.0237515736068966,0.00870390751411927,0.0124312875259786,0.0226380161329585,0.0257434923694404,0.0268827374796119,0.00627388424533435,0.00820160280774228,0.0317644276652857,0.0218735813845966,0.0287690425791666,0.00935338627578754,0.0111518523538425,0.031247698757312,0.0337201824212056,0.0427662551033555,0.00902445622621736,0.0125488053346363,0.0362866944036421,0.0300452980605417,5456484.3201419,6277847.28519981,4026.80952380952,3034.43333333333,3547.78666666667,855.539171305309,546.456917708802,597.154836032772
"246",404,"404_B21g","B",20,40,20,NA,52.4,9.4,7.8,304,0.33,59,13.7,4.8,"2","3","clase 2",NA,"2.3",44.1072387695312,42693.48046875,182.488021850586,-6.11013078689575,3.81305861473083,0.205378353595734,13.2813920974731,0.00802230834960938,0,3,297.159707256776,7.74136326698533,3508.10416666667,815.941574752194,0.302984210526316,0.039930303030303,0.0793939393939394,0.333782706766917,0.125997727272727,0.221996575342466,0.038922602739726,0.0700650684931507,0.281777397260274,0.134390410958904,0.270465648854962,0.0457884615384615,0.0834656488549618,0.315196183206107,0.156399224806202,0.266373676470588,0.0414134416543575,0.0775482300884956,0.311391911764706,0.137714053254438,0.0237515736068966,0.00870390751411927,0.0124312875259786,0.0226380161329585,0.0257434923694404,0.0268827374796119,0.00627388424533435,0.00820160280774228,0.0317644276652857,0.0218735813845966,0.0287690425791666,0.00935338627578754,0.0111518523538425,0.031247698757312,0.0337201824212056,0.0427662551033555,0.00902445622621736,0.0125488053346363,0.0362866944036421,0.0300452980605417,5456484.3201419,6277847.28519981,4026.80952380952,3034.43333333333,3547.78666666667,855.539171305309,546.456917708802,597.154836032772
"247",407,"407_A1","A",0,17,17,23.9,25.4,6.6,5.8,2066,2.2,24,26.2,11,"3","3","clase 5",NA,"3.3",50.1275177001953,32813.90625,305.949798583984,-33.3010940551758,0.881781458854675,0.208816275000572,10.0212631225586,12.0988502502441,0,1,297.412287245048,7.8175340798373,3596.20833333333,2164.12962163332,0.426718656716418,0.0281075187969925,0.0685641791044776,0.389992537313433,0.118739097744361,0.230265517241379,0.0475158620689655,0.0828675862068966,0.287478620689655,0.167417361111111,0.274806106870229,0.0547376923076923,0.0919198473282443,0.321801526717557,0.207179230769231,0.301951399116348,0.0451497050147493,0.0836506627393225,0.332934462444772,0.168714918759232,0.0619535457400218,0.0110652994595865,0.0136382666141397,0.0307411889127482,0.0325014844290051,0.0355060135347019,0.00952792442611358,0.0103176014840244,0.0229310384819805,0.0328213544034319,0.045540622197238,0.0134341013806131,0.014647244003552,0.022410217397541,0.0523858044801414,0.0877841995325332,0.0152174933805572,0.0166862862634303,0.0483890708055037,0.050771177691698,5460383.26508446,6287489.39232016,6358.2869047619,2581.68888888889,2954.13333333333,1554.76637249956,1021.86167844575,1682.54414123057
"248",407,"407_B1","AB.BA",17,34,17,19.2,23.4,5.9,4.7,3444,1.55,28.2,25.1,9.4,"3","3","clase 5",NA,"3.3",50.1275177001953,32813.90625,305.949798583984,-33.3010940551758,0.881781458854675,0.208816275000572,10.0212631225586,12.0988502502441,0,1,297.412287245048,7.8175340798373,3596.20833333333,2164.12962163332,0.426718656716418,0.0281075187969925,0.0685641791044776,0.389992537313433,0.118739097744361,0.230265517241379,0.0475158620689655,0.0828675862068966,0.287478620689655,0.167417361111111,0.274806106870229,0.0547376923076923,0.0919198473282443,0.321801526717557,0.207179230769231,0.301951399116348,0.0451497050147493,0.0836506627393225,0.332934462444772,0.168714918759232,0.0619535457400218,0.0110652994595865,0.0136382666141397,0.0307411889127482,0.0325014844290051,0.0355060135347019,0.00952792442611358,0.0103176014840244,0.0229310384819805,0.0328213544034319,0.045540622197238,0.0134341013806131,0.014647244003552,0.022410217397541,0.0523858044801414,0.0877841995325332,0.0152174933805572,0.0166862862634303,0.0483890708055037,0.050771177691698,5460383.26508446,6287489.39232016,6358.2869047619,2581.68888888889,2954.13333333333,1554.76637249956,1021.86167844575,1682.54414123057
"249",407,"407_B22","B",63,84,21,26.8,28.2,6.8,4.8,1918,0.23,34,27.2,6.3,"3","3","clase 5",NA,"3.3",50.1275177001953,32813.90625,305.949798583984,-33.3010940551758,0.881781458854675,0.208816275000572,10.0212631225586,12.0988502502441,0,1,297.412287245048,7.8175340798373,3596.20833333333,2164.12962163332,0.426718656716418,0.0281075187969925,0.0685641791044776,0.389992537313433,0.118739097744361,0.230265517241379,0.0475158620689655,0.0828675862068966,0.287478620689655,0.167417361111111,0.274806106870229,0.0547376923076923,0.0919198473282443,0.321801526717557,0.207179230769231,0.301951399116348,0.0451497050147493,0.0836506627393225,0.332934462444772,0.168714918759232,0.0619535457400218,0.0110652994595865,0.0136382666141397,0.0307411889127482,0.0325014844290051,0.0355060135347019,0.00952792442611358,0.0103176014840244,0.0229310384819805,0.0328213544034319,0.045540622197238,0.0134341013806131,0.014647244003552,0.022410217397541,0.0523858044801414,0.0877841995325332,0.0152174933805572,0.0166862862634303,0.0483890708055037,0.050771177691698,5460383.26508446,6287489.39232016,6358.2869047619,2581.68888888889,2954.13333333333,1554.76637249956,1021.86167844575,1682.54414123057
"250",407,"407_B21","B",34,63,29,30.4,33.9,6.5,4.7,1783,0.56,38.4,28.3,5.5,"3","3","clase 5",NA,"3.3",50.1275177001953,32813.90625,305.949798583984,-33.3010940551758,0.881781458854675,0.208816275000572,10.0212631225586,12.0988502502441,0,1,297.412287245048,7.8175340798373,3596.20833333333,2164.12962163332,0.426718656716418,0.0281075187969925,0.0685641791044776,0.389992537313433,0.118739097744361,0.230265517241379,0.0475158620689655,0.0828675862068966,0.287478620689655,0.167417361111111,0.274806106870229,0.0547376923076923,0.0919198473282443,0.321801526717557,0.207179230769231,0.301951399116348,0.0451497050147493,0.0836506627393225,0.332934462444772,0.168714918759232,0.0619535457400218,0.0110652994595865,0.0136382666141397,0.0307411889127482,0.0325014844290051,0.0355060135347019,0.00952792442611358,0.0103176014840244,0.0229310384819805,0.0328213544034319,0.045540622197238,0.0134341013806131,0.014647244003552,0.022410217397541,0.0523858044801414,0.0877841995325332,0.0152174933805572,0.0166862862634303,0.0483890708055037,0.050771177691698,5460383.26508446,6287489.39232016,6358.2869047619,2581.68888888889,2954.13333333333,1554.76637249956,1021.86167844575,1682.54414123057
"251",407,"407_B32","BC",113,165,52,24.4,25.5,6.9,5,1869,0.14,23.3,30.6,9.1,"3","3","clase 5",NA,"3.3",50.1275177001953,32813.90625,305.949798583984,-33.3010940551758,0.881781458854675,0.208816275000572,10.0212631225586,12.0988502502441,0,1,297.412287245048,7.8175340798373,3596.20833333333,2164.12962163332,0.426718656716418,0.0281075187969925,0.0685641791044776,0.389992537313433,0.118739097744361,0.230265517241379,0.0475158620689655,0.0828675862068966,0.287478620689655,0.167417361111111,0.274806106870229,0.0547376923076923,0.0919198473282443,0.321801526717557,0.207179230769231,0.301951399116348,0.0451497050147493,0.0836506627393225,0.332934462444772,0.168714918759232,0.0619535457400218,0.0110652994595865,0.0136382666141397,0.0307411889127482,0.0325014844290051,0.0355060135347019,0.00952792442611358,0.0103176014840244,0.0229310384819805,0.0328213544034319,0.045540622197238,0.0134341013806131,0.014647244003552,0.022410217397541,0.0523858044801414,0.0877841995325332,0.0152174933805572,0.0166862862634303,0.0483890708055037,0.050771177691698,5460383.26508446,6287489.39232016,6358.2869047619,2581.68888888889,2954.13333333333,1554.76637249956,1021.86167844575,1682.54414123057
"252",407,"407_B31","BC",84,113,29,23.8,25.3,6.7,4.8,2391,0.19,27.8,28.5,7.8,"3","3","clase 5",NA,"3.3",50.1275177001953,32813.90625,305.949798583984,-33.3010940551758,0.881781458854675,0.208816275000572,10.0212631225586,12.0988502502441,0,1,297.412287245048,7.8175340798373,3596.20833333333,2164.12962163332,0.426718656716418,0.0281075187969925,0.0685641791044776,0.389992537313433,0.118739097744361,0.230265517241379,0.0475158620689655,0.0828675862068966,0.287478620689655,0.167417361111111,0.274806106870229,0.0547376923076923,0.0919198473282443,0.321801526717557,0.207179230769231,0.301951399116348,0.0451497050147493,0.0836506627393225,0.332934462444772,0.168714918759232,0.0619535457400218,0.0110652994595865,0.0136382666141397,0.0307411889127482,0.0325014844290051,0.0355060135347019,0.00952792442611358,0.0103176014840244,0.0229310384819805,0.0328213544034319,0.045540622197238,0.0134341013806131,0.014647244003552,0.022410217397541,0.0523858044801414,0.0877841995325332,0.0152174933805572,0.0166862862634303,0.0483890708055037,0.050771177691698,5460383.26508446,6287489.39232016,6358.2869047619,2581.68888888889,2954.13333333333,1554.76637249956,1021.86167844575,1682.54414123057
"253",407,"407_Cca","C",165,200,35,NA,32.4,8.2,6.7,2391,0.11,21.4,31.1,6.9,"3","3","clase 5",NA,"3.3",50.1275177001953,32813.90625,305.949798583984,-33.3010940551758,0.881781458854675,0.208816275000572,10.0212631225586,12.0988502502441,0,1,297.412287245048,7.8175340798373,3596.20833333333,2164.12962163332,0.426718656716418,0.0281075187969925,0.0685641791044776,0.389992537313433,0.118739097744361,0.230265517241379,0.0475158620689655,0.0828675862068966,0.287478620689655,0.167417361111111,0.274806106870229,0.0547376923076923,0.0919198473282443,0.321801526717557,0.207179230769231,0.301951399116348,0.0451497050147493,0.0836506627393225,0.332934462444772,0.168714918759232,0.0619535457400218,0.0110652994595865,0.0136382666141397,0.0307411889127482,0.0325014844290051,0.0355060135347019,0.00952792442611358,0.0103176014840244,0.0229310384819805,0.0328213544034319,0.045540622197238,0.0134341013806131,0.014647244003552,0.022410217397541,0.0523858044801414,0.0877841995325332,0.0152174933805572,0.0166862862634303,0.0483890708055037,0.050771177691698,5460383.26508446,6287489.39232016,6358.2869047619,2581.68888888889,2954.13333333333,1554.76637249956,1021.86167844575,1682.54414123057
"254",408,"408_Ap","A",0,8,8,18.6,21.8,5.8,5.3,2939,1.16,31,25.3,6.2,"2","3","clase 5",NA,"2.3",46.7092208862305,23462.46484375,1194.77209472656,-8.47753620147705,1.93006455898285,0.426099091768265,10.4321546554565,7.38077926635742,0,1,297.629149092957,7.86143683382088,3496.25694444444,1966.04412639809,0.413324812030075,0.0290340909090909,0.0710421052631579,0.389615037593985,0.124068939393939,0.204147916666667,0.0514923611111111,0.0829993055555556,0.278266666666667,0.199698611111111,0.292301526717557,0.0511115384615385,0.0887778625954199,0.325669465648855,0.204536434108527,0.291281443298969,0.0465604135893649,0.0839565537555228,0.329700441826215,0.18528150887574,0.090573773217476,0.011922118961883,0.0143215254950018,0.0418174251345649,0.0426173962483475,0.0258061817518282,0.00822953133504946,0.00998265976670902,0.024286474983679,0.0285866661325692,0.0562254732643937,0.0175427346856312,0.018800083019769,0.0276225963608107,0.0754443927443258,0.0963911043321633,0.0158281759053724,0.01709712530546,0.0541444940759682,0.0607286662295181,5461032.93852423,6299313.4069734,6052.45357142857,2185.6,3697.38666666667,1678.37577401487,1008.19583647753,1942.50209817648
"255",408,"408_B1","AB.BA",8,17,9,16.5,20.7,5.4,5,1469,1.28,30.5,22.2,6,"2","3","clase 5",NA,"2.3",46.7092208862305,23462.46484375,1194.77209472656,-8.47753620147705,1.93006455898285,0.426099091768265,10.4321546554565,7.38077926635742,0,1,297.629149092957,7.86143683382088,3496.25694444444,1966.04412639809,0.413324812030075,0.0290340909090909,0.0710421052631579,0.389615037593985,0.124068939393939,0.204147916666667,0.0514923611111111,0.0829993055555556,0.278266666666667,0.199698611111111,0.292301526717557,0.0511115384615385,0.0887778625954199,0.325669465648855,0.204536434108527,0.291281443298969,0.0465604135893649,0.0839565537555228,0.329700441826215,0.18528150887574,0.090573773217476,0.011922118961883,0.0143215254950018,0.0418174251345649,0.0426173962483475,0.0258061817518282,0.00822953133504946,0.00998265976670902,0.024286474983679,0.0285866661325692,0.0562254732643937,0.0175427346856312,0.018800083019769,0.0276225963608107,0.0754443927443258,0.0963911043321633,0.0158281759053724,0.01709712530546,0.0541444940759682,0.0607286662295181,5461032.93852423,6299313.4069734,6052.45357142857,2185.6,3697.38666666667,1678.37577401487,1008.19583647753,1942.50209817648
"256",408,"408_B22","B",50,79,29,25.7,28.2,7,6,2020,0.36,24,35,4.5,"2","3","clase 5",NA,"2.3",46.7092208862305,23462.46484375,1194.77209472656,-8.47753620147705,1.93006455898285,0.426099091768265,10.4321546554565,7.38077926635742,0,1,297.629149092957,7.86143683382088,3496.25694444444,1966.04412639809,0.413324812030075,0.0290340909090909,0.0710421052631579,0.389615037593985,0.124068939393939,0.204147916666667,0.0514923611111111,0.0829993055555556,0.278266666666667,0.199698611111111,0.292301526717557,0.0511115384615385,0.0887778625954199,0.325669465648855,0.204536434108527,0.291281443298969,0.0465604135893649,0.0839565537555228,0.329700441826215,0.18528150887574,0.090573773217476,0.011922118961883,0.0143215254950018,0.0418174251345649,0.0426173962483475,0.0258061817518282,0.00822953133504946,0.00998265976670902,0.024286474983679,0.0285866661325692,0.0562254732643937,0.0175427346856312,0.018800083019769,0.0276225963608107,0.0754443927443258,0.0963911043321633,0.0158281759053724,0.01709712530546,0.0541444940759682,0.0607286662295181,5461032.93852423,6299313.4069734,6052.45357142857,2185.6,3697.38666666667,1678.37577401487,1008.19583647753,1942.50209817648
"257",408,"408_B21","B",17,50,33,28.8,32.1,6.6,5.7,1882,0.6,41.1,22.1,4.1,"2","3","clase 5",NA,"2.3",46.7092208862305,23462.46484375,1194.77209472656,-8.47753620147705,1.93006455898285,0.426099091768265,10.4321546554565,7.38077926635742,0,1,297.629149092957,7.86143683382088,3496.25694444444,1966.04412639809,0.413324812030075,0.0290340909090909,0.0710421052631579,0.389615037593985,0.124068939393939,0.204147916666667,0.0514923611111111,0.0829993055555556,0.278266666666667,0.199698611111111,0.292301526717557,0.0511115384615385,0.0887778625954199,0.325669465648855,0.204536434108527,0.291281443298969,0.0465604135893649,0.0839565537555228,0.329700441826215,0.18528150887574,0.090573773217476,0.011922118961883,0.0143215254950018,0.0418174251345649,0.0426173962483475,0.0258061817518282,0.00822953133504946,0.00998265976670902,0.024286474983679,0.0285866661325692,0.0562254732643937,0.0175427346856312,0.018800083019769,0.0276225963608107,0.0754443927443258,0.0963911043321633,0.0158281759053724,0.01709712530546,0.0541444940759682,0.0607286662295181,5461032.93852423,6299313.4069734,6052.45357142857,2185.6,3697.38666666667,1678.37577401487,1008.19583647753,1942.50209817648
"258",408,"408_B3","BC",79,140,61,26.9,29.7,6.7,5.6,2020,0.18,28.7,29.2,3.2,"2","3","clase 5",NA,"2.3",46.7092208862305,23462.46484375,1194.77209472656,-8.47753620147705,1.93006455898285,0.426099091768265,10.4321546554565,7.38077926635742,0,1,297.629149092957,7.86143683382088,3496.25694444444,1966.04412639809,0.413324812030075,0.0290340909090909,0.0710421052631579,0.389615037593985,0.124068939393939,0.204147916666667,0.0514923611111111,0.0829993055555556,0.278266666666667,0.199698611111111,0.292301526717557,0.0511115384615385,0.0887778625954199,0.325669465648855,0.204536434108527,0.291281443298969,0.0465604135893649,0.0839565537555228,0.329700441826215,0.18528150887574,0.090573773217476,0.011922118961883,0.0143215254950018,0.0418174251345649,0.0426173962483475,0.0258061817518282,0.00822953133504946,0.00998265976670902,0.024286474983679,0.0285866661325692,0.0562254732643937,0.0175427346856312,0.018800083019769,0.0276225963608107,0.0754443927443258,0.0963911043321633,0.0158281759053724,0.01709712530546,0.0541444940759682,0.0607286662295181,5461032.93852423,6299313.4069734,6052.45357142857,2185.6,3697.38666666667,1678.37577401487,1008.19583647753,1942.50209817648
"259",408,"408_Cca","C",140,160,20,NA,25.8,8.1,7.1,1882,0.12,24.1,29.1,2.9,"2","3","clase 5",NA,"2.3",46.7092208862305,23462.46484375,1194.77209472656,-8.47753620147705,1.93006455898285,0.426099091768265,10.4321546554565,7.38077926635742,0,1,297.629149092957,7.86143683382088,3496.25694444444,1966.04412639809,0.413324812030075,0.0290340909090909,0.0710421052631579,0.389615037593985,0.124068939393939,0.204147916666667,0.0514923611111111,0.0829993055555556,0.278266666666667,0.199698611111111,0.292301526717557,0.0511115384615385,0.0887778625954199,0.325669465648855,0.204536434108527,0.291281443298969,0.0465604135893649,0.0839565537555228,0.329700441826215,0.18528150887574,0.090573773217476,0.011922118961883,0.0143215254950018,0.0418174251345649,0.0426173962483475,0.0258061817518282,0.00822953133504946,0.00998265976670902,0.024286474983679,0.0285866661325692,0.0562254732643937,0.0175427346856312,0.018800083019769,0.0276225963608107,0.0754443927443258,0.0963911043321633,0.0158281759053724,0.01709712530546,0.0541444940759682,0.0607286662295181,5461032.93852423,6299313.4069734,6052.45357142857,2185.6,3697.38666666667,1678.37577401487,1008.19583647753,1942.50209817648
"260",412,"412_A1","A",11,22,11,14.8,18.3,5.4,5,3846,1.13,23.6,21.6,8.6,"2","3","clase 5","clase 2","2.3",23.9950294494629,2336.4091796875,120.003379821777,-0.570825278759003,0.514133453369141,0.681244790554047,8.26655006408691,14.8719110488892,0,3,296.787795463618,7.31830055247127,3894.16666666667,654.237291482558,0.32204328358209,0.0299,0.0655462686567164,0.320185820895522,0.0949537313432836,0.242812162162162,0.0266013605442177,0.0514824324324324,0.264732432432432,0.0858394557823129,0.272561538461538,0.0315635658914729,0.0634666666666667,0.299746511627907,0.105549230769231,0.280717423133236,0.0290595588235294,0.0600652492668622,0.296106891495601,0.0951714076246334,0.0176048585559816,0.00614362196990431,0.00915552880924444,0.0220180553148406,0.0200763342395645,0.0232681526104996,0.00516907276063454,0.00728331161331355,0.0203423796633912,0.0155630734270683,0.0302393408335714,0.00738928635323314,0.00934456169829989,0.0212828057306231,0.0200678934679479,0.0425352712474587,0.0063900324935789,0.0106493742729202,0.0330068510133559,0.0204592447015338,5502120.94136429,6291923.31421903,4409.6369047619,3673.56666666667,3752.33333333333,409.549049558439,606.214984306755,427.395888472079
"261",412,"412_Ap","A",0,11,11,13.3,17.3,5.1,5,1512,1.37,18.5,23.6,9.4,"2","3","clase 5","clase 2","2.3",23.9950294494629,2336.4091796875,120.003379821777,-0.570825278759003,0.514133453369141,0.681244790554047,8.26655006408691,14.8719110488892,0,3,296.787795463618,7.31830055247127,3894.16666666667,654.237291482558,0.32204328358209,0.0299,0.0655462686567164,0.320185820895522,0.0949537313432836,0.242812162162162,0.0266013605442177,0.0514824324324324,0.264732432432432,0.0858394557823129,0.272561538461538,0.0315635658914729,0.0634666666666667,0.299746511627907,0.105549230769231,0.280717423133236,0.0290595588235294,0.0600652492668622,0.296106891495601,0.0951714076246334,0.0176048585559816,0.00614362196990431,0.00915552880924444,0.0220180553148406,0.0200763342395645,0.0232681526104996,0.00516907276063454,0.00728331161331355,0.0203423796633912,0.0155630734270683,0.0302393408335714,0.00738928635323314,0.00934456169829989,0.0212828057306231,0.0200678934679479,0.0425352712474587,0.0063900324935789,0.0106493742729202,0.0330068510133559,0.0204592447015338,5502120.94136429,6291923.31421903,4409.6369047619,3673.56666666667,3752.33333333333,409.549049558439,606.214984306755,427.395888472079
