"","Soil_property","ME","RMSE","SS","mean_theta","median_th","R2"
"1","CEC.A","0.00618247327012476","3.23275916001565","3072.51514527953",1.05051503451406,0.378646325601952,0.141321075493133
"2","CEC.B","-0.00922110087285711","4.0421381389976","4803.63093601326",1.0550479848464,0.356863154766415,0.487777437942364
"3","CEC.C","-0.00285706090113612","5.47629832724425","8817.01395047958",1.03425714845099,0.241961678064043,0.445853678833721
"4","OC.A","0.000428768782853997","0.410802085204929","49.614955843363",1.04558165305908,0.41615288214747,0.215272274922759
"5","OC.B","-4.44472551573775e-05","0.137933811464346","5.59356648545401",1.03748274536458,0.352399728639764,0.00199122098259286
"6","OC.C","5.49983739351705e-05","0.0585420103144857","1.00758708966844",1.04830159416273,0.353744911796367,-0.04942233405361
"7","clay.A","0.00738596299458719","4.1687717899658","5109.3255216235",1.06791923941297,0.311857250285786,0.0989641602432404
"8","clay.B","-0.00993726738667517","5.20663548252126","7970.06159606771",1.04555105278208,0.406659881167424,0.591525326799627
"9","clay.C","-0.0113526556898094","6.90007165093929","13997.6307037002",1.04281883945072,0.516139052593077,0.404461873502104
