"","mukey","musym","comppct_r","hzname","hzdept_r","hzdepb_r","claytotal_r","om_r","cec7_r"
"1",1699285,1003,100,"A",0,15,6,0.75,5.5
"2",1699285,1003,100,"C1",15,107,5,0.75,3.5
"3",1699285,1003,100,"2C2",107,152,5,0.75,3.5
"4",1699144,1007,100,"H1",0,41,7.5,0.75,6
"5",1699144,1007,100,"H2",41,94,2,0.25,7.5
"6",1699144,1007,100,"H3",94,147,31,0.25,23
"7",1699144,1007,100,"H4",147,152,19.5,0.25,14
"8",1699146,1020,100,"H1",0,25,22.5,2,15
"9",1699146,1020,100,"H2",25,91,27.5,0.75,17.5
"10",1699146,1020,100,"H3",91,122,11.5,0.25,7.5
"11",1699146,1020,100,"H4",122,152,4.5,0.25,3
"12",1700110,1021,85,"Ap",0,18,22.5,2.5,13
"13",1700110,1021,85,"A",18,33,22.5,2.5,13
"14",1700110,1021,85,"Ck1",33,66,13,0.25,12.5
"15",1700110,1021,85,"Ck2",66,104,31,0.75,22.5
"16",1700110,1021,85,"C3",104,137,17,0.5,8
"17",1700110,1021,85,"C4",137,183,15,0.5,15
"18",1700110,1021,85,"2C5",183,203,1,0.25,5.5
"19",1700110,1021,8,"Ap",0,13,15,3,13.5
"20",1700110,1021,8,"A1",13,36,15,3,13.5
"21",1700110,1021,8,"A2",36,58,10,2,9
"22",1700110,1021,8,"C1",58,99,13.5,0.9,10.5
"23",1700110,1021,8,"C2",99,117,17,0.25,7.5
"24",1700110,1021,8,"C3",117,165,7,0.25,5
"25",1700110,1021,8,"2Cg",165,203,0.5,0.25,1
"26",1700110,1021,7,"Ap",0,15,20,3,20
"27",1700110,1021,7,"A1",15,40,20,3,20
"28",1700110,1021,7,"A2",40,50,10,0.75,7.5
"29",1700110,1021,7,"C1",50,68,8,0.5,7.5
"30",1700110,1021,7,"2C2",68,86,4,0.5,7.5
"31",1700110,1021,7,"2C3",86,99,1,0.5,7.5
"32",1700110,1021,7,"2Cg",99,203,1,0.25,2.5
"33",2228189,1021,85,"Ap",0,18,22.5,2.5,13
"34",2228189,1021,85,"A",18,33,22.5,2.5,13
"35",2228189,1021,85,"Ck1",33,66,13,0.25,12.5
"36",2228189,1021,85,"Ck2",66,104,31,0.75,22.5
"37",2228189,1021,85,"C3",104,137,17,0.5,8
"38",2228189,1021,85,"C4",137,183,15,0.5,15
"39",2228189,1021,85,"2C5",183,203,1,0.25,5.5
"40",2228189,1021,8,"Ap",0,13,15,3,13.5
"41",2228189,1021,8,"A1",13,36,15,3,13.5
"42",2228189,1021,8,"A2",36,58,10,2,9
"43",2228189,1021,8,"C1",58,99,13.5,0.9,10.5
"44",2228189,1021,8,"C2",99,117,17,0.25,7.5
"45",2228189,1021,8,"C3",117,165,7,0.25,5
"46",2228189,1021,8,"2Cg",165,203,0.5,0.25,1
"47",2228189,1021,7,"Ap",0,15,20,3,20
"48",2228189,1021,7,"A1",15,40,20,3,20
"49",2228189,1021,7,"A2",40,50,10,0.75,7.5
"50",2228189,1021,7,"C1",50,68,8,0.5,7.5
"51",2228189,1021,7,"2C2",68,86,4,0.5,7.5
"52",2228189,1021,7,"2C3",86,99,1,0.5,7.5
"53",2228189,1021,7,"2Cg",99,203,1,0.25,2.5
"54",2228247,1021,85,"Ap",0,18,22.5,2.5,13
"55",2228247,1021,85,"A",18,33,22.5,2.5,13
"56",2228247,1021,85,"Ck1",33,66,13,0.25,12.5
"57",2228247,1021,85,"Ck2",66,104,31,0.75,22.5
"58",2228247,1021,85,"C3",104,137,17,0.5,8
"59",2228247,1021,85,"C4",137,183,15,0.5,15
"60",2228247,1021,85,"2C5",183,203,1,0.25,5.5
"61",2228247,1021,8,"Ap",0,13,15,3,13.5
"62",2228247,1021,8,"A1",13,36,15,3,13.5
"63",2228247,1021,8,"A2",36,58,10,2,9
"64",2228247,1021,8,"C1",58,99,13.5,0.9,10.5
"65",2228247,1021,8,"C2",99,117,17,0.25,7.5
"66",2228247,1021,8,"C3",117,165,7,0.25,5
"67",2228247,1021,8,"2Cg",165,203,0.5,0.25,1
"68",2228247,1021,7,"Ap",0,15,20,3,20
"69",2228247,1021,7,"A1",15,40,20,3,20
"70",2228247,1021,7,"A2",40,50,10,0.75,7.5
"71",2228247,1021,7,"C1",50,68,8,0.5,7.5
"72",2228247,1021,7,"2C2",68,86,4,0.5,7.5
"73",2228247,1021,7,"2C3",86,99,1,0.5,7.5
"74",2228247,1021,7,"2Cg",99,203,1,0.25,2.5
"75",1709628,1022,70,"A",0,36,22.5,2.5,15
"76",1709628,1022,70,"C",36,152,28.5,0.75,15
"77",1709628,1022,29,"E",0,5,23.5,3.5,20
"78",1709628,1022,29,"Bt1",5,33,48,1.5,28
"79",1709628,1022,29,"Bt2",33,51,40,0.5,21
"80",1709628,1022,29,"BC",51,71,23.5,0.5,17
"81",1709628,1022,29,"C",71,152,12.5,0.25,9
"82",1709628,1022,1,"H1",0,203,NA,NA,NA
"83",1699273,1032,100,"Ak",0,15,10,1.5,10
"84",1699273,1032,100,"Ckn1",15,112,7.5,0.25,7.5
"85",1699273,1032,100,"Cng2",112,152,2.5,0.25,5
"86",2219060,1032,100,"Ak",0,15,10,1.5,10
"87",2219060,1032,100,"Ckn1",15,112,7.5,0.25,7.5
"88",2219060,1032,100,"Cng2",112,152,2.5,0.25,5
"89",99702,1038,98,"A",0,25,24,3,25
"90",99702,1038,98,"BA",25,48,30,1.5,22.5
"91",99702,1038,98,"C",48,152,25,0.25,12.5
"92",1691737,1038,99,"A",0,38,23.5,3,25
"93",1691737,1038,99,"AC",38,48,25.5,1.5,22.5
"94",1691737,1038,99,"C",48,152,25.5,0.25,12.5
"95",1691737,1038,1,"H1",0,203,NA,NA,NA
"96",1700046,1038,100,"A",0,30,23.5,3,25
"97",1700046,1038,100,"C",30,107,19.5,0.75,12.5
"98",1700046,1038,100,"2C",107,203,4,0.25,2.5
"99",1699312,1073,100,"An",0,13,18.5,3,16
"100",1699312,1073,100,"Cng1",13,102,11.5,1.25,9.5
"101",1699312,1073,100,"Cg2",102,152,2.5,0.25,2
"102",1150655,1110,100,"A",0,13,23.5,1,13
"103",1150655,1110,100,"C",13,152,26,0.5,14.5
"104",1152006,1110,100,"A",0,13,23.5,1,13
"105",1152006,1110,100,"C",13,152,26,0.5,14.5
"106",1151968,1122,100,"A",0,30,20.5,2,12
"107",1151968,1122,100,"C",30,152,24,0.8,12.5
"108",1152008,1122,100,"A",0,28,20.5,1.5,12
"109",1152008,1122,100,"C",28,152,24,0.8,12.5
"110",1152060,1122,100,"A",0,28,20.5,1.5,12
"111",1152060,1122,100,"C",28,152,27,0.8,12.5
"112",1152302,1122,100,"A",0,28,20.5,2,12
"113",1152302,1122,100,"C",28,152,24,0.8,12.5
"114",1152302,1122,NA,"A",0,38,27.5,1.5,14.5
"115",1152302,1122,NA,"C",38,91,8,0.3,5
"116",1152387,1122,100,"A",0,28,20.5,2,12
"117",1152387,1122,100,"C",28,152,24,0.8,12.5
"118",1150505,1124,95,"A",0,30,21,2.5,17.2
"119",1150505,1124,95,"Bk",30,65,24,0.5,16.2
"120",1150505,1124,95,"C",65,200,24,0.5,16.2
"121",1150505,1124,5,"A",0,30,23,2.5,18.7
"122",1150505,1124,5,"C",30,200,24,0.8,18.7
"123",772972,1125,100,"A",0,48,20.5,2.5,12.5
"124",772972,1125,100,"C",48,152,24,0.5,12.5
"125",772972,1125,0,"H1",0,152,NA,NA,NA
"126",1150454,1125,100,"A",0,48,20.5,2.5,12.5
"127",1150454,1125,100,"C",48,152,24,0.5,12.5
"128",1150454,1125,0,"H1",0,152,NA,NA,NA
"129",1150565,1125,100,"A",0,48,20.5,2.5,12.5
"130",1150565,1125,100,"C",48,152,24,0.5,12.5
"131",1150565,1125,0,"H1",0,152,NA,NA,NA
"132",1150658,1125,100,"A",0,33,20.5,2.5,12.5
"133",1150658,1125,100,"C",33,152,24,0.3,12.5
"134",1150658,1125,0,"H1",0,152,NA,NA,NA
"135",1150834,1125,100,"A",0,33,20.5,2.5,12.5
"136",1150834,1125,100,"C",33,152,24,0.3,12.5
"137",1150834,1125,0,"H1",0,152,NA,NA,NA
"138",1151970,1125,100,"A",0,33,20.5,2.5,12.5
"139",1151970,1125,100,"C",33,152,24,0.3,12.5
"140",1151970,1125,0,"H1",0,152,NA,NA,NA
"141",1152303,1125,100,"A",0,41,20.5,1.5,12
"142",1152303,1125,100,"C",41,152,24,0.5,12.5
"143",1152303,1125,0,"H1",0,152,NA,NA,NA
"144",1382005,1125,100,"Ap",0,20,25,2.5,17
"145",1382005,1125,100,"A",20,36,25,2,16
"146",1382005,1125,100,"AC",36,56,25,0.5,13
"147",1382005,1125,100,"C",56,152,25,0.5,13
"148",1382005,1125,0,"H1",0,152,NA,NA,NA
"149",1149989,1138,100,"A",0,48,22.5,2.5,13
"150",1149989,1138,100,"C",48,152,26.5,1,14
"151",1149989,1138,0,"H1",0,152,NA,NA,NA
"152",1150662,1138,100,"A",0,48,22.5,2.5,13
"153",1150662,1138,100,"C",48,152,26.5,1,14
"154",1150662,1138,0,"H1",0,152,NA,NA,NA
"155",1152012,1140,100,"A",0,28,22.5,2,12.5
"156",1152012,1140,100,"C",28,152,26.5,0.8,14
"157",1150568,1141,100,"A",0,46,31,2.5,17.5
"158",1150568,1141,100,"C",46,152,26.5,1,14
"159",1150568,1141,0,"H1",0,152,NA,NA,NA
"160",772974,1142,100,"A",0,36,22.5,2.5,13
"161",772974,1142,100,"C",36,152,28.5,1,14
"162",772974,1142,0,"H1",0,152,NA,NA,NA
"163",1149990,1142,100,"A",0,36,22.5,2.5,13
"164",1149990,1142,100,"C",36,152,27.5,1,14
"165",1149990,1142,0,"H1",0,152,NA,NA,NA
"166",1150790,1142,100,"A",0,36,22.5,2.5,13
"167",1150790,1142,100,"C",36,152,27.5,1,14
"168",1150790,1142,0,"H1",0,152,NA,NA,NA
"169",1699462,1182,100,"Ak",0,28,20,1.25,15
"170",1699462,1182,100,"Ck1",28,64,13,0.25,10
"171",1699462,1182,100,"2Ckg2",64,152,2.5,0.25,3
"172",1699434,1197,100,"Ak",0,28,21,2,17.5
"173",1699434,1197,100,"Ck1",28,86,9,0.75,5.5
"174",1699434,1197,100,"Ckg2",86,152,11.5,0.25,8
"175",1699435,1198,100,"A",0,30,7,1.25,15
"176",1699435,1198,100,"ACk",30,99,13,1,8
"177",1699435,1198,100,"Ckg",99,152,2.5,0.5,5
"178",1150526,1215,100,"A",0,20,21,0.5,11.5
"179",1150526,1215,100,"AC",20,81,27.5,0.25,14
"180",1150526,1215,100,"C",81,152,3,0.1,1.5
"181",1150526,1215,NA,"A",0,38,27.5,1.5,14.5
"182",1150526,1215,NA,"C",38,91,8,0.3,5
"183",1699293,1305,100,"A",0,36,13.5,2,15
"184",1699293,1305,100,"ACk",36,69,11.5,0.75,12.5
"185",1699293,1305,100,"Ck",69,152,6.5,0.75,12.5
"186",1699286,1326,100,"Ap",0,18,12,2,9.9
"187",1699286,1326,100,"A",18,25,12,2,9.9
"188",1699286,1326,100,"Bw",25,48,12,0.75,8.8
"189",1699286,1326,100,"C",48,200,12,0.75,8
"190",1152299,1327,95,"Ap",0,25,15,2,12.4
"191",1152299,1327,95,"Bw",25,56,14,0.75,11.1
"192",1152299,1327,95,"C",56,200,13,0.3,8.5
"193",1152299,1327,5,"Ap",0,28,30,2,23.8
"194",1152299,1327,5,"C",28,200,24,0.75,16.4
"195",1699287,1327,91,"Ap",0,18,12,2,9.9
"196",1699287,1327,91,"A",18,33,12,2,9.9
"197",1699287,1327,91,"Bw",33,56,12,0.75,8
"198",1699287,1327,91,"C",56,200,12,0.75,8
"199",1699287,1327,5,"Ap",0,18,24,3,20.4
"200",1699287,1327,5,"Bw1",18,46,28,3,23.5
"201",1699287,1327,5,"Bw2",46,89,12,0.75,10.4
"202",1699287,1327,5,"Bk",89,200,10,0.5,6.3
"203",1699287,1327,3,"A",0,8,10,0.75,6.9
"204",1699287,1327,3,"2C1",8,15,2,0.25,0.1
"205",1699287,1327,3,"3C2",15,200,2,0.25,0.1
"206",1699287,1327,1,"A",0,28,16,1.5,14
"207",1699287,1327,1,"2C",28,142,6,0.75,5.2
"208",1699287,1327,1,"3Cr",142,152,0,NA,NA
"209",1699287,1327,1,"3R",152,162,0,NA,NA
"210",1151967,1344,100,"A",0,48,10,2,6.5
"211",1151967,1344,100,"C",48,152,24,0.3,12.5
"212",1150504,1345,100,"A",0,46,20.5,2.5,12.5
"213",1150504,1345,100,"C",46,152,24,0.5,12.5
"214",1150657,1345,100,"A",0,46,20.5,2.5,12.5
"215",1150657,1345,100,"C",46,152,24,0.5,12.5
"216",1151969,1345,100,"A",0,20,20.5,2,12
"217",1151969,1345,100,"C",20,152,24,0.8,12.5
"218",1152009,1345,100,"A",0,20,20.5,2,12
"219",1152009,1345,100,"C",20,152,24,0.8,12.5
"220",1699233,1355,95,"Ap",0,25,15,2,13.2
"221",1699233,1355,95,"A",25,46,15,0.75,12.7
"222",1699233,1355,95,"C",46,200,12,0.25,7.7
"223",1699233,1355,5,"Ap",0,15,15,3,11.1
"224",1699233,1355,5,"A",15,35,13,2,6.7
"225",1699233,1355,5,"AC",35,65,11,0.5,6.4
"226",1699233,1355,5,"C",65,200,9,0.4,6.2
"227",1699290,1355,95,"Ap",0,25,15,2,13.2
"228",1699290,1355,95,"A",25,46,15,0.75,12.7
"229",1699290,1355,95,"C",46,200,12,0.25,7.7
"230",1699290,1355,5,"Ap",0,15,15,3,11.1
"231",1699290,1355,5,"A",15,35,13,2,6.7
"232",1699290,1355,5,"AC",35,65,11,0.5,6.4
"233",1699290,1355,5,"C",65,200,9,0.4,6.2
"234",2219061,1355,95,"Ap",0,25,15,2,13.2
"235",2219061,1355,95,"A",25,46,15,0.75,12.7
"236",2219061,1355,95,"C",46,200,12,0.25,7.7
"237",2219061,1355,5,"Ap",0,15,15,3,11.1
"238",2219061,1355,5,"A",15,35,13,2,6.7
"239",2219061,1355,5,"AC",35,65,11,0.5,6.4
"240",2219061,1355,5,"C",65,200,9,0.4,6.2
"241",1699234,1356,100,"A",0,33,15,2,14
"242",1699234,1356,100,"ACk",33,58,11.5,0.75,7.5
"243",1699234,1356,100,"Ck",58,152,11.5,0.75,7.5
"244",1699291,1356,99,"A",0,38,15,2,14
"245",1699291,1356,99,"ACk",38,69,11.5,0.75,7.5
"246",1699291,1356,99,"Ck",69,152,11.5,0.75,7.5
"247",1699291,1356,1,"A",0,203,NA,NA,NA
"248",1699235,1357,100,"A",0,33,15,2,14
"249",1699235,1357,100,"ACk",33,58,11.5,0.75,7.5
"250",1699235,1357,100,"Ck",58,152,11.5,0.75,7.5
"251",1699292,1357,100,"A",0,33,15,2,14
"252",1699292,1357,100,"ACk",33,69,11.5,0.75,7.5
"253",1699292,1357,100,"Ck",69,152,11.5,0.75,7.5
"254",2219062,1357,100,"A",0,33,15,2,14
"255",2219062,1357,100,"ACk",33,69,11.5,0.75,7.5
"256",2219062,1357,100,"Ck",69,152,11.5,0.75,7.5
"257",2509171,1360,80,"Ap",0,20,18,1.8,17.3
"258",2509171,1360,80,"Bt",20,46,34,1,21
"259",2509171,1360,80,"Btkny",46,120,38,0.4,18
"260",2509171,1360,80,"Bkny",120,133,36,0.3,18.6
"261",2509171,1360,80,"2Btkny",133,200,54,0.1,21
"262",2509171,1360,15,"Ap",0,20,22,2,22
"263",2509171,1360,15,"Btky",20,61,31,0.9,19
"264",2509171,1360,15,"Bky",61,142,22,0.5,15
"265",2509171,1360,15,"Bk",142,200,24,0.7,25
"266",2509171,1360,5,"Ap",0,43,20,1.5,11
"267",2509171,1360,5,"Bt",43,89,30,1,15.5
"268",2509171,1360,5,"Bk",89,152,22,0.5,12
"269",2509171,1360,5,"C",152,200,21,0.5,11
"270",2509175,1360,80,"Ap",0,20,18,1.8,17.3
"271",2509175,1360,80,"Bt",20,46,34,1,21
"272",2509175,1360,80,"Btkny",46,120,38,0.4,18
"273",2509175,1360,80,"Bkny",120,133,36,0.3,18.6
"274",2509175,1360,80,"2Btkny",133,200,54,0.1,21
"275",2509175,1360,15,"Ap",0,20,22,2,22
"276",2509175,1360,15,"Btky",20,61,31,0.9,19
"277",2509175,1360,15,"Bky",61,142,22,0.5,15
"278",2509175,1360,15,"Bk",142,200,24,0.7,25
"279",2509175,1360,5,"Ap",0,43,20,1.5,11
"280",2509175,1360,5,"Bt",43,89,30,1,15.5
"281",2509175,1360,5,"Bk",89,152,22,0.5,12
"282",2509175,1360,5,"C",152,200,21,0.5,11
"283",2509172,1375,80,"Ap",0,20,22,2,22
"284",2509172,1375,80,"Btky",20,61,31,0.9,19
"285",2509172,1375,80,"Bky",61,142,22,0.5,15
"286",2509172,1375,80,"Bk",142,200,24,0.7,25
"287",2509172,1375,10,"Ap",0,25,19,1.5,21
"288",2509172,1375,10,"Bw",25,78,28,0.9,20
"289",2509172,1375,10,"Bk",78,200,22,0.3,12
"290",2509172,1375,8,"Ap",0,5,21,1.5,12
"291",2509172,1375,8,"Bt",5,23,26,1.5,10.5
"292",2509172,1375,8,"Btk",23,86,24,0.6,10.5
"293",2509172,1375,8,"Bk",86,163,19,0.6,8
"294",2509172,1375,8,"C",163,200,15,0.5,8
"295",2509172,1375,2,"Ap",0,20,18,1.8,17.3
"296",2509172,1375,2,"Bt",20,46,34,1,21
"297",2509172,1375,2,"Btkny",46,120,38,0.4,18
"298",2509172,1375,2,"Bkny",120,133,36,0.3,18.6
"299",2509172,1375,2,"2Btkny",133,200,54,0.1,21
"300",2509176,1375,80,"Ap",0,20,22,2,22
"301",2509176,1375,80,"Btky",20,61,31,0.9,19
"302",2509176,1375,80,"Bky",61,142,22,0.5,15
"303",2509176,1375,80,"Bk",142,200,24,0.7,25
"304",2509176,1375,10,"Ap",0,25,19,1.5,21
"305",2509176,1375,10,"Bw",25,78,28,0.9,20
"306",2509176,1375,10,"Bk",78,200,22,0.3,12
"307",2509176,1375,8,"Ap",0,5,21,1.5,12
"308",2509176,1375,8,"Bt",5,23,26,1.5,10.5
"309",2509176,1375,8,"Btk",23,86,24,0.6,10.5
"310",2509176,1375,8,"Bk",86,163,19,0.6,8
"311",2509176,1375,8,"C",163,200,15,0.5,8
"312",2509176,1375,2,"Ap",0,20,18,1.8,17.3
"313",2509176,1375,2,"Bt",20,46,34,1,21
"314",2509176,1375,2,"Btkny",46,120,38,0.4,18
"315",2509176,1375,2,"Bkny",120,133,36,0.3,18.6
"316",2509176,1375,2,"2Btkny",133,200,54,0.1,21
"317",2509173,1377,45,"Ap",0,20,22,2,22
"318",2509173,1377,45,"Ap",0,25,19,1.5,21
"319",2509173,1377,45,"Btky",20,61,31,0.9,19
"320",2509173,1377,45,"Bw",25,78,28,0.9,20
"321",2509173,1377,45,"Bky",61,142,22,0.5,15
"322",2509173,1377,45,"Bk",78,200,22,0.3,12
"323",2509173,1377,45,"Bk",142,200,24,0.7,25
"324",2509173,1377,10,"Ap",0,5,21,1.5,12
"325",2509173,1377,10,"Bt",5,23,26,1.5,10.5
"326",2509173,1377,10,"Btk",23,86,24,0.6,10.5
"327",2509173,1377,10,"Bk",86,163,19,0.6,8
"328",2509173,1377,10,"C",163,200,15,0.5,8
"329",2509178,1378,70,"Ap",0,20,22,2,22
"330",2509178,1378,70,"Btky",20,61,31,0.9,19
"331",2509178,1378,70,"Bky",61,142,22,0.5,15
"332",2509178,1378,70,"Bk",142,200,24,0.7,25
"333",2509178,1378,30,"Ap",0,20,21,2,11.5
"334",2509178,1378,30,"Bt",20,89,30,1,15.5
"335",2509178,1378,30,"Bk",89,152,22,0.5,12
"336",2509178,1378,30,"C",152,200,21,0.5,11
"337",1699297,1414,90,"A",0,20,15,0.75,11.9
"338",1699297,1414,90,"C",20,200,7,0.5,3.8
"339",1699297,1414,5,"A",0,46,6,0.75,3.4
"340",1699297,1414,5,"A",0,33,21,2,17
"341",1699297,1414,5,"Bk",33,71,25,0.8,18.7
"342",1699297,1414,5,"C1",46,163,6,0.25,3.1
"343",1699297,1414,5,"C",71,200,21,0.5,15.4
"344",1699297,1414,5,"C2",163,200,3,0,2
"345",1150457,1422,98,"Ap",0,34,21,2,17.9
"346",1150457,1422,98,"Bt",34,82,30,1.3,22.6
"347",1150457,1422,98,"Bk",82,122,22,0.7,14.7
"348",1150457,1422,98,"C",122,200,22,0.7,14.7
"349",1150457,1422,1,"Ap",0,13,35,3,27.8
"350",1150457,1422,1,"Ap",0,23,32,2.4,25.4
"351",1150457,1422,1,"Bt1",13,23,41,2,31.4
"352",1150457,1422,1,"Bt2",23,97,45,1.5,33.8
"353",1150457,1422,1,"Bt1",23,102,41,1.6,31
"354",1150457,1422,1,"Bw",97,137,35,0.8,26.6
"355",1150457,1422,1,"Bt2",102,137,43,0.6,31
"356",1150457,1422,1,"C",137,200,25,0.3,19.3
"357",1150457,1422,1,"Bk",137,200,26,0.3,21.1
"358",1150518,1422,98,"Ap",0,34,21,2,17.9
"359",1150518,1422,98,"Bt",34,82,30,1.3,22.6
"360",1150518,1422,98,"Bk",82,122,22,0.7,14.7
"361",1150518,1422,98,"C",122,200,22,0.7,14.7
"362",1150518,1422,1,"Ap",0,13,35,3,27.8
"363",1150518,1422,1,"Ap",0,23,32,2.4,25.4
"364",1150518,1422,1,"Bt1",13,23,41,2,31.4
"365",1150518,1422,1,"Bt2",23,97,45,1.5,33.8
"366",1150518,1422,1,"Bt1",23,102,41,1.6,31
"367",1150518,1422,1,"Bw",97,137,35,0.8,26.6
"368",1150518,1422,1,"Bt2",102,137,43,0.6,31
"369",1150518,1422,1,"C",137,200,25,0.3,19.3
"370",1150518,1422,1,"Bk",137,200,26,0.3,21.1
"371",1151976,1422,98,"Ap",0,34,21,2,17.9
"372",1151976,1422,98,"Bt",34,82,30,1.3,22.6
"373",1151976,1422,98,"Bk",82,122,22,0.7,14.7
"374",1151976,1422,98,"C",122,200,22,0.7,14.7
"375",1151976,1422,1,"Ap",0,13,35,3,27.8
"376",1151976,1422,1,"Ap",0,23,32,2.4,25.4
"377",1151976,1422,1,"Bt1",13,23,41,2,31.4
"378",1151976,1422,1,"Bt2",23,97,45,1.5,33.8
"379",1151976,1422,1,"Bt1",23,102,41,1.6,31
"380",1151976,1422,1,"Bw",97,137,35,0.8,26.6
"381",1151976,1422,1,"Bt2",102,137,43,0.6,31
"382",1151976,1422,1,"C",137,200,25,0.3,19.3
"383",1151976,1422,1,"Bk",137,200,26,0.3,21.1
"384",1151978,1438,100,"A",0,41,23.5,1.5,12.5
"385",1151978,1438,100,"Bw",41,61,25.5,0.7,13
"386",1151978,1438,100,"C",61,152,27.5,0.4,13
"387",1152019,1438,100,"A",0,41,23.5,1.5,12.5
"388",1152019,1438,100,"Bw",41,61,25.5,0.7,13
"389",1152019,1438,100,"C",61,152,27.5,0.4,13
"390",1150102,1520,30,"A",0,8,21,1.25,12
"391",1150102,1520,30,"C",8,152,26.5,0.5,14
"392",1150832,1520,30,"A",0,8,21,1.25,12
"393",1150832,1520,30,"C",8,152,26.5,0.5,14
"394",1699237,1531,100,"A",0,15,11,1.25,15
"395",1699237,1531,100,"Ck",15,152,12.5,0.75,12.5
"396",1699294,1531,100,"Ap",0,15,11,1.25,15
"397",1699294,1531,100,"Ck",15,152,12.5,0.75,12.5
"398",1699295,1532,100,"A",0,15,11,1.25,15
"399",1699295,1532,100,"Ck",15,152,12.5,0.75,12.5
"400",2219063,1532,100,"A",0,15,11,1.25,15
"401",2219063,1532,100,"Ck",15,152,12.5,0.75,12.5
"402",2219371,1532,100,"A",0,15,11,1.25,15
"403",2219371,1532,100,"Ck",15,152,12.5,0.75,12.5
"404",1699238,1534,100,"A",0,15,11,1.25,15
"405",1699238,1534,100,"Ck",15,152,12.5,0.75,12.5
"406",2219340,1534,100,"A",0,15,11,1.25,15
"407",2219340,1534,100,"Ck",15,152,12.5,0.75,12.5
"408",2219757,1534,100,"A",0,15,11,1.25,15
"409",2219757,1534,100,"Ck",15,152,12.5,0.75,12.5
"410",772970,1560,100,"Ap",0,16,21,2.5,17.2
"411",772970,1560,100,"A",16,25,21,2,17
"412",772970,1560,100,"Bk",25,63,24,0.5,16.2
"413",772970,1560,100,"C",63,200,21,0.5,14
"414",1149986,1560,100,"Ap",0,16,21,2.5,17.2
"415",1149986,1560,100,"A",16,25,21,2,17
"416",1149986,1560,100,"Bk",25,63,24,0.5,16.2
"417",1149986,1560,100,"C",63,200,21,0.5,14
"418",1150564,1560,100,"Ap",0,16,21,2.5,17.2
"419",1150564,1560,100,"A",16,25,21,2,17
"420",1150564,1560,100,"Bk",25,63,24,0.5,16.2
"421",1150564,1560,100,"C",63,200,21,0.5,14
"422",1152388,1562,100,"A",0,56,29.5,2,16
"423",1152388,1562,100,"C",56,152,27,0.8,12.5
"424",1150508,1565,100,"A",0,13,16,2,9
"425",1150508,1565,100,"C",13,30,18.5,0.75,9.5
"426",1150508,1565,100,"Cr",30,40,NA,NA,NA
"427",1150508,1565,0,"H1",0,152,NA,NA,NA
"428",1150510,1579,95,"A",0,13,21,1,15.1
"429",1150510,1579,95,"Bk",13,38,21,0.3,13.7
"430",1150510,1579,95,"C",38,200,22,0.3,12.9
"431",1150510,1579,3,"Ap",0,28,19,2,16.3
"432",1150510,1579,3,"Bw",28,51,26,0.7,19.3
"433",1150510,1579,3,"C",51,200,22,0.5,16.2
"434",1150510,1579,2,"Ap",0,34,21,2,17.9
"435",1150510,1579,2,"Bt",34,82,30,1.3,22.6
"436",1150510,1579,2,"Bk",82,122,22,0.7,14.7
"437",1150510,1579,2,"C",122,200,22,0.7,14.7
"438",1150510,1579,0,"Ap",0,15,34,2.2,26.9
"439",1150510,1579,0,"Bt1",15,70,42,1.5,31.8
"440",1150510,1579,0,"Bt2",70,132,35,0.8,26.6
"441",1150510,1579,0,"C",132,200,28,0.6,20.4
"442",772979,1580,88,"A",0,13,21,1.25,15.2
"443",772979,1580,88,"AC",13,51,21,0.75,14.2
"444",772979,1580,88,"C",51,200,21,0.3,12.9
"445",772979,1580,8,"Ap",0,16,21,3,17.3
"446",772979,1580,8,"A",16,33,21,2,17
"447",772979,1580,8,"Bk",33,71,25,0.8,18.7
"448",772979,1580,8,"C",71,200,21,0.5,15.4
"449",772979,1580,4,"A",0,20,20,2,16.3
"450",772979,1580,4,"Bw",20,48,24,0.9,16.9
"451",772979,1580,4,"Bk",48,200,20,0.5,14
"452",772979,1580,0,"Ap",0,15,34,2.2,26.9
"453",772979,1580,0,"Bt1",15,70,42,1.5,31.8
"454",772979,1580,0,"Bt2",70,132,35,0.8,26.6
"455",772979,1580,0,"C",132,200,28,0.6,20.4
"456",1149991,1580,88,"A",0,13,21,1.25,15.2
"457",1149991,1580,88,"AC",13,51,21,0.75,14.2
"458",1149991,1580,88,"C",51,200,21,0.3,12.9
"459",1149991,1580,8,"Ap",0,16,21,3,17.3
"460",1149991,1580,8,"A",16,33,21,2,17
"461",1149991,1580,8,"Bk",33,71,25,0.8,18.7
"462",1149991,1580,8,"C",71,200,21,0.5,15.4
"463",1149991,1580,4,"A",0,20,20,2,16.3
"464",1149991,1580,4,"Bw",20,48,24,0.9,16.9
"465",1149991,1580,4,"Bk",48,200,20,0.5,14
"466",1149991,1580,0,"Ap",0,15,34,2.2,26.9
"467",1149991,1580,0,"Bt1",15,70,42,1.5,31.8
"468",1149991,1580,0,"Bt2",70,132,35,0.8,26.6
"469",1149991,1580,0,"C",132,200,28,0.6,20.4
"470",1150456,1580,88,"A",0,13,21,1.25,15.2
"471",1150456,1580,88,"AC",13,51,21,0.75,14.2
"472",1150456,1580,88,"C",51,200,21,0.3,12.9
"473",1150456,1580,8,"Ap",0,16,21,3,17.3
"474",1150456,1580,8,"A",16,33,21,2,17
