"","mukey","musym","comppct_r","hzname","hzdept_r","hzdepb_r","claytotal_r","om_r","cec7_r"
"36591",1692022,4147,100,"Bt",15,53,31.5,0.75,22.5
"36592",1692022,4147,100,"C",53,152,23.5,0.25,16.5
"36593",2216116,4147,100,"Ap",0,15,31.5,1.25,25
"36594",2216116,4147,100,"Bt",15,53,31.5,0.75,22.5
"36595",2216116,4147,100,"C",53,152,23.5,0.25,16.5
"36596",2218753,4147,100,"Ap",0,15,31.5,1.25,25
"36597",2218753,4147,100,"Bt",15,53,31.5,0.75,22.5
"36598",2218753,4147,100,"C",53,152,23.5,0.25,16.5
"36599",1692023,4148,100,"Ap",0,15,31.5,1.25,25
"36600",1692023,4148,100,"Bt",15,51,31.5,0.75,22.5
"36601",1692023,4148,100,"C",51,152,23.5,0.25,16.5
"36602",2216117,4148,100,"Ap",0,15,31.5,1.25,25
"36603",2216117,4148,100,"Bt",15,51,31.5,0.75,22.5
"36604",2216117,4148,100,"C",51,152,23.5,0.25,16.5
"36605",1691739,4149,65,"Ap",0,18,23.5,3,20
"36606",1691739,4149,65,"Bt",18,43,31.5,1.25,22.5
"36607",1691739,4149,65,"BC",43,61,25,0.25,17.5
"36608",1691739,4149,65,"C",61,152,23.5,0.25,16.5
"36609",1691739,4149,35,"A",0,10,21,1.5,16.5
"36610",1691739,4149,35,"C",10,203,21,0.75,15.5
"36611",1387179,4150,85,"A1",0,20,24,3,20.4
"36612",1387179,4150,85,"A2",20,61,26,2.5,21.8
"36613",1387179,4150,85,"AC",61,89,26,1.5,20.6
"36614",1387179,4150,85,"C",89,200,25,0.7,19.3
"36615",1387179,4150,15,"A",0,25,33,3,27.9
"36616",1387179,4150,15,"BA",25,41,35,2.5,29.2
"36617",1387179,4150,15,"Bt1",41,71,47,1.5,37.1
"36618",1387179,4150,15,"Bt2",71,109,45,0.8,35.5
"36619",1387179,4150,15,"BC",109,130,42,0.6,31.7
"36620",1387179,4150,15,"C",130,200,40,0.5,30.2
"36621",1387179,4150,0,"A",0,30,33,3,26
"36622",1387179,4150,0,"Bt",30,116,44,1,28
"36623",1387179,4150,0,"BC",116,132,38,0.5,26
"36624",1387179,4150,0,"C",132,200,31,0.3,25
"36625",1472300,4150,85,"A1",0,20,24,3,20.4
"36626",1472300,4150,85,"A2",20,61,26,2.5,21.8
"36627",1472300,4150,85,"AC",61,89,26,1.5,20.6
"36628",1472300,4150,85,"C",89,200,25,0.7,19.3
"36629",1472300,4150,15,"A",0,25,33,3,27.9
"36630",1472300,4150,15,"BA",25,41,35,2.5,29.2
"36631",1472300,4150,15,"Bt1",41,71,47,1.5,37.1
"36632",1472300,4150,15,"Bt2",71,109,45,0.8,35.5
"36633",1472300,4150,15,"BC",109,130,42,0.6,31.7
"36634",1472300,4150,15,"C",130,200,40,0.5,30.2
"36635",1472300,4150,0,"A",0,30,33,3,26
"36636",1472300,4150,0,"Bt",30,116,44,1,28
"36637",1472300,4150,0,"BC",116,132,38,0.5,26
"36638",1472300,4150,0,"C",132,200,31,0.3,25
"36639",1387180,4151,90,"Ap",0,20,24,3,20.4
"36640",1387180,4151,90,"A",20,61,26,2.5,21.8
"36641",1387180,4151,90,"AC",61,89,26,1.5,20.6
"36642",1387180,4151,90,"C",89,200,25,0.7,19.3
"36643",1387180,4151,10,"Ap",0,25,33,3,27.9
"36644",1387180,4151,10,"BA",25,41,35,2.5,29.2
"36645",1387180,4151,10,"Bt1",41,71,47,1.5,37.1
"36646",1387180,4151,10,"Bt2",71,109,45,0.8,35.5
"36647",1387180,4151,10,"BC",109,130,42,0.6,31.7
"36648",1387180,4151,10,"C",130,200,40,0.5,30.2
"36649",1387180,4151,0,"A",0,30,33,3,26
"36650",1387180,4151,0,"Bt",30,116,44,1,28
"36651",1387180,4151,0,"BC",116,132,38,0.5,26
"36652",1387180,4151,0,"C",132,200,31,0.3,25
"36653",1454492,4151,90,"Ap",0,20,24,3,20.4
"36654",1454492,4151,90,"A",20,61,26,2.5,21.8
"36655",1454492,4151,90,"AC",61,89,26,1.5,20.6
"36656",1454492,4151,90,"C",89,200,25,0.7,19.3
"36657",1454492,4151,10,"Ap",0,25,33,3,27.9
"36658",1454492,4151,10,"BA",25,41,35,2.5,29.2
"36659",1454492,4151,10,"Bt1",41,71,47,1.5,37.1
"36660",1454492,4151,10,"Bt2",71,109,45,0.8,35.5
"36661",1454492,4151,10,"BC",109,130,42,0.6,31.7
"36662",1454492,4151,10,"C",130,200,40,0.5,30.2
"36663",1454492,4151,0,"A",0,30,33,3,26
"36664",1454492,4151,0,"Bt",30,116,44,1,28
"36665",1454492,4151,0,"BC",116,132,38,0.5,26
"36666",1454492,4151,0,"C",132,200,31,0.3,25
"36667",1472301,4151,90,"Ap",0,20,24,3,20.4
"36668",1472301,4151,90,"A",20,61,26,2.5,21.8
"36669",1472301,4151,90,"AC",61,89,26,1.5,20.6
"36670",1472301,4151,90,"C",89,200,25,0.7,19.3
"36671",1472301,4151,10,"Ap",0,25,33,3,27.9
"36672",1472301,4151,10,"BA",25,41,35,2.5,29.2
"36673",1472301,4151,10,"Bt1",41,71,47,1.5,37.1
"36674",1472301,4151,10,"Bt2",71,109,45,0.8,35.5
"36675",1472301,4151,10,"BC",109,130,42,0.6,31.7
"36676",1472301,4151,10,"C",130,200,40,0.5,30.2
"36677",1472301,4151,0,"A",0,30,33,3,26
"36678",1472301,4151,0,"Bt",30,116,44,1,28
"36679",1472301,4151,0,"BC",116,132,38,0.5,26
"36680",1472301,4151,0,"C",132,200,31,0.3,25
"36681",1699751,4151,60,"Ap",0,28,23.5,3,20
"36682",1699751,4151,60,"Bt",28,48,31.5,1.25,22.5
"36683",1699751,4151,60,"BC",48,76,27.5,0.25,17.5
"36684",1699751,4151,60,"C",76,152,23.5,0.25,16.5
"36685",1699751,4151,40,"A",0,13,21,1.5,16.5
"36686",1699751,4151,40,"C",13,152,21,1.5,16.5
"36687",2219117,4151,60,"Ap",0,28,23.5,3,20
"36688",2219117,4151,60,"Bt",28,48,31.5,1.25,22.5
"36689",2219117,4151,60,"BC",48,76,27.5,0.25,17.5
"36690",2219117,4151,60,"C",76,152,23.5,0.25,16.5
"36691",2219117,4151,40,"A",0,13,21,1.5,16.5
"36692",2219117,4151,40,"C",13,152,21,1.5,16.5
"36693",2219379,4151,60,"Ap",0,28,23.5,3,20
"36694",2219379,4151,60,"Bt",28,48,31.5,1.25,22.5
"36695",2219379,4151,60,"BC",48,76,27.5,0.25,17.5
"36696",2219379,4151,60,"C",76,152,23.5,0.25,16.5
"36697",2219379,4151,40,"A",0,13,21,1.5,16.5
"36698",2219379,4151,40,"C",13,152,21,1.5,16.5
"36699",1699752,4152,55,"Ap",0,28,23.5,3,20
"36700",1699752,4152,55,"Bt",28,48,31.5,1.25,22.5
"36701",1699752,4152,55,"BC",48,76,27.5,0.25,17.5
"36702",1699752,4152,55,"C",76,152,23.5,0.25,16.5
"36703",1699752,4152,45,"A",0,13,21,1.5,16.5
"36704",1699752,4152,45,"C",13,152,21,1.5,16.5
"36705",2219118,4152,55,"Ap",0,28,23.5,3,20
"36706",2219118,4152,55,"Bt",28,48,31.5,1.25,22.5
"36707",2219118,4152,55,"BC",48,76,27.5,0.25,17.5
"36708",2219118,4152,55,"C",76,152,23.5,0.25,16.5
"36709",2219118,4152,45,"A",0,13,21,1.5,16.5
"36710",2219118,4152,45,"C",13,152,21,1.5,16.5
"36711",2219380,4152,55,"Ap",0,28,23.5,3,20
"36712",2219380,4152,55,"Bt",28,48,31.5,1.25,22.5
"36713",2219380,4152,55,"BC",48,76,27.5,0.25,17.5
"36714",2219380,4152,55,"C",76,152,23.5,0.25,16.5
"36715",2219380,4152,45,"A",0,13,21,1.5,16.5
"36716",2219380,4152,45,"C",13,152,21,1.5,16.5
"36717",2219523,4152,55,"Ap",0,28,23.5,3,20
"36718",2219523,4152,55,"Bt",28,48,31.5,1.25,22.5
"36719",2219523,4152,55,"BC",48,76,27.5,0.25,17.5
"36720",2219523,4152,55,"C",76,152,23.5,0.25,16.5
"36721",2219523,4152,45,"A",0,13,21,1.5,16.5
"36722",2219523,4152,45,"C",13,152,21,1.5,16.5
"36723",1700058,4153,60,"A",0,33,23.5,3,20
"36724",1700058,4153,60,"Bt",33,56,31.5,1.25,22.5
"36725",1700058,4153,60,"BC",56,71,24,0.25,17.5
"36726",1700058,4153,60,"C",71,152,17.5,0.25,16.5
"36727",1700058,4153,40,"A",0,43,21,3,18
"36728",1700058,4153,40,"Bt",43,74,27.5,1.5,21
"36729",1700058,4153,40,"C",74,152,22.5,0.75,16.5
"36730",1692216,4156,50,"A",0,15,23.5,3,20
"36731",1692216,4156,50,"Bt",15,38,31.5,1.25,22.5
"36732",1692216,4156,50,"BC",38,51,27.5,0.25,17.5
"36733",1692216,4156,50,"C",51,152,23.5,0.25,16.5
"36734",1692216,4156,48,"A",0,15,22,2,15
"36735",1692216,4156,48,"Bw",15,38,25,0.75,19.5
"36736",1692216,4156,48,"C",38,152,22.5,0.25,16
"36737",2219357,4156,50,"A",0,15,23.5,3,20
"36738",2219357,4156,50,"Bt",15,38,31.5,1.25,22.5
"36739",2219357,4156,50,"BC",38,51,27.5,0.25,17.5
"36740",2219357,4156,50,"C",51,152,23.5,0.25,16.5
"36741",2219357,4156,48,"A",0,15,22,2,15
"36742",2219357,4156,48,"Bw",15,38,25,0.75,19.5
"36743",2219357,4156,48,"C",38,152,22.5,0.25,16
"36744",2219435,4156,50,"A",0,15,23.5,3,20
"36745",2219435,4156,50,"Bt",15,38,31.5,1.25,22.5
"36746",2219435,4156,50,"BC",38,51,27.5,0.25,17.5
"36747",2219435,4156,50,"C",51,152,23.5,0.25,16.5
"36748",2219435,4156,48,"A",0,15,22,2,15
"36749",2219435,4156,48,"Bw",15,38,25,0.75,19.5
"36750",2219435,4156,48,"C",38,152,22.5,0.25,16
"36751",2219475,4156,50,"A",0,15,23.5,3,20
"36752",2219475,4156,50,"Bt",15,38,31.5,1.25,22.5
"36753",2219475,4156,50,"BC",38,51,27.5,0.25,17.5
"36754",2219475,4156,50,"C",51,152,23.5,0.25,16.5
"36755",2219475,4156,48,"A",0,15,22,2,15
"36756",2219475,4156,48,"Bw",15,38,25,0.75,19.5
"36757",2219475,4156,48,"C",38,152,22.5,0.25,16
"36758",1692217,4157,60,"A",0,20,23.5,3,20
"36759",1692217,4157,60,"Bt",20,28,31.5,1.25,22.5
"36760",1692217,4157,60,"BC",28,36,27.5,0.25,17.5
"36761",1692217,4157,60,"C",36,152,23.5,0.25,16.5
"36762",1692217,4157,40,"A",0,13,22,2,15
"36763",1692217,4157,40,"Bw",13,23,25,0.75,19.5
"36764",1692217,4157,40,"C",23,152,22.5,0.25,16
"36765",2219358,4157,60,"A",0,20,23.5,3,20
"36766",2219358,4157,60,"Bt",20,28,31.5,1.25,22.5
"36767",2219358,4157,60,"BC",28,36,27.5,0.25,17.5
"36768",2219358,4157,60,"C",36,152,23.5,0.25,16.5
"36769",2219358,4157,40,"A",0,13,22,2,15
"36770",2219358,4157,40,"Bw",13,23,25,0.75,19.5
"36771",2219358,4157,40,"C",23,152,22.5,0.25,16
"36772",2219436,4157,60,"A",0,20,23.5,3,20
"36773",2219436,4157,60,"Bt",20,28,31.5,1.25,22.5
"36774",2219436,4157,60,"BC",28,36,27.5,0.25,17.5
"36775",2219436,4157,60,"C",36,152,23.5,0.25,16.5
"36776",2219436,4157,40,"A",0,13,22,2,15
"36777",2219436,4157,40,"Bw",13,23,25,0.75,19.5
"36778",2219436,4157,40,"C",23,152,22.5,0.25,16
"36779",2219476,4157,60,"A",0,20,23.5,3,20
"36780",2219476,4157,60,"Bt",20,28,31.5,1.25,22.5
"36781",2219476,4157,60,"BC",28,36,27.5,0.25,17.5
"36782",2219476,4157,60,"C",36,152,23.5,0.25,16.5
"36783",2219476,4157,40,"A",0,13,22,2,15
"36784",2219476,4157,40,"Bw",13,23,25,0.75,19.5
"36785",2219476,4157,40,"C",23,152,22.5,0.25,16
"36786",2228818,4157,60,"A",0,20,23.5,3,20
"36787",2228818,4157,60,"Bt",20,28,31.5,1.25,22.5
"36788",2228818,4157,60,"BC",28,36,27.5,0.25,17.5
"36789",2228818,4157,60,"C",36,152,23.5,0.25,16.5
"36790",2228818,4157,40,"A",0,13,22,2,15
"36791",2228818,4157,40,"Bw",13,23,25,0.75,19.5
"36792",2228818,4157,40,"C",23,152,22.5,0.25,16
"36793",1691970,4160,80,"A",0,20,26,6,21
"36794",1691970,4160,80,"AC",20,33,28,3,20.4
"36795",1691970,4160,80,"C",33,41,29,0.75,17.1
"36796",1691970,4160,80,"Cr",41,100,NA,NA,NA
"36797",1691970,4160,20,"R",0,200,NA,NA,NA
"36798",2229076,4160,80,"A",0,20,26,6,21
"36799",2229076,4160,80,"AC",20,33,28,3,20.4
"36800",2229076,4160,80,"C",33,41,29,0.75,17.1
"36801",2229076,4160,80,"Cr",41,100,NA,NA,NA
"36802",2229076,4160,20,"R",0,200,NA,NA,NA
"36803",1691812,4161,80,"A",0,20,25,6,20.2
"36804",1691812,4161,80,"AC",20,33,28,3,20.4
"36805",1691812,4161,80,"C",33,41,29,0.75,17.1
"36806",1691812,4161,80,"Cr",41,100,NA,NA,NA
"36807",1691812,4161,10,"R",0,200,NA,NA,NA
"36808",1691812,4161,10,"A",0,25,30,2,22.6
"36809",1691812,4161,10,"Bk",25,58,36,0.8,14.1
"36810",1691812,4161,10,"BC",58,91,36,0.6,12.1
"36811",1691812,4161,10,"Cr",91,116,NA,NA,NA
"36812",1692027,4161,80,"A",0,20,25,6,20.2
"36813",1692027,4161,80,"AC",20,33,28,3,20.4
"36814",1692027,4161,80,"C",33,41,29,0.75,17.1
"36815",1692027,4161,80,"Cr",41,100,NA,NA,NA
"36816",1692027,4161,10,"R",0,200,NA,NA,NA
"36817",1692027,4161,10,"A",0,25,30,2,22.6
"36818",1692027,4161,10,"Bk",25,58,36,0.8,14.1
"36819",1692027,4161,10,"BC",58,91,36,0.6,12.1
"36820",1692027,4161,10,"Cr",91,116,NA,NA,NA
"36821",1692082,4161,80,"A",0,20,25,6,20.2
"36822",1692082,4161,80,"AC",20,33,28,3,20.4
"36823",1692082,4161,80,"C",33,41,29,0.75,17.1
"36824",1692082,4161,80,"Cr",41,100,NA,NA,NA
"36825",1692082,4161,10,"R",0,200,NA,NA,NA
"36826",1692082,4161,10,"A",0,25,30,2,22.6
"36827",1692082,4161,10,"Bk",25,58,36,0.8,14.1
"36828",1692082,4161,10,"BC",58,91,36,0.6,12.1
"36829",1692082,4161,10,"Cr",91,116,NA,NA,NA
"36830",2218732,4161,80,"A",0,20,25,6,20.2
"36831",2218732,4161,80,"AC",20,33,28,3,20.4
"36832",2218732,4161,80,"C",33,41,29,0.75,17.1
"36833",2218732,4161,80,"Cr",41,100,NA,NA,NA
"36834",2218732,4161,10,"R",0,200,NA,NA,NA
"36835",2218732,4161,10,"A",0,25,30,2,22.6
"36836",2218732,4161,10,"Bk",25,58,36,0.8,14.1
"36837",2218732,4161,10,"BC",58,91,36,0.6,12.1
"36838",2218732,4161,10,"Cr",91,116,NA,NA,NA
"36839",1692429,4162,75,"A",0,20,26,6,21
"36840",1692429,4162,75,"AC",20,33,28,3,20.4
"36841",1692429,4162,75,"C",33,41,29,0.75,17.1
"36842",1692429,4162,75,"Cr",41,100,NA,NA,NA
"36843",1692429,4162,25,"R",0,200,NA,NA,NA
"36844",2219214,4162,75,"A",0,20,26,6,21
"36845",2219214,4162,75,"AC",20,33,28,3,20.4
"36846",2219214,4162,75,"C",33,41,29,0.75,17.1
"36847",2219214,4162,75,"Cr",41,100,NA,NA,NA
"36848",2219214,4162,25,"R",0,200,NA,NA,NA
"36849",1691109,4166,60,"A",0,20,30,6,24.1
"36850",1691109,4166,60,"AC",20,33,28,3,20.4
"36851",1691109,4166,60,"C",33,41,29,0.75,17.1
"36852",1691109,4166,60,"Cr",41,100,NA,NA,NA
"36853",1691109,4166,25,"A1",0,13,35,4,28.1
"36854",1691109,4166,25,"A2",13,18,37,3.5,29.4
"36855",1691109,4166,25,"R",18,200,NA,NA,NA
"36856",1691109,4166,5,"A",0,20,32,4,26.8
"36857",1691109,4166,5,"R",0,200,NA,NA,NA
"36858",1691109,4166,5,"A1",0,23,26,3,21.9
"36859",1691109,4166,5,"Bt1",20,40,45,3,36
"36860",1691109,4166,5,"A2",23,56,26,2.5,21.8
"36861",1691109,4166,5,"Bt2",40,66,46,0.9,35
"36862",1691109,4166,5,"AB",56,71,29,2,23.8
"36863",1691109,4166,5,"2Btk",66,85,48,0.7,36
"36864",1691109,4166,5,"Bt",71,135,31,1,24.6
"36865",1691109,4166,5,"2BCk",85,99,38,0.7,29.2
"36866",1691109,4166,5,"2Cr",99,124,NA,NA,NA
"36867",1691109,4166,5,"BC",135,164,28,0.5,21.9
"36868",1691109,4166,5,"C",164,200,27,0.3,20.7
"36869",1691110,4167,50,"A",0,20,30,6,24.1
"36870",1691110,4167,50,"AC",20,33,28,3,20.4
"36871",1691110,4167,50,"C",33,41,29,0.75,17.1
"36872",1691110,4167,50,"Cr",41,100,NA,NA,NA
"36873",1691110,4167,35,"A1",0,13,35,4,28.1
"36874",1691110,4167,35,"A2",13,18,37,3.5,29.4
"36875",1691110,4167,35,"R",18,200,NA,NA,NA
"36876",1691110,4167,15,"R",0,200,NA,NA,NA
"36877",1692038,4168,70,"R",0,200,NA,NA,NA
"36878",1692038,4168,30,"A",0,20,24,6,19.4
"36879",1692038,4168,30,"AC",20,33,28,3,20.4
"36880",1692038,4168,30,"C",33,41,29,0.75,17.1
"36881",1692038,4168,30,"Cr",41,100,NA,NA,NA
"36882",2219309,4168,70,"R",0,200,NA,NA,NA
"36883",2219309,4168,30,"A",0,20,24,6,19.4
"36884",2219309,4168,30,"AC",20,33,28,3,20.4
"36885",2219309,4168,30,"C",33,41,29,0.75,17.1
"36886",2219309,4168,30,"Cr",41,100,NA,NA,NA
"36887",1691816,4170,65,"A",0,24,22,2,18.6
"36888",1691816,4170,65,"BA",24,40,24,2,20.1
"36889",1691816,4170,65,"Bt",40,64,30,0.6,23.4
"36890",1691816,4170,65,"BC",64,89,22,0.3,17.3
"36891",1691816,4170,65,"Cr",89,114,NA,NA,NA
"36892",1691816,4170,25,"A",0,18,29,3,18.9
"36893",1691816,4170,25,"BA",18,30,32,2,26
"36894",1691816,4170,25,"2Bt",30,64,50,0.9,37.7
"36895",1691816,4170,25,"2C",64,82,45,0.6,33.8
"36896",1691816,4170,25,"2Cr",82,200,NA,NA,NA
"36897",1691816,4170,5,"A",0,15,14,2.5,12.5
"36898",1691816,4170,5,"C",15,200,22,1.5,18.4
"36899",1691816,4170,4,"A1",0,24,15,3,13.4
"36900",1691816,4170,4,"A2",24,38,12,1,10.5
"36901",1691816,4170,4,"R",38,200,NA,NA,NA
"36902",1691816,4170,1,"R",0,200,NA,NA,NA
"36903",1691112,4173,80,"A",0,24,22,2,18.6
"36904",1691112,4173,80,"BA",24,40,24,2,20.1
"36905",1691112,4173,80,"Bt",40,64,30,0.6,23.4
"36906",1691112,4173,80,"BC",64,89,22,0.3,17.3
"36907",1691112,4173,80,"Cr",89,114,NA,NA,NA
"36908",1691112,4173,10,"A1",0,24,15,3,13.4
"36909",1691112,4173,10,"A2",24,38,12,1,10.5
"36910",1691112,4173,10,"R",38,200,NA,NA,NA
"36911",1691112,4173,5,"A",0,24,31,3,25
"36912",1691112,4173,5,"A",0,20,29,6,23
"36913",1691112,4173,5,"AC",20,33,30,3,21
"36914",1691112,4173,5,"R",24,200,NA,NA,NA
"36915",1691112,4173,5,"C",33,46,30,1,18
"36916",1691112,4173,5,"Cr",46,200,NA,NA,NA
"36917",1691815,4173,80,"A",0,24,22,2,18.6
"36918",1691815,4173,80,"BA",24,40,24,2,20.1
"36919",1691815,4173,80,"Bt",40,64,30,0.6,23.4
"36920",1691815,4173,80,"BC",64,89,22,0.3,17.3
"36921",1691815,4173,80,"Cr",89,114,NA,NA,NA
"36922",1691815,4173,10,"A1",0,24,15,3,13.4
"36923",1691815,4173,10,"A2",24,38,12,1,10.5
"36924",1691815,4173,10,"R",38,200,NA,NA,NA
"36925",1691815,4173,5,"A",0,24,31,3,25
"36926",1691815,4173,5,"A",0,20,29,6,23
"36927",1691815,4173,5,"AC",20,33,30,3,21
"36928",1691815,4173,5,"R",24,200,NA,NA,NA
"36929",1691815,4173,5,"C",33,46,30,1,18
"36930",1691815,4173,5,"Cr",46,200,NA,NA,NA
"36931",1692431,4174,100,"A",0,13,22,2,15
"36932",1692431,4174,100,"B",13,28,26.5,1.5,17.5
"36933",1692431,4174,100,"C",28,66,16,0.75,12.5
"36934",1692431,4174,100,"Cr",66,76,NA,NA,NA
"36935",1691813,4175,100,"A",0,10,16,2,12.5
"36936",1691813,4175,100,"Bt",10,61,26.5,1.5,17.5
"36937",1691813,4175,100,"Cr",61,152,NA,NA,NA
"36938",2218738,4175,100,"A",0,10,16,2,12.5
"36939",2218738,4175,100,"Bt",10,61,26.5,1.5,17.5
"36940",2218738,4175,100,"Cr",61,152,NA,NA,NA
"36941",2768317,4182,85,"Ap",0,15,30,2,24
"36942",2768317,4182,85,"Bt1",15,61,39,0.8,29.2
"36943",2768317,4182,85,"Bt2",61,89,35,0.5,26.2
"36944",2768317,4182,85,"BC",89,109,29,0.3,21.9
"36945",2768317,4182,85,"C",109,200,27,0.2,20.3
"36946",2768317,4182,5,"Ap",0,30,27,2,22.3
"36947",2768317,4182,5,"Ap",0,18,31,3,25.1
"36948",2768317,4182,5,"BA",18,28,35,1.5,27.2
"36949",2768317,4182,5,"Bt1",28,76,44,0.8,32.4
"36950",2768317,4182,5,"Bt",30,50,33,0.8,25.8
"36951",2768317,4182,5,"Btk",50,68,32,0.5,23.3
"36952",2768317,4182,5,"Bk",68,88,32,0.4,22.4
"36953",2768317,4182,5,"Bt2",76,116,37,0.5,27.5
"36954",2768317,4182,5,"C",88,200,30,0.2,20.4
"36955",2768317,4182,5,"BC",116,135,35,0.3,25.8
"36956",2768317,4182,5,"C",135,200,35,0.1,24.9
"36957",2768317,4182,3,"Ap",0,12,28,2,22
"36958",2768317,4182,3,"Bk1",12,34,29,0.8,16
"36959",2768317,4182,3,"Bk2",34,68,32,0.5,17
"36960",2768317,4182,3,"C",68,200,31,0.1,17
"36961",2768317,4182,2,"Ap",0,18,24,2,20.1
"36962",2768317,4182,2,"A",18,56,26,1,21
"36963",2768317,4182,2,"Bw",56,120,29,0.5,22.6
"36964",2768317,4182,2,"C",120,200,18,0.3,14.4
"36965",2768348,4182,85,"Ap",0,15,30,2,24
"36966",2768348,4182,85,"Bt1",15,61,39,0.8,29.2
"36967",2768348,4182,85,"Bt2",61,89,35,0.5,26.2
"36968",2768348,4182,85,"BC",89,109,29,0.3,21.9
"36969",2768348,4182,85,"C",109,200,27,0.2,20.3
"36970",2768348,4182,5,"Ap",0,30,27,2,22.3
"36971",2768348,4182,5,"Ap",0,18,31,3,25.1
"36972",2768348,4182,5,"BA",18,28,35,1.5,27.2
"36973",2768348,4182,5,"Bt1",28,76,44,0.8,32.4
"36974",2768348,4182,5,"Bt",30,50,33,0.8,25.8
"36975",2768348,4182,5,"Btk",50,68,32,0.5,23.3
"36976",2768348,4182,5,"Bk",68,88,32,0.4,22.4
"36977",2768348,4182,5,"Bt2",76,116,37,0.5,27.5
"36978",2768348,4182,5,"C",88,200,30,0.2,20.4
"36979",2768348,4182,5,"BC",116,135,35,0.3,25.8
"36980",2768348,4182,5,"C",135,200,35,0.1,24.9
"36981",2768348,4182,3,"Ap",0,12,28,2,22
"36982",2768348,4182,3,"Bk1",12,34,29,0.8,16
"36983",2768348,4182,3,"Bk2",34,68,32,0.5,17
"36984",2768348,4182,3,"C",68,200,31,0.1,17
"36985",2768348,4182,2,"Ap",0,18,24,2,20.1
"36986",2768348,4182,2,"A",18,56,26,1,21
"36987",2768348,4182,2,"Bw",56,120,29,0.5,22.6
"36988",2768348,4182,2,"C",120,200,18,0.3,14.4
"36989",2768351,4182,85,"Ap",0,15,30,2,24
"36990",2768351,4182,85,"Bt1",15,61,39,0.8,29.2
"36991",2768351,4182,85,"Bt2",61,89,35,0.5,26.2
"36992",2768351,4182,85,"BC",89,109,29,0.3,21.9
"36993",2768351,4182,85,"C",109,200,27,0.2,20.3
"36994",2768351,4182,5,"Ap",0,30,27,2,22.3
"36995",2768351,4182,5,"Ap",0,18,31,3,25.1
"36996",2768351,4182,5,"BA",18,28,35,1.5,27.2
"36997",2768351,4182,5,"Bt1",28,76,44,0.8,32.4
"36998",2768351,4182,5,"Bt",30,50,33,0.8,25.8
"36999",2768351,4182,5,"Btk",50,68,32,0.5,23.3
"37000",2768351,4182,5,"Bk",68,88,32,0.4,22.4
"37001",2768351,4182,5,"Bt2",76,116,37,0.5,27.5
"37002",2768351,4182,5,"C",88,200,30,0.2,20.4
"37003",2768351,4182,5,"BC",116,135,35,0.3,25.8
"37004",2768351,4182,5,"C",135,200,35,0.1,24.9
"37005",2768351,4182,3,"Ap",0,12,28,2,22
"37006",2768351,4182,3,"Bk1",12,34,29,0.8,16
"37007",2768351,4182,3,"Bk2",34,68,32,0.5,17
"37008",2768351,4182,3,"C",68,200,31,0.1,17
"37009",2768351,4182,2,"Ap",0,18,24,2,20.1
"37010",2768351,4182,2,"A",18,56,26,1,21
"37011",2768351,4182,2,"Bw",56,120,29,0.5,22.6
"37012",2768351,4182,2,"C",120,200,18,0.3,14.4
"37013",1700098,4207,90,"A",0,10,8,2.25,9
"37014",1700098,4207,90,"Cg1",10,35,8,0.25,4.5
"37015",1700098,4207,90,"Cg2",35,55,2,0.25,4.5
"37016",1700098,4207,90,"Cg3",55,85,2,0.25,4.5
"37017",1700098,4207,90,"Cg4",85,200,2,0.25,4.5
"37018",1700098,4207,10,"A1",0,10,5,1.25,12.5
"37019",1700098,4207,10,"A2",10,20,5,1.5,12.5
"37020",1700098,4207,10,"C1",20,50,4,1,4.5
"37021",1700098,4207,10,"C2",50,80,4,1,4.5
"37022",1700098,4207,10,"Cg",80,200,2.5,0.25,3
"37023",99748,4213,100,"A",0,13,15,6.5,20
"37024",99748,4213,100,"C",13,152,6,0.25,4.5
"37025",2228867,4213,100,"A",0,13,15,6.5,20
"37026",2228867,4213,100,"C",13,152,6,0.25,4.5
"37027",1700080,4220,97,"A",0,13,3,0.75,3
"37028",1700080,4220,97,"C",13,152,5.5,0.25,5.5
"37029",1700080,4220,2,"A",0,25,13,6,15
"37030",1700080,4220,2,"2C",25,61,4.5,0.75,2.5
"37031",1700080,4220,2,"2C",61,152,14,0.25,7.5
"37032",1700080,4220,1,"A",0,51,42,5,37.5
"37033",1700080,4220,1,"C",51,203,NA,NA,NA
"37034",1700104,4220,85,"A",0,20,13,1.5,12.5
"37035",1700104,4220,85,"AC",20,30,13,0.75,12.5
"37036",1700104,4220,85,"C1",30,66,4,0.25,4.5
"37037",1700104,4220,85,"C2",66,84,8,0.25,8
"37038",1700104,4220,85,"C3",84,102,2.5,0.25,3
"37039",1700104,4220,85,"2C4",102,203,1,0.25,2.5
"37040",1700104,4220,8,"A",0,23,5,0.75,5.5
"37041",1700104,4220,8,"C1",23,53,4,0.25,4.5
"37042",1700104,4220,8,"C2",53,108,4,0.25,4.5
"37043",1700104,4220,8,"2C3",108,138,3,0.25,4.5
"37044",1700104,4220,8,"2C4",138,203,1,0.25,2.5
"37045",1700104,4220,7,"Ap",0,13,15,3,12.5
"37046",1700104,4220,7,"A",13,20,10,2,9
"37047",1700104,4220,7,"C",20,40,5,0.25,7.5
"37048",1700104,4220,7,"2Cg",40,203,1,0.25,2.5
"37049",2228252,4220,85,"A",0,20,13,1.5,12.5
"37050",2228252,4220,85,"AC",20,30,13,0.75,12.5
