"","labsampnum","idp","X","Y","hzn_old","hzn_nom","hzn_disc","hzn","hzn_prime","top","bot","cec","oc","clay","MUSYM","MUKEY"
"808","81P03924",8770,-99.4899979,38.5177765,"BT2","Bt2","","B","",36,61,30.1000004,0.439999998,40.5999985,2613,2605960
"809","81P03925",8770,-99.4899979,38.5177765,"BTK","Btk","","B","",61,79,28.2999992,0.310000002,37.0999985,2613,2605960
"810","81P03926",8770,-99.4899979,38.5177765,"CK","Bk","","B","",79,122,26.1000004,0.25,30.7999992,2613,2605960
"811","81P03927",8770,-99.4899979,38.5177765,"C","C","","C","",122,152,26.2999992,0.25,27.5,2613,2605960
"812","81P04136",8802,-97.5386734008789,40.4227905273437,"AP","Ap","","A","",0,15,NA,1.87,34.2000008,3827,2668993
"813","81P04137",8802,-97.5386734008789,40.4227905273437,"BT1","Bt1","","B","",15,36,NA,1.21000004,47.2000008,3827,2668993
"814","81P04138",8802,-97.5386734008789,40.4227905273437,"BT2","Bt2","","B","",36,46,NA,0.810000002,45.5,3827,2668993
"815","81P04140",8802,-97.5386734008789,40.4227905273437,"C1","C1","","C","",56,84,NA,0.25999999,31.5,3827,2668993
"816","81P04141",8802,-97.5386734008789,40.4227905273437,"C2","C2","","C","",84,152,NA,0.219999999,29.7000008,3827,2668993
"817","82P00923",9129,-101.7624833,40.61015,"A","A","","A","",0,20,6.5,0.829999983,6.0999999,5965,1699033
"818","82P00924",9129,-101.7624833,40.61015,"BW","Bw","","B","",20,43,6.19999981,0.629999995,9,5965,1699033
"819","82P00925",9129,-101.7624833,40.61015,"C1","C1","","C","",43,107,6.5999999,0.460000008,8.19999981,5965,1699033
"820","82P00926",9129,-101.7624833,40.61015,"C2","C2","","C","",107,152,4.9000001,0.219999999,5.30000019,5965,1699033
"821","82P00933",9131,-102.0108337,40.7233315,"AP","Ap","","A","",0,13,14.1999998,1.25999999,16.2999992,5105,1698951
"822","82P00934",9131,-102.0108337,40.7233315,"A","A","","A","",13,20,18.3999996,1.25,22.3999996,5105,1698951
"823","82P00935",9131,-102.0108337,40.7233315,"BT","Bt","","B","",20,41,27.2000008,0.75,37,5105,1698951
"824","82P00936",9131,-102.0108337,40.7233315,"BC","B","","B","",41,56,27.2999992,0.730000019,28.7999992,5105,1698951
"825","82P00937",9131,-102.0108337,40.7233315,"CK","Bk","","B","",56,142,17.5,0.360000014,16.3999996,5105,1698951
"826","82P00938",9131,-102.0108337,40.7233315,"CRCEMENT CALICH","Cr","","C","",142,152,5,0.239999995,20.3999996,5105,1698951
"827","82P00939",9132,-102.0094452,40.7024994,"AP","Ap","","A","",0,13,16.5,1.39999998,18.5,1671,1698977
"828","82P00940",9132,-102.0094452,40.7024994,"BT","Bt","","B","",13,28,19.3999996,0.970000029,25.6000004,1671,1698977
"829","82P00941",9132,-102.0094452,40.7024994,"BTB","Bt / B","","B","",28,46,30,0.819999993,38.5999985,1671,1698977
"830","82P00942",9132,-102.0094452,40.7024994,"BC","B","","B","",46,58,28.8999996,0.779999971,31.3999996,1671,1698977
"831","82P00943",9132,-102.0094452,40.7024994,"CK","Bk","","B","",58,76,19.3999996,0.629999995,28.2999992,1671,1698977
"832","82P00944",9132,-102.0094452,40.7024994,"CR CALICHE","Cr","","C","",76,152,8.19999981,0.349999994,25.3999996,1671,1698977
"833","82P00945",9133,-102.014999399999,40.814167,"AP","Ap","","A","",0,15,17.8999996,1.54999995,18.5,1671,1698977
"834","82P00946",9133,-102.014999399999,40.814167,"BT","Bt","","B","",15,30,20.2000008,0.889999986,26.3999996,1671,1698977
"835","82P00947",9133,-102.014999399999,40.814167,"BTB","Bt / B","","B","",30,48,28.7000008,0.980000019,31.3999996,1671,1698977
"836","82P00948",9133,-102.014999399999,40.814167,"BC","B","","B","",48,61,22.7000008,0.790000021,26.1000004,1671,1698977
"837","82P00949",9133,-102.014999399999,40.814167,"CK","Bk","","B","",61,79,17.6000004,0.479999989,21.6000004,1671,1698977
"838","82P00950",9133,-102.014999399999,40.814167,"CR CALICHE","Cr","","C","",79,152,6.0999999,0.289999992,24.1000004,1671,1698977
"839","82P03963",9726,-99.4108353,40.461113,"A1","A1","","A","",0,19,20.1000004,2.23000002,22.7000008,2667,1691741
"840","82P03964",9726,-99.4108353,40.461113,"A2","A2","","A","",19,33,23,1.29999995,29.1000004,2667,1691741
"841","82P03965",9726,-99.4108353,40.461113,"BT1","Bt1","","B","",33,44,24.3999996,0.850000024,29.8999996,2667,1691741
"842","82P03966",9726,-99.4108353,40.461113,"BT2","Bt2","","B","",44,67,22.6000004,0.400000006,24.6000004,2667,1691741
"843","82P03967",9726,-99.4108353,40.461113,"BT3","Bt3","","B","",67,92,21.7000008,0.239999995,20.7000008,2667,1691741
"844","82P03969",9726,-99.4108353,40.461113,"C","C","","C","",142,200,20.3999996,0.119999997,17.1000004,2667,1691741
"845","83P01401",10167,-101.7215881,41.0377693,"AP","Ap","","A","",0,18,16,1.38999999,16.5,1651,1698896
"846","83P01402",10167,-101.7215881,41.0377693,"A","A","","A","",18,28,18.2999992,1.13999999,22,1651,1698896
"847","83P01403",10167,-101.7215881,41.0377693,"BT1","Bt1","","B","",28,48,19.6000004,0.779999971,24.5,1651,1698896
"848","83P01404",10167,-101.7215881,41.0377693,"BT2B","Bt2","","B","",48,74,23.2000008,0.910000026,27.3999996,1651,1698896
"849","83P01405",10167,-101.7215881,41.0377693,"BT3","Bt3","","B","",74,89,25,0.419999987,29.7999992,1651,1698896
"850","83P01407",10167,-101.7215881,41.0377693,"C","C","","C","",114,152,12.8999996,0.129999995,11.1999998,1651,1698896
"851","83P01408",10168,-101.8393707,41.0236015,"AP","Ap","","A","",0,15,15.1000004,0.930000007,18.5,1811,1698912
"852","83P01409",10168,-101.8393707,41.0236015,"BT1","Bt1","","B","",15,38,19.7000008,0.519999981,21.7999992,1811,1698912
"853","83P01410",10168,-101.8393707,41.0236015,"BT2","Bt2","","B","",38,61,17.5,0.610000014,20.5,1811,1698912
"854","83P01412",10168,-101.8393707,41.0236015,"C1","C1","","C","",86,107,13.5,0.230000004,15.3000002,1811,1698912
"855","83P01413",10168,-101.8393707,41.0236015,"C2","C2","","C","",107,152,14.8000002,0.170000002,15.3000002,1811,1698912
"856","83P03004",10472,-97.4072263,40.6077054,"AP","Ap","","A","",0,18,NA,1.53999996,16.2000008,3820,2605881
"857","83P03005",10472,-97.4072263,40.6077054,"A","A","","A","",18,28,NA,1.25999999,18.8999996,3820,2605881
"858","83P03007",10472,-97.4072263,40.6077054,"BT1","Bt1","","B","",33,53,NA,0.819999993,54.5999985,3820,2605881
"859","83P03008",10472,-97.4072263,40.6077054,"BT2","Bt2","","B","",53,74,NA,0.670000017,46.7999992,3820,2605881
"860","83P03010",10472,-97.4072263,40.6077054,"C1","C1","","C","",86,112,NA,0.219999999,35.7000008,3820,2605881
"861","83P03011",10472,-97.4072263,40.6077054,"C2","C2","","C","",112,152,NA,0.180000007,31.1000004,3820,2605881
"862","83P03645",10589,-97.0333333,39.3958333,"A","A","","A","",0,24,26.8999996,3.49000001,30.7000008,4525,1454659
"863","83P03646",10589,-97.0333333,39.3958333,"BT1","Bt1","","B","",24,43,32.5999985,1.63,44.0999985,4525,1454659
"864","83P03647",10589,-97.0333333,39.3958333,"BT2","Bt2","","B","",43,75,28.8999996,1.02999997,39.5999985,4525,1454659
"865","83P03649",10589,-97.0333333,39.3958333,"CR","Cr","","C","",87,110,18.2000008,0.310000002,23.7999992,4525,1454659
"866","84P04114",11502,-98.1619415,40.5172234,"AP","Ap","","A","",0,15,19.2999992,1.91999996,22.1000004,3824,2559464
"867","84P04115",11502,-98.1619415,40.5172234,"A","A","","A","",15,28,20.5,1.55999994,25.7999992,3824,2559464
"868","84P04117",11502,-98.1619415,40.5172234,"BT1","Bt1","","B","",36,56,34.2999992,0.949999988,48.2000008,3824,2559464
"869","84P04118",11502,-98.1619415,40.5172234,"BT2","Bt2","","B","",56,74,31.6000004,0.540000021,40.2999992,3824,2559464
"870","84P04120",11502,-98.1619415,40.5172234,"C1","C","","C","",89,152,24.6000004,0.159999996,21.8999996,3824,2559464
"871","84P04141",11507,-97.8769455,40.1733322,"A","A","","A","",0,20,22.7000008,2.1400001,27,3833,2768333
"872","84P04143",11507,-97.8769455,40.1733322,"BT1","Bt1","","B","",30,58,28.6000004,0.689999998,39.2999992,3833,2768333
"873","84P04144",11507,-97.8769455,40.1733322,"BT2","Bt2","","B","",58,84,26.2999992,0.379999995,35,3833,2768333
"874","84P04146",11507,-97.8769455,40.1733322,"C","C","","C","",112,152,21,0.119999997,31.5,3833,2768333
"875","85P04196",12471,-97.1805573,38.0891685,"AP","Ap","","A","",0,14,30.7999992,1.87,39.4000015,3911,1155416
"876","85P04197",12471,-97.1805573,38.0891685,"A1","A","","A","",14,29,32.2999992,1.57000005,41.5,3911,1155416
"877","85P04199",12471,-97.1805573,38.0891685,"BW1","Bw1","","B","",43,62,35.7000008,0.930000007,47.2999992,3911,1155416
"878","85P04200",12471,-97.1805573,38.0891685,"BW2","Bw2","","B","",62,79,34.2999992,0.620000005,46.9000015,3911,1155416
"879","85P04201",12471,-97.1805573,38.0891685,"C","C","","C","",79,95,31.7000008,0.340000004,42.0999985,3911,1155416
"880","85P04202",12471,-97.1805573,38.0891685,"CR","Cr","","C","",95,155,28.5,0.170000002,42,3911,1155416
"881","85P04288",12487,-98.7791672,38.9266663,"AP","Ap","","A","",0,15,NA,1.58000004,23.6000004,2613,2605961
"882","85P04289",12487,-98.7791672,38.9266663,"BT1","Bt1","","B","",15,40,NA,1.17999995,37.4000015,2613,2605961
"883","85P04290",12487,-98.7791672,38.9266663,"BT2","Bt2","","B","",40,56,NA,0.569999993,37.7000008,2613,2605961
"884","85P04292",12487,-98.7791672,38.9266663,"C","C","","C","",81,152,NA,0.200000003,27.2000008,2613,2605961
"885","85P04293",12487,-98.7791672,38.9266663,"AP","Ap","","A","",0,15,NA,1.51999998,23,2613,2605961
"886","85P04294",12487,-98.7791672,38.9266663,"AP","Ap","","A","",0,15,NA,1.50999999,24.7000008,2613,2605961
"887","85P04295",12488,-98.7786102,38.9286118,"AP","Ap","","A","",0,10,NA,1.62,25.2000008,2613,2605961
"888","85P04296",12488,-98.7786102,38.9286118,"BT1","Bt1","","B","",10,28,NA,1.11000001,35.2999992,2613,2605961
"889","85P04297",12488,-98.7786102,38.9286118,"BT2","Bt2","","B","",28,50,NA,0.720000029,38.9000015,2613,2605961
"890","85P04299",12488,-98.7786102,38.9286118,"C","C","","C","",107,152,NA,0.209999993,24.1000004,2613,2605961
"891","85P04300",12488,-98.7786102,38.9286118,"AP","Ap","","A","",0,10,NA,1.63,29.6000004,2613,2605961
"892","85P04301",12488,-98.7786102,38.9286118,"AP","Ap","","A","",0,10,NA,1.62,28.5,2613,2605961
"893","85P04302",12489,-99.0213852,39.2919426,"A1","A1","","A","",0,18,NA,2.74000001,20.8999996,2613,2605955
"894","85P04303",12489,-99.0213852,39.2919426,"A2","A2","","A","",18,25,NA,1.65999997,24.8999996,2613,2605955
"895","85P04305",12489,-99.0213852,39.2919426,"BT1","Bt1","","B","",36,46,NA,1.01999998,29.8999996,2613,2605955
"896","85P04306",12489,-99.0213852,39.2919426,"BT2","Bt2","","B","",46,69,NA,0.689999998,41.2000008,2613,2605955
"897","85P04308",12489,-99.0213852,39.2919426,"C","C","","C","",84,152,NA,0.289999992,29.1000004,2613,2605955
"898","85P04309",12489,-99.0213852,39.2919426,"A1","A1","","A","",0,18,NA,2.54999995,21.8999996,2613,2605955
"899","85P04310",12489,-99.0213852,39.2919426,"A1","A1","","A","",0,18,NA,2.94000006,21.2000008,2613,2605955
"900","85P04545",12526,-101.6516647,40.9661102,"AP","Ap","","A","",0,18,10.8999996,0.790000021,13.3999996,1819,2229321
"901","85P04546",12526,-101.6516647,40.9661102,"BT","Bt1","","B","",18,34,18,0.569999993,23.2000008,1819,2229321
"902","85P04547",12526,-101.6516647,40.9661102,"BTB1","Bt2","","B","",34,48,23.8999996,0.680000007,28.6000004,1819,2229321
"903","85P04548",12526,-101.6516647,40.9661102,"BTB2","Bt3","","B","",48,60,21.5,0.439999998,23.1000004,1819,2229321
"904","85P04550",12526,-101.6516647,40.9661102,"C1","C1","","C","",92,130,11.3999996,0.200000003,10.3999996,1819,2229321
"905","85P04551",12526,-101.6516647,40.9661102,"C2","C2","","C","",130,184,10.8000002,0.129999995,9.89999962,1819,2229321
"906","85P04552",12526,-101.6516647,40.9661102,"C3","C3","","C","",184,214,7.4000001,0.0799999982,7.9000001,1819,2229321
"907","86P00138",12703,-99.1255569,38.3133316,"AP","Ap","","A","",0,20,NA,1.35000002,23.2000008,2613,2605956
"908","86P00140",12703,-99.1255569,38.3133316,"BT1","Bt1","","B","",26,46,NA,0.790000021,39,2613,2605956
"909","86P00141",12703,-99.1255569,38.3133316,"BT2","Bt2","","B","",46,71,NA,0.560000002,39.7999992,2613,2605956
"910","86P00142",12703,-99.1255569,38.3133316,"BTK","Btk","","B","",71,91,NA,0.400000006,37.7000008,2613,2605956
"911","86P00143",12703,-99.1255569,38.3133316,"C","C","","C","",91,160,NA,0.349999994,30.1000004,2613,2605956
"912","86P00144",12703,-99.1255569,38.3133316,"AP-S1","Ap","","A","",0,20,NA,1.33000004,23,2613,2605956
"913","86P00145",12703,-99.1255569,38.3133316,"AP-S2","Ap","","A","",0,20,NA,1.26999998,24.1000004,2613,2605956
"914","86P00146",12704,-99.1255569,38.3133316,"AP","Ap","","A","",0,18,NA,1.20000005,22.8999996,2613,2605956
"915","86P00148",12704,-99.1255569,38.3133316,"BT","Bt","","B","",28,64,NA,0.689999998,38.5999985,2613,2605956
"916","86P00150",12704,-99.1255569,38.3133316,"C","C","","C","",97,145,NA,0.349999994,30.5,2613,2605956
"917","86P00151",12704,-99.1255569,38.3133316,"AP","Ap","","A","",0,18,NA,1.19000006,24.5,2613,2605956
"918","86P00152",12704,-99.1255569,38.3133316,"AP","Ap","","A","",0,18,NA,1.19000006,23.6000004,2613,2605956
"919","86P00153",12705,-99.1255569,38.3133316,"AP","Ap","","A","",0,8,NA,1.16999996,25.1000004,2613,2605956
"920","86P00154",12705,-99.1255569,38.3133316,"BT1","Bt1","","B","",8,25,NA,0.74000001,33.2999992,2613,2605956
"921","86P00155",12705,-99.1255569,38.3133316,"BT2","Bt2","","B","",25,58,NA,0.50999999,38.7999992,2613,2605956
"922","86P00156",12705,-99.1255569,38.3133316,"BTK","Btk","","B","",58,81,NA,0.360000014,34.4000015,2613,2605956
"923","86P00157",12705,-99.1255569,38.3133316,"C","C","","C","",81,153,NA,0.379999995,32.4000015,2613,2605956
"924","86P00158",12705,-99.1255569,38.3133316,"AP-S1","Ap","","A","",0,8,NA,1.02999997,27.2999992,2613,2605956
"925","86P00159",12705,-99.1255569,38.3133316,"AP-S2","Ap","","A","",0,8,NA,1.03999996,28.1000004,2613,2605956
"926","86P00160",12706,-99.3991699,38.2780571,"A","A","","A","",0,30,NA,2.26999998,20.2999992,2613,2605956
"927","86P00162",12706,-99.3991699,38.2780571,"BT1","Bt1","","B","",41,56,NA,0.779999971,37.0999985,2613,2605956
"928","86P00163",12706,-99.3991699,38.2780571,"BT2","Bt2","","B","",56,66,NA,0.699999988,37.7999992,2613,2605956
"929","86P00164",12706,-99.3991699,38.2780571,"BTK","Btk","","B","",66,94,NA,0.419999987,35.4000015,2613,2605956
"930","86P00165",12706,-99.3991699,38.2780571,"C","C","","C","",94,162,NA,0.379999995,32.9000015,2613,2605956
"931","86P00166",12706,-99.3991699,38.2780571,"A-S1","A","","A","",0,30,NA,1.77999997,19,2613,2605956
"932","86P00167",12706,-99.3991699,38.2780571,"A-S2","A","","A","",0,30,NA,1.88,18.1000004,2613,2605956
"933","86P03617",13298,-97.8644409,40.3661118,"AP","Ap","","A","",0,17,18,1.88,22.2999992,3820,2605880
"934","86P03618",13298,-97.8644409,40.3661118,"A","A","","A","",17,30,20.7999992,1.61000001,28.5,3820,2605880
"935","86P03620",13298,-97.8644409,40.3661118,"BT1","Bt1","","B","",45,63,32.2000008,0.800000012,49.2999992,3820,2605880
"936","86P03621",13298,-97.8644409,40.3661118,"BT2","Bt2","","B","",63,84,31.2000008,0.560000002,45.7000008,3820,2605880
"937","86P03623",13298,-97.8644409,40.3661118,"C1","C1","","C","",100,122,27,0.209999993,28.2999992,3820,2605880
"938","86P03624",13298,-97.8644409,40.3661118,"C2","C2","","C","",122,152,25.6000004,0.129999995,26.2000008,3820,2605880
"939","86P03625",13299,-97.8644409,40.3677788,"AP","Ap","","A","",0,17,24.5,1.72000003,34.2999992,3824,2559464
"940","86P03627",13299,-97.8644409,40.3677788,"BT1","Bt1","","B","",30,45,32.5999985,0.949999988,46,3824,2559464
"941","86P03628",13299,-97.8644409,40.3677788,"BT2","Bt2","","B","",45,63,29.6000004,0.600000024,40.7000008,3824,2559464
"942","86P03630",13299,-97.8644409,40.3677788,"C1","C1","","C","",75,108,27,0.230000004,32.7000008,3824,2559464
"943","86P03631",13299,-97.8644409,40.3677788,"C2","C2","","C","",108,128,26,0.180000007,27.6000004,3824,2559464
"944","86P03632",13299,-97.8644409,40.3677788,"C3","C3","","C","",128,152,25.7999992,0.170000002,24.5,3824,2559464
"945","86P03633",13300,-97.8638916,40.3713875,"AP","Ap","","A","",0,18,18.2999992,1.63,22.7999992,3866,2606025
"946","86P03634",13300,-97.8638916,40.3713875,"A","A","","A","",18,25,18.7999992,1.5,24.5,3866,2606025
"947","86P03636",13300,-97.8638916,40.3713875,"BT1","Bt1","","B","",43,58,35.2999992,0.850000024,51.7000008,3866,2606025
"948","86P03637",13300,-97.8638916,40.3713875,"BT2","Bt2","","B","",58,73,33.2999992,0.829999983,47.5999985,3866,2606025
"949","86P03638",13300,-97.8638916,40.3713875,"BT3","Bt3","","B","",73,88,30.6000004,0.649999976,42.7999992,3866,2606025
"950","86P03640",13300,-97.8638916,40.3713875,"C1","C1","","C","",100,122,28.6000004,0.289999992,36.2000008,3866,2606025
"951","86P03641",13300,-97.8638916,40.3713875,"C2","C2","","C","",122,152,28.7999992,0.159999996,30,3866,2606025
"952","86P03642",13301,-97.8636093,40.3888893,"AP","Ap","","A","",0,18,18.2000008,1.63,22.1000004,3824,2559464
"953","86P03643",13301,-97.8636093,40.3888893,"A","A","","A","",18,23,19.2000008,1.50999999,25.3999996,3824,2559464
"954","86P03645",13301,-97.8636093,40.3888893,"BT1","Bt1","","B","",38,65,34.9000015,0.879999995,49.2000008,3824,2559464
"955","86P03646",13301,-97.8636093,40.3888893,"BT2","Bt2","","B","",65,80,31.6000004,0.639999986,42.2000008,3824,2559464
"956","86P03647",13301,-97.8636093,40.3888893,"BT3","Bt3","","B","",80,93,29.7000008,0.389999986,37.2999992,3824,2559464
"957","86P03649",13301,-97.8636093,40.3888893,"C1","C1","","C","",110,145,27.8999996,0.129999995,28.1000004,3824,2559464
"958","86P03650",13301,-97.8636093,40.3888893,"C2","C2","","C","",145,152,26.3999996,0.0900000036,26.8999996,3824,2559464
"959","86P03651",13302,-97.8636093,40.4724998,"AP","Ap","","A","",0,15,27.2000008,1.26999998,38.2000008,4100,1692104
"960","86P03652",13302,-97.8636093,40.4724998,"BT1","Bt1","","B","",15,30,32.4000015,0.879999995,44.4000015,4100,1692104
"961","86P03653",13302,-97.8636093,40.4724998,"BT2","Bt2","","B","",30,40,32.0999985,0.730000019,43.0999985,4100,1692104
"962","86P03655",13302,-97.8636093,40.4724998,"C1","C1","","C","",53,75,27.1000004,0.209999993,27.7999992,4100,1692104
"963","86P03656",13302,-97.8636093,40.4724998,"C2","C2","","C","",75,90,26.6000004,0.170000002,24.2999992,4100,1692104
"964","86P03657",13302,-97.8636093,40.4724998,"C3","C3","","C","",90,120,26.5,0.159999996,25,4100,1692104
"965","86P03658",13302,-97.8636093,40.4724998,"C4","C4","","C","",120,152,25.3999996,0.140000001,24.1000004,4100,1692104
"966","86P03659",13303,-97.8636093,40.3888893,"AP","Ap","","A","",0,15,19.2000008,1.75999999,24.5,3824,2559464
"967","86P03661",13303,-97.8636093,40.3888893,"BT1","Bt1","","B","",28,48,33,0.920000017,49.2000008,3824,2559464
"968","86P03662",13303,-97.8636093,40.3888893,"BT2","Bt2","","B","",48,65,31.2999992,0.75999999,45.9000015,3824,2559464
"969","86P03664",13303,-97.8636093,40.3888893,"C1","C1","","C","",80,105,28.3999996,0.209999993,26.6000004,3824,2559464
"970","86P03665",13303,-97.8636093,40.3888893,"C2","C2","","C","",105,135,27.7000008,0.129999995,23.2000008,3824,2559464
"971","86P03666",13303,-97.8636093,40.3888893,"C3","C3","","C","",135,152,26.7000008,0.129999995,23.7000008,3824,2559464
"972","86P03667",13304,-98.151947,40.5669441,"AP","Ap","","A","",0,22,19.7000008,1.78999996,23.5,3824,2559464
"973","86P03668",13304,-98.151947,40.5669441,"A","A","","A","",22,40,21,1.16999996,28.1000004,3824,2559464
"974","86P03669",13304,-98.151947,40.5669441,"BT","Bt","","B","",40,70,32.2999992,0.620000005,42.7999992,3824,2559464
"975","86P03671",13304,-98.151947,40.5669441,"C1","C1","","C","",90,120,25.7999992,0.159999996,22.7999992,3824,2559464
"976","86P03672",13304,-98.151947,40.5669441,"C2","C2","","C","",120,152,25.1000004,0.119999997,21.8999996,3824,2559464
"977","86P03673",13305,-98.1547241,40.5613899,"AP","Ap","","A","",0,15,24.3999996,1.49000001,32,3866,2606025
"978","86P03674",13305,-98.1547241,40.5613899,"BT1","Bt1","","B","",15,30,30.3999996,0.910000026,43.4000015,3866,2606025
"979","86P03675",13305,-98.1547241,40.5613899,"BT2","Bt2","","B","",30,52,28.3999996,0.550000012,37.9000015,3866,2606025
"980","86P03678",13305,-98.1547241,40.5613899,"C1","C1","","C","",90,126,25.7000008,0.140000001,20.7000008,3866,2606025
"981","86P03679",13305,-98.1547241,40.5613899,"C2","C2","","C","",126,152,24.6000004,0.119999997,19.8999996,3866,2606025
"982","86P03680",13306,-98.151947,40.5669441,"A","A","","A","",0,24,19.8999996,1.25999999,27.2999992,3824,2559464
"983","86P03682",13306,-98.151947,40.5669441,"BT1","Bt1","","B","",32,48,30.1000004,0.75999999,42.5999985,3824,2559464
"984","86P03683",13306,-98.151947,40.5669441,"BT2","Bt2","","B","",48,79,30.7000008,0.49000001,40.5999985,3824,2559464
"985","86P03684",13306,-98.151947,40.5669441,"BT3","Bt3","","B","",79,98,29.2999992,0.230000004,32.9000015,3824,2559464
"986","86P03687",13306,-98.151947,40.5669441,"C","C","","C","",137,152,24.2999992,0.100000001,21.3999996,3824,2559464
"987","86P03688",13307,-98.151947,40.5669441,"A2","A2","","A","",22,42,20.6000004,1.28999996,27.6000004,3824,2559464
"988","86P03690",13307,-98.151947,40.5669441,"BT1","Bt1","","B","",54,68,31.1000004,0.660000026,43.4000015,3824,2559464
"989","86P03691",13307,-98.151947,40.5669441,"BT2","Bt2","","B","",68,92,29.6000004,0.400000006,37.5999985,3824,2559464
"990","86P03694",13307,-98.151947,40.5669441,"C","C","","C","",144,152,24.2999992,0.129999995,21.2000008,3824,2559464
"991","86P03695",13308,-98.148613,40.5163879,"AP","Ap","","A","",0,17,21.7999992,1.58000004,27.2000008,3824,2559464
"992","86P03696",13308,-98.148613,40.5163879,"BT1","Bt1","","B","",17,36,30.2000008,0.879999995,40.9000015,3824,2559464
"993","86P03697",13308,-98.148613,40.5163879,"BT2","Bt2","","B","",36,52,26.7000008,0.5,35.7000008,3824,2559464
"994","86P03700",13308,-98.148613,40.5163879,"C1","C1","","C","",100,133,23.8999996,0.170000002,22.7000008,3824,2559464
"995","86P03701",13308,-98.148613,40.5163879,"C2","C2","","C","",133,152,23.6000004,0.129999995,22.1000004,3824,2559464
"996","86P03702",13309,-98.1641693,40.5811119,"AP","Ap","","A","",0,23,18.3999996,1.88,22.7999992,3824,2559464
"997","86P03704",13309,-98.1641693,40.5811119,"BT1","Bt1","","B","",37,55,30.7999992,0.860000014,43,3824,2559464
"998","86P03705",13309,-98.1641693,40.5811119,"BT2","Bt2","","B","",55,72,29.1000004,0.550000012,39.2999992,3824,2559464
"999","86P03707",13309,-98.1641693,40.5811119,"C1","C1","","C","",110,140,24.2000008,0.239999995,27.8999996,3824,2559464
"1000","86P03708",13309,-98.1641693,40.5811119,"C2","C2","","C","",140,152,24.2000008,0.170000002,24.2000008,3824,2559464
"1001","87P00054",13685,-96.8913879,38.0716667,"AP","Ap","","A","",0,20,NA,1.29999995,37.9000015,4673,2605782
"1002","87P00055",13685,-96.8913879,38.0716667,"BT1","Bt1","","B","",20,46,NA,0.75999999,43.4000015,4673,2605782
"1003","87P00056",13685,-96.8913879,38.0716667,"BT2","Bt2","","B","",46,61,NA,0.649999976,42.9000015,4673,2605782
"1004","87P00057",13685,-96.8913879,38.0716667,"BT3","Bt3","","B","",61,94,NA,0.400000006,45.7999992,4673,2605782
"1005","87P00059",13685,-96.8913879,38.0716667,"C","C","","C","",127,152,NA,0.209999993,54.5999985,4673,2605782
"1006","87P00070",13688,-100.7669449,38.7374992,"AP","Ap","","A","",0,15,NA,1.12,20,1868,2605805
"1007","87P00071",13688,-100.7669449,38.7374992,"A","A","","A","",15,23,NA,0.569999993,28.7999992,1868,2605805
"1008","87P00072",13688,-100.7669449,38.7374992,"BW","Bw","","B","",23,53,NA,0.400000006,24.6000004,1868,2605805
"1009","87P00073",13688,-100.7669449,38.7374992,"C1","C1","","C","",53,74,NA,0.25,22.1000004,1868,2605805
"1010","87P00074",13688,-100.7669449,38.7374992,"C2","C2","","C","",74,152,NA,0.230000004,21.8999996,1868,2605805
"1011","87P00075",13689,-100.766670199999,38.7372208,"AP","Ap","","A","",0,15,NA,1.14999998,20.2999992,1868,2605805
"1012","87P00076",13689,-100.766670199999,38.7372208,"BW","Bw","","B","",15,43,NA,0.660000026,29.7999992,1868,2605805
"1013","87P00077",13689,-100.766670199999,38.7372208,"C1","C1","","C","",43,66,NA,0.460000008,25,1868,2605805
"1014","87P00078",13689,-100.766670199999,38.7372208,"C2","C2","","C","",66,152,NA,0.340000004,20.8999996,1868,2605805
"1015","87P00079",13690,-100.7663879,38.7361107,"AP","Ap","","A","",0,10,NA,1.23000002,22.2999992,1868,2605805
"1016","87P00080",13690,-100.7663879,38.7361107,"BW","Bw","","B","",10,38,NA,1.07000005,27.3999996,1868,2605805
"1017","87P00081",13690,-100.7663879,38.7361107,"C1","C1","","C","",38,64,NA,0.469999999,29.1000004,1868,2605805
"1018","87P00082",13690,-100.7663879,38.7361107,"C2","C2","","C","",64,152,NA,0.349999994,26.7999992,1868,2605805
"1019","87P00083",13691,-100.3713913,38.7738876,"A","A","","A","",0,28,NA,1.59000003,25.5,1691,1150684
"1020","87P00084",13691,-100.3713913,38.7738876,"BW","Bw","","B","",28,53,NA,0.99000001,35.9000015,1691,1150684
"1021","87P00085",13691,-100.3713913,38.7738876,"C1","C1","","C","",53,69,NA,0.680000007,29,1691,1150684
"1022","87P00086",13691,-100.3713913,38.7738876,"C2","C2","","C","",69,152,NA,0.540000021,27,1691,1150684
"1023","87P00113",13696,-97.1491699,38.2611122,"AP&A","Ap / A","","A","",0,23,NA,1.27999997,31.7999992,4671,2605773
"1024","87P00114",13696,-97.1491699,38.2611122,"BT1","Bt1","","B","",23,58,NA,0.870000005,46.0999985,4671,2605773
"1025","87P00115",13696,-97.1491699,38.2611122,"BT2","Bt2","","B","",58,104,NA,0.560000002,49.7000008,4671,2605773
"1026","87P00117",13696,-97.1491699,38.2611122,"C","C","","C","",135,152,NA,0.150000006,52.7000008,4671,2605773
"1027","87P00118",13697,-97.1491699,38.2613907,"A","A","","A","",0,8,NA,1.26999998,37.0999985,4671,2605773
