"","labsampnum","idp","X","Y","hzn_old","hzn_nom","hzn_disc","hzn","hzn_prime","top","bot","cec","oc","clay","MUSYM","MUKEY"
"371","40A17412",2169,-101.8282547,40.535553,"A12","A","","A","",15,25,NA,0.889999986,21.3999996,1739,1699056
"372","40A17413",2169,-101.8282547,40.535553,"B21T","Bt","","B","",25,46,NA,0.529999971,22.6000004,1739,1699056
"373","40A17414",2169,-101.8282547,40.535553,"B22T B","Btb","","B","",46,58,NA,0.430000007,23.7000008,1739,1699056
"374","40A17416",2169,-101.8282547,40.535553,"C 1","C","","C","",74,84,NA,0.200000003,20,1739,1699056
"375","40A17562",2185,-96.775,41.0741667,"AP","Ap","","A","",0,15,20.7000008,2.01999998,25.7000008,7231,1691426
"376","40A17563",2185,-96.775,41.0741667,"A12","A","","A","",15,23,26,1.63999999,35.7000008,7231,1691426
"377","40A17564",2185,-96.775,41.0741667,"B21","B1","","B","",23,33,28.6000004,1.10000002,38.5999985,7231,1691426
"378","40A17565",2185,-96.775,41.0741667,"B22","B2","","B","",33,51,27.7000008,0.600000024,38.2999992,7231,1691426
"379","40A17566",2185,-96.775,41.0741667,"B3 CA","Bk","","B","",51,61,20.7999992,0.430000007,31.6000004,7231,1691426
"380","40A17567",2185,-96.775,41.0741667,"C 1","C1","","C","",61,91,20,0.200000003,33.2000008,7231,1691426
"381","40A17568",2185,-96.775,41.0741667,"C 2","C2","","C","",91,122,19.7999992,0.0500000007,32.5,7231,1691426
"382","40A17569",2185,-96.775,41.0741667,"C 3","C3","","C","",122,152,18.3999996,0.0299999993,33.5,7231,1691426
"383","40A17570",2186,-96.8886108,41.0825005,"AP","Ap","","A","",0,15,27.7999992,1.55999994,36.5,7266,1691415
"384","40A17571",2186,-96.8886108,41.0825005,"A12","A","","A","",15,20,29,1.38999999,38.7999992,7266,1691415
"385","40A17572",2186,-96.8886108,41.0825005,"B21","B1","","B","",20,30,30.2999992,0.74000001,41,7266,1691415
"386","40A17573",2186,-96.8886108,41.0825005,"B22","B2","","B","",30,48,29,0.469999999,39.2000008,7266,1691415
"387","40A17574",2186,-96.8886108,41.0825005,"B3 CA","Bk","","B","",48,66,22.6000004,0.25,34.4000015,7266,1691415
"388","40A17575",2186,-96.8886108,41.0825005,"C 1","C1","","C","",66,91,21.3999996,0.119999997,33.9000015,7266,1691415
"389","40A17576",2186,-96.8886108,41.0825005,"C 2","C2","","C","",91,117,19.5,0.0599999987,31.6000004,7266,1691415
"390","40A17577",2186,-96.8886108,41.0825005,"C 3","C3","","C","",117,152,19.8999996,0.0399999991,33.0999985,7266,1691415
"391","40A17601",2191,-97.515831,40.5105553,"AP","Ap","","A","",0,15,21.1000004,2.01999998,25.2000008,3824,2559466
"392","40A17602",2191,-97.515831,40.5105553,"A12","A1","","A","",15,20,22.6000004,1.65999997,30.8999996,3824,2559466
"393","40A17603",2191,-97.515831,40.5105553,"A3","A2","","A","",20,25,25.2999992,1.39999998,36,3824,2559466
"394","40A17604",2191,-97.515831,40.5105553,"B21","B1","","B","",25,48,32.4000015,0.920000017,47.2999992,3824,2559466
"395","40A17605",2191,-97.515831,40.5105553,"B22","B2","","B","",48,69,30.7999992,0.49000001,40.0999985,3824,2559466
"396","40A17606",2191,-97.515831,40.5105553,"B3 CA","Bk1","","B","",69,99,26.6000004,0.200000003,30.2000008,3824,2559466
"397","40A17607",2191,-97.515831,40.5105553,"C 1CA","Bk2","","B","",99,124,26.2000008,0.119999997,26.7000008,3824,2559466
"398","40A17608",2191,-97.515831,40.5105553,"C 2","C","","C","",124,152,26.3999996,0.119999997,23.6000004,3824,2559466
"399","40A17609",2192,-97.4261093,40.6488876,"AP","Ap","","A","",0,13,21.1000004,1.96000004,25,3820,2605881
"400","40A17610",2192,-97.4261093,40.6488876,"A12","A1","","A","",13,20,24.2999992,1.78999996,32.2000008,3820,2605881
"401","40A17611",2192,-97.4261093,40.6488876,"A3","A2","","A","",20,25,23.6000004,1.47000003,39.7999992,3820,2605881
"402","40A17612",2192,-97.4261093,40.6488876,"B21","B1","","B","",25,53,35.7000008,1.13,50,3820,2605881
"403","40A17613",2192,-97.4261093,40.6488876,"B22","B2","","B","",53,63,32.2999992,0.629999995,43.0999985,3820,2605881
"404","40A17614",2192,-97.4261093,40.6488876,"B3 CA","Bk1","","B","",63,94,28.3999996,0.330000013,33.2000008,3820,2605881
"405","40A17615",2192,-97.4261093,40.6488876,"C 1CA","Bk2","","B","",94,122,28,0.159999996,25.6000004,3820,2605881
"406","40A17616",2192,-97.4261093,40.6488876,"C 2","C","","C","",122,152,26,0.119999997,23.7000008,3820,2605881
"407","40A17617",2193,-96.9894409,40.4811096,"AP","Ap","","A","",0,15,19.1000004,1.76999998,24.6000004,3824,2559467
"408","40A17618",2193,-96.9894409,40.4811096,"A12","A","","A","",15,25,20.7000008,1.64999998,28,3824,2559467
"409","40A17620",2193,-96.9894409,40.4811096,"B21T","Bt1","","B","",33,48,32.0999985,0.939999998,48.9000015,3824,2559467
"410","40A17621",2193,-96.9894409,40.4811096,"B22T","Bt2","","B","",48,66,32.5,0.579999983,45.2000008,3824,2559467
"411","40A17622",2193,-96.9894409,40.4811096,"B23T","Bt3","","B","",66,81,30.6000004,0.430000007,41.4000015,3824,2559467
"412","40A17623",2193,-96.9894409,40.4811096,"B3 CA","Bk1","","B","",81,107,28.5,0.239999995,35.5999985,3824,2559467
"413","40A17624",2193,-96.9894409,40.4811096,"C 1CA","Bk2","","B","",107,132,27.7000008,0.159999996,32.4000015,3824,2559467
"414","40A17625",2193,-96.9894409,40.4811096,"C 2","C","","C","",132,152,28,0.140000001,33.4000015,3824,2559467
"415","40A17626",2194,-96.9883347,40.5491676,"AP","Ap","","A","",0,13,21.6000004,2.24000001,27.2000008,3824,2559467
"416","40A17627",2194,-96.9883347,40.5491676,"A12","A","","A","",13,20,23.6000004,1.95000005,32.7999992,3824,2559467
"417","40A17629",2194,-96.9883347,40.5491676,"B21","B1","","B","",28,53,29.3999996,0.899999976,44.7999992,3824,2559467
"418","40A17630",2194,-96.9883347,40.5491676,"B22","B2","","B","",53,79,28.8999996,0.550000012,42,3824,2559467
"419","40A17631",2194,-96.9883347,40.5491676,"B23","B3","","B","",79,107,28.1000004,0.300000012,37.5999985,3824,2559467
"420","40A17632",2194,-96.9883347,40.5491676,"B3 CA","Bk1","","B","",107,135,26.8999996,0.159999996,32.2000008,3824,2559467
"421","40A17633",2194,-96.9883347,40.5491676,"C 1CA","Bk2","","B","",135,145,27.5,0.140000001,31.7999992,3824,2559467
"422","40A17634",2194,-96.9883347,40.5491676,"C 2","C","","C","",145,157,27.2000008,0.129999995,33.2000008,3824,2559467
"423","40A17694",2203,-98.5527802,40.4949989,"AP","Ap","","A","",0,13,18.7000008,1.37,23.6000004,3864,2605820
"424","40A17695",2203,-98.5527802,40.4949989,"A12","A","","A","",13,23,22.7000008,1.25,31.7999992,3864,2605820
"425","40A17696",2203,-98.5527802,40.4949989,"B1 T","Bt1","","B","",23,30,25.6000004,0.959999979,38.2999992,3864,2605820
"426","40A17697",2203,-98.5527802,40.4949989,"B21T","Bt21","","B","",30,51,28.7999992,0.629999995,41.7999992,3864,2605820
"427","40A17698",2203,-98.5527802,40.4949989,"B22T","Bt22","","B","",51,66,27.2999992,0.389999986,36.5999985,3864,2605820
"428","40A17699",2203,-98.5527802,40.4949989,"B3 T","Bt3","","B","",66,81,25.3999996,0.25999999,29.6000004,3864,2605820
"429","40A17700",2203,-98.5527802,40.4949989,"C 1CA","Bk1","","B","",81,109,23,0.170000002,20.7000008,3864,2605820
"430","40A17701",2203,-98.5527802,40.4949989,"C 2CA","Bk2","","B","",109,135,23.1000004,0.129999995,22,3864,2605820
"431","40A17702",2203,-98.5527802,40.4949989,"C 3","C1","","C","",135,157,23,0.140000001,21.1000004,3864,2605820
"432","40A17703",2203,-98.5527802,40.4949989,"C 4","C2","","C","",175,213,21.7999992,0.140000001,23.2000008,3864,2605820
"433","40A17704",2204,-98.5238876,40.4705544,"AP","Ap","","A","",0,15,17,1.36000001,23.8999996,3864,2605820
"434","40A17705",2204,-98.5238876,40.4705544,"A12","A","","A","",15,23,18.6000004,1.21000004,27.8999996,3864,2605820
"435","40A17706",2204,-98.5238876,40.4705544,"B1","B1","","B","",23,28,21.5,0.949999988,35.0999985,3864,2605820
"436","40A17707",2204,-98.5238876,40.4705544,"B21","B21","","B","",28,51,29,0.589999974,45.5,3864,2605820
"437","40A17708",2204,-98.5238876,40.4705544,"B22","B22","","B","",51,63,26.6000004,0.340000004,35.4000015,3864,2605820
"438","40A17709",2204,-98.5238876,40.4705544,"B3","B3","","B","",63,89,24.7000008,0.219999999,28.7000008,3864,2605820
"439","40A17710",2204,-98.5238876,40.4705544,"C 1","C1","","C","",89,117,21.6000004,0.140000001,17.5,3864,2605820
"440","40A17711",2204,-98.5238876,40.4705544,"C 2","C2","","C","",117,142,21.2999992,0.0900000036,16.7000008,3864,2605820
"441","40A17712",2204,-98.5238876,40.4705544,"C 3","C3","","C","",142,183,21.7000008,0.100000001,20.5,3864,2605820
"442","40A17729",2207,-97.5397222,40.8719444,"AP","Ap","","A","",0,15,19.7000008,1.80999994,25.2000008,3864,2605832
"443","40A17730",2207,-97.5397222,40.8719444,"A12","A","","A","",15,38,22.3999996,1.47000003,32.7999992,3864,2605832
"444","40A17731",2207,-97.5397222,40.8719444,"B1","B1","","B","",38,51,24.6000004,0.939999998,36.7000008,3864,2605832
"445","40A17732",2207,-97.5397222,40.8719444,"B21","B21","","B","",51,74,26.1000004,0.550000012,38.5999985,3864,2605832
"446","40A17733",2207,-97.5397222,40.8719444,"B22","B22","","B","",74,94,26.8999996,0.289999992,36.2999992,3864,2605832
"447","40A17734",2207,-97.5397222,40.8719444,"B3","B3","","B","",94,122,27.1000004,0.180000007,32.5999985,3864,2605832
"448","40A17735",2207,-97.5397222,40.8719444,"C","C","","C","",122,152,25.7999992,0.0799999982,27.3999996,3864,2605832
"449","40A17736",2208,-97.6924973,40.7861099,"AP","Ap","","A","",0,13,19.2000008,1.91999996,24.2000008,3864,2605832
"450","40A17737",2208,-97.6924973,40.7861099,"A12","A","","A","",13,41,23.7000008,1.50999999,33.4000015,3864,2605832
"451","40A17738",2208,-97.6924973,40.7861099,"B1","B1","","B","",41,53,26,0.790000021,39,3864,2605832
"452","40A17739",2208,-97.6924973,40.7861099,"B21","B21","","B","",53,81,27.7999992,0.379999995,38.7999992,3864,2605832
"453","40A17740",2208,-97.6924973,40.7861099,"B22","B22","","B","",81,107,27.8999996,0.219999999,34.5999985,3864,2605832
"454","40A17741",2208,-97.6924973,40.7861099,"B3","B3","","B","",107,130,26.2000008,0.140000001,29.1000004,3864,2605832
"455","40A17742",2208,-97.6924973,40.7861099,"C","C","","C","",130,152,25.3999996,0.119999997,24.2000008,3864,2605832
"456","40A17803",2217,-101.115837099999,40.0577774,"AP","Ap","","A","",0,13,18.2000008,1.37,18.2999992,1620,2733406
"457","40A17804",2217,-101.115837099999,40.0577774,"A12","A","","A","",13,23,21.5,1.12,24,1620,2733406
"458","40A17805",2217,-101.115837099999,40.0577774,"B21","B1","","B","",23,36,22.5,0.75,26,1620,2733406
"459","40A17806",2217,-101.115837099999,40.0577774,"B22","B2","","B","",36,58,23.1000004,0.560000002,26.6000004,1620,2733406
"460","40A17807",2217,-101.115837099999,40.0577774,"B  CA","Bk1","","B","",58,84,20.8999996,0.370000005,26.1000004,1620,2733406
"461","40A17808",2217,-101.115837099999,40.0577774,"C 1CA","Bk2","","B","",84,114,19.6000004,0.209999993,17.2999992,1620,2733406
"462","40A17809",2217,-101.115837099999,40.0577774,"C 2","C","","C","",114,152,18.8999996,0.140000001,14.8999996,1620,2733406
"463","40A17810",2218,-101.040611,40.075833,"AP","Ap","","A","",0,15,20.6000004,1.21000004,20.5,1620,2733406
"464","40A17811",2218,-101.040611,40.075833,"A12","A","","A","",15,25,20.5,0.819999993,26.3999996,1620,2733406
"465","40A17812",2218,-101.040611,40.075833,"B1","B1","","B","",25,33,23.5,0.689999998,26.3999996,1620,2733406
"466","40A17813",2218,-101.040611,40.075833,"B2","B2","","B","",33,51,23.3999996,0.569999993,25.6000004,1620,2733406
"467","40A17814",2218,-101.040611,40.075833,"B  CA","Bk1","","B","",51,76,21.8999996,0.400000006,24.7000008,1620,2733406
"468","40A17815",2218,-101.040611,40.075833,"C 1CA","Bk2","","B","",76,107,20.6000004,0.289999992,19.8999996,1620,2733406
"469","40A17816",2218,-101.040611,40.075833,"C 2","C","","C","",107,152,19.3999996,0.150000006,16.2000008,1620,2733406
"470","40A17835",2221,-98.4536133,40.7213898,"AP","Ap","","A","",0,18,17.3999996,1.09000003,18.7999992,9027,1700121
"471","40A17836",2221,-98.4536133,40.7213898,"B21","B11","","B","",18,30,23.6000004,0.819999993,28.6000004,9027,1700121
"472","40A17837",2221,-98.4536133,40.7213898,"B22","B12","","B","",30,46,25.5,0.430000007,30.7999992,9027,1700121
"473","40A17838",2221,-98.4536133,40.7213898,"B3","B2","","B","",46,81,23.5,0.230000004,24.2000008,9027,1700121
"474","40A17839",2221,-98.4536133,40.7213898,"C 1","B3","","B","",81,97,21.8999996,0.159999996,18.2000008,9027,1700121
"475","40A17840",2221,-98.4536133,40.7213898,"C 2CA","Bk","","B","",97,135,21.1000004,0.129999995,15.3999996,9027,1700121
"476","40A17841",2221,-98.4536133,40.7213898,"C 3","C","","C","",135,152,21,0.100000001,15.8999996,9027,1700121
"477","40A17842",2222,-98.1522217,40.9438896,"AP","Ap","","A","",0,18,20.2999992,0.959999979,24.8999996,2814,1692189
"478","40A17843",2222,-98.1522217,40.9438896,"B2","B1","","B","",18,38,24.1000004,0.349999994,28.2999992,2814,1692189
"479","40A17844",2222,-98.1522217,40.9438896,"B3","B2","","B","",38,61,25,0.180000007,24.7000008,2814,1692189
"480","40A17845",2222,-98.1522217,40.9438896,"B  CA","Bk1","","B","",61,84,23.1000004,0.150000006,21.7999992,2814,1692189
"481","40A17846",2222,-98.1522217,40.9438896,"C 1CA","Bk2","","B","",84,122,22.3999996,0.119999997,20.6000004,2814,1692189
"482","40A17847",2222,-98.1522217,40.9438896,"C 2","C","","C","",122,152,22.1000004,0.0799999982,19.3999996,2814,1692189
"483","40A17984",2242,-96.7258333,41.0891667,"AP","Ap","","A","",0,13,14.1999998,1.32000005,22.2000008,7647,1691453
"484","40A17985",2242,-96.7258333,41.0891667,"A12","A1","","A","",13,23,16.6000004,1.38,26.1000004,7647,1691453
"485","40A17986",2242,-96.7258333,41.0891667,"A3","A2","","A","",23,30,18.7000008,1.11000001,29.3999996,7647,1691453
"486","40A17987",2242,-96.7258333,41.0891667,"B21","B1","","B","",30,48,18.6000004,0.589999974,31.7000008,7647,1691453
"487","40A17988",2242,-96.7258333,41.0891667,"B22","B2","","B","",48,71,15.8999996,0.340000004,26.5,7647,1691453
"488","40A17989",2242,-96.7258333,41.0891667,"B23","B3","","B","",71,102,13.3999996,0.170000002,21.2000008,7647,1691453
"489","40A17990",2242,-96.7258333,41.0891667,"C 1","C1","","C","",102,130,11.8000002,0.0799999982,16.7999992,7647,1691453
"490","40A17991",2242,-96.7258333,41.0891667,"C 2","C2","","C","",130,152,8.19999981,0.0299999993,11.1000004,7647,1691453
"491","40A17992",2243,-96.8225021,41.0827789,"AP","Ap","","A","",0,18,14.5,1.25,20.8999996,7422,1691432
"492","40A17993",2243,-96.8225021,41.0827789,"A12","A1","","A","",18,23,15.5,1.25999999,23.2000008,7422,1691432
"493","40A17994",2243,-96.8225021,41.0827789,"A3","A2","","A","",23,30,19.1000004,1.03999996,29.2000008,7422,1691432
"494","40A17995",2243,-96.8225021,41.0827789,"B21","B1","","B","",30,56,19.5,0.680000007,30.2999992,7422,1691432
"495","40A17996",2243,-96.8225021,41.0827789,"B22","B2","","B","",56,86,16.8999996,0.340000004,26.7000008,7422,1691432
"496","40A17997",2243,-96.8225021,41.0827789,"B23","B3","","B","",86,107,15.3000002,0.209999993,22.6000004,7422,1691432
"497","40A17998",2243,-96.8225021,41.0827789,"C 1","C1","","C","",107,137,12.5,0.119999997,19.2000008,7422,1691432
"498","40A17999",2243,-96.8225021,41.0827789,"C 2","C2","","C","",137,152,10.1999998,0.0799999982,15.3999996,7422,1691432
"499","40A18082",2256,-96.7577744,41.2930565,"AP","Ap","","A","",0,20,21.8999996,1.80999994,32.7999992,7647,1691453
"500","40A18083",2256,-96.7577744,41.2930565,"B1","B1","","B","",20,30,29.2000008,1.10000002,44.4000015,7647,1691453
"501","40A18084",2256,-96.7577744,41.2930565,"B21","B21","","B","",30,48,27.1000004,0.730000019,40.9000015,7647,1691453
"502","40A18085",2256,-96.7577744,41.2930565,"B22","B22","","B","",48,76,24.7999992,0.379999995,36.2000008,7647,1691453
"503","40A18086",2256,-96.7577744,41.2930565,"B23","B23","","B","",76,102,25.1000004,0.209999993,35.7999992,7647,1691453
"504","40A18087",2256,-96.7577744,41.2930565,"B3","B3","","B","",102,114,24.8999996,0.159999996,32.9000015,7647,1691453
"505","40A18088",2256,-96.7577744,41.2930565,"C 1","C1","","C","",114,137,23.7999992,0.119999997,32.0999985,7647,1691453
"506","40A18089",2256,-96.7577744,41.2930565,"C 2","C2","","C","",137,152,23.2000008,0.0799999982,29.3999996,7647,1691453
"507","40A18090",2256,-96.7577744,41.2930565,"C 3","C3","","C","",152,183,22.8999996,0.0799999982,29,7647,1691453
"508","40A18091",2256,-96.7577744,41.2930565,"C 4","C4","","C","",183,244,23.1000004,0.0799999982,27.7000008,7647,1691453
"509","40A18092",2257,-96.7741667,41.3272222,"AP","Ap","","A","",0,15,20.2999992,1.53999996,29.7999992,8119,1691443
"510","40A18093",2257,-96.7741667,41.3272222,"B1","B1","","B","",15,25,24.2999992,1.24000001,37.9000015,8119,1691443
"511","40A18094",2257,-96.7741667,41.3272222,"B21","B21","","B","",25,46,24.1000004,0.689999998,41.4000015,8119,1691443
"512","40A18095",2257,-96.7741667,41.3272222,"B22","B22","","B","",46,69,24,0.340000004,36.2000008,8119,1691443
"513","40A18096",2257,-96.7741667,41.3272222,"B3","B3","","B","",69,81,23.7000008,0.25999999,33.4000015,8119,1691443
"514","40A18097",2257,-96.7741667,41.3272222,"C 1","C1","","C","",81,102,23.7999992,0.209999993,31.8999996,8119,1691443
"515","40A18098",2257,-96.7741667,41.3272222,"C 2","C2","","C","",102,127,24.5,0.129999995,32.4000015,8119,1691443
"516","40A18099",2257,-96.7741667,41.3272222,"C 3","C3","","C","",127,152,23.6000004,0.119999997,31,8119,1691443
"517","40A18100",2257,-96.7741667,41.3272222,"C 4","C4","","C","",152,213,23.1000004,0.0900000036,27.7999992,8119,1691443
"518","40A18101",2257,-96.7741667,41.3272222,"C 5","C5","","C","",213,236,23.5,0.0799999982,26.5,8119,1691443
"519","40A18314",2286,-96.5027771,40.6241684,"AP","Ap","","A","",0,18,19.6000004,1.52999997,27.8999996,7695,2219258
"520","40A18315",2286,-96.5027771,40.6241684,"A3","A","","A","",18,28,20.6000004,1.09000003,30.8999996,7695,2219258
"521","40A18316",2286,-96.5027771,40.6241684,"B21","B1","","B","",28,41,33.5999985,0.870000005,51.2999992,7695,2219258
"522","40A18317",2286,-96.5027771,40.6241684,"B22","B2","","B","",41,71,31.8999996,0.589999974,46,7695,2219258
"523","40A18318",2286,-96.5027771,40.6241684,"B3 CA","Bk1","","B","",71,84,29.7999992,0.280000001,40.9000015,7695,2219258
"524","40A18319",2286,-96.5027771,40.6241684,"C 1CA","Bk2","","B","",84,112,28.2000008,0.159999996,34.2999992,7695,2219258
"525","40A18320",2286,-96.5027771,40.6241684,"C 2","C1","","C","",112,132,25.8999996,0.150000006,31.5,7695,2219258
"526","40A18321",2286,-96.5027771,40.6241684,"C 3","C2","","C","",132,152,25.8999996,0.159999996,31.2000008,7695,2219258
"527","40A18322",2287,-96.5433222,40.5538417,"AP","Ap","","A","",0,18,23.3999996,1.98000002,34.2999992,7693,2219253
"528","40A18323",2287,-96.5433222,40.5538417,"A3","A","","A","",18,28,32.0999985,1.24000001,48.2999992,7693,2219253
"529","40A18324",2287,-96.5433222,40.5538417,"B21","B1","","B","",28,46,33.2999992,0.930000007,50.0999985,7693,2219253
"530","40A18325",2287,-96.5433222,40.5538417,"B22","B2","","B","",46,63,32,0.790000021,45.0999985,7693,2219253
"531","40A18326",2287,-96.5433222,40.5538417,"B3 CA","Bk1","","B","",63,84,27.1000004,0.219999999,33.2999992,7693,2219253
"532","40A18327",2287,-96.5433222,40.5538417,"C 1CA","Bk2","","B","",84,114,28.7000008,0.340000004,38,7693,2219253
"533","40A18328",2287,-96.5433222,40.5538417,"C 2","C1","","C","",114,132,25.7999992,0.200000003,32.7999992,7693,2219253
"534","40A18329",2287,-96.5433222,40.5538417,"C 3","C2","","C","",132,152,26.7999992,0.219999999,34.2999992,7693,2219253
"535","78P00665",6599,-98.0131344,40.5116768,"A1","A","","A","",0,13,24.2000008,2.6400001,27,3910,2605846
"536","78P00667",6599,-98.0131344,40.5116768,"B21T","Bt1","","B","",18,56,23.2999992,0.400000006,36.4000015,3910,2605846
"537","78P00668",6599,-98.0131344,40.5116768,"B22T","Bt2","","B","",56,107,24.6000004,0.289999992,41.0999985,3910,2605846
"538","78P00669",6599,-98.0131344,40.5116768,"B23T","Bt3","","B","",107,140,26.2000008,0.189999998,39,3910,2605846
"539","78P00670",6599,-98.0131344,40.5116768,"C","C","","C","",140,152,27.5,0.100000001,35.5999985,3910,2605846
"540","78P02256",6872,-97.9936904907226,40.9019508361816,"AP","Ap","","A","",0,15,NA,1.72000003,20.2999992,3824,2559465
"541","78P02257",6872,-97.9936904907226,40.9019508361816,"A12","A","","A","",15,33,NA,1.33000004,29.7999992,3824,2559465
"542","78P02258",6872,-97.9936904907226,40.9019508361816,"B21T","Bt1","","B","",33,46,NA,0.889999986,43.7000008,3824,2559465
"543","78P02259",6872,-97.9936904907226,40.9019508361816,"B22T","Bt2","","B","",46,66,NA,0.600000024,45,3824,2559465
"544","78P02260",6872,-97.9936904907226,40.9019508361816,"B3","B","","B","",66,76,NA,0.389999986,38.2999992,3824,2559465
"545","78P02261",6872,-97.9936904907226,40.9019508361816,"C1","C1","","C","",76,122,NA,0.200000003,30.7000008,3824,2559465
"546","78P02262",6872,-97.9936904907226,40.9019508361816,"C2","C2","","C","",122,152,NA,0.119999997,24.2999992,3824,2559465
"547","78P02263",6873,-97.9956359863281,40.7711181640625,"AP","Ap","","A","",0,15,NA,1.62,24.1000004,3824,2559465
"548","78P02264",6873,-97.9956359863281,40.7711181640625,"A12","A","","A","",15,41,NA,1.51999998,28.7000008,3824,2559465
"549","78P02265",6873,-97.9956359863281,40.7711181640625,"B1","B1","","B","",41,48,NA,0.910000026,38.5,3824,2559465
"550","78P02266",6873,-97.9956359863281,40.7711181640625,"B2T","Bt","","B","",48,79,NA,0.529999971,43.7000008,3824,2559465
"551","78P02267",6873,-97.9956359863281,40.7711181640625,"B3","B2","","B","",79,91,NA,0.330000013,36.0999985,3824,2559465
"552","78P02268",6873,-97.9956359863281,40.7711181640625,"C1","C1","","C","",91,127,NA,0.230000004,30,3824,2559465
"553","78P02269",6873,-97.9956359863281,40.7711181640625,"C2","C2","","C","",127,152,NA,0.140000001,25.6000004,3824,2559465
"554","78P02270",6874,-97.9789657592773,40.9669494628906,"AP","Ap","","A","",0,13,NA,1.76999998,24.2000008,3864,2605826
"555","78P02271",6874,-97.9789657592773,40.9669494628906,"A12","A","","A","",13,30,NA,1.48000002,31.6000004,3864,2605826
"556","78P02272",6874,-97.9789657592773,40.9669494628906,"B1","B","","B","",30,38,NA,1.19000006,39.2000008,3864,2605826
"557","78P02273",6874,-97.9789657592773,40.9669494628906,"B21T","Bt1","","B","",38,64,NA,0.620000005,39.2000008,3864,2605826
"558","78P02274",6874,-97.9789657592773,40.9669494628906,"B22T","Bt2","","B","",64,74,NA,0.360000014,38.4000015,3864,2605826
"559","78P02275",6874,-97.9789657592773,40.9669494628906,"C1","C1","","C","",74,112,NA,0.230000004,30.5,3864,2605826
"560","78P02276",6874,-97.9789657592773,40.9669494628906,"C2","C2","","C","",112,152,NA,0.109999999,23.2000008,3864,2605826
"561","78P02277",6875,-98.1121944,40.7271944,"AP","Ap","","A","",0,13,NA,1.65999997,24.7000008,3864,2605826
"562","78P02278",6875,-98.1121944,40.7271944,"A12","A","","A","",13,30,NA,1.30999994,32.5999985,3864,2605826
"563","78P02279",6875,-98.1121944,40.7271944,"B1","B1","","B","",30,38,NA,0.980000019,37.9000015,3864,2605826
"564","78P02280",6875,-98.1121944,40.7271944,"B2T","Bt","","B","",38,64,NA,0.689999998,42.2999992,3864,2605826
"565","78P02281",6875,-98.1121944,40.7271944,"B3","B2","","B","",64,71,NA,0.379999995,35.4000015,3864,2605826
"566","78P02282",6875,-98.1121944,40.7271944,"C1","C1","","C","",71,140,NA,0.25,28.7999992,3864,2605826
"567","78P02283",6875,-98.1121944,40.7271944,"C2","C2","","C","",140,152,NA,0.129999995,22.2999992,3864,2605826
"568","79P00706",7236,-100.038887,40.6413879,"A11","A1","","A","",0,5,23.3999996,2.93000007,21.2000008,2529,2745896
"569","79P00707",7236,-100.038887,40.6413879,"A12","A2","","A","",5,24,20.3999996,1.45000005,23.6000004,2529,2745896
"570","79P00708",7236,-100.038887,40.6413879,"B1","B1","","B","",24,41,22.2999992,0.889999986,27.3999996,2529,2745896
"571","79P00709",7236,-100.038887,40.6413879,"B2","B2","","B","",41,56,22.6000004,0.579999983,25.6000004,2529,2745896
"572","79P00710",7236,-100.038887,40.6413879,"B3","B3","","B","",56,69,21.7000008,0.389999986,25.6000004,2529,2745896
"573","79P00711",7236,-100.038887,40.6413879,"C1","C1","","C","",69,91,20.6000004,0.25,22.5,2529,2745896
"574","79P00712",7236,-100.038887,40.6413879,"C2","C2","","C","",91,122,20.3999996,0.159999996,21.7999992,2529,2745896
"575","79P00713",7236,-100.038887,40.6413879,"C3","C3","","C","",122,153,19.6000004,0.109999999,16.2999992,2529,2745896
"576","79P00720",7238,-99.8663864,40.5900002,"AP","Ap","","A","",0,18,20.2999992,1.51999998,21.1000004,8840,1692209
"577","79P00721",7238,-99.8663864,40.5900002,"A12","A","","A","",18,30,19.7999992,1.13999999,21.3999996,8840,1692209
"578","79P00722",7238,-99.8663864,40.5900002,"B21T","Bt1","","B","",30,49,24.7000008,0.99000001,27.5,8840,1692209
"579","79P00723",7238,-99.8663864,40.5900002,"B22T","Bt2","","B","",49,71,25,0.610000014,28.5,8840,1692209
"580","79P00724",7238,-99.8663864,40.5900002,"B23T","Bt3","","B","",71,91,23.2999992,0.400000006,25.8999996,8840,1692209
"581","79P00725",7238,-99.8663864,40.5900002,"B3","B","","B","",91,117,21.7999992,0.25999999,21.7000008,8840,1692209
"582","79P00726",7238,-99.8663864,40.5900002,"C1","C1","","C","",117,142,21.3999996,0.180000007,19.6000004,8840,1692209
"583","79P00727",7238,-99.8663864,40.5900002,"C2","C2","","C","",142,165,20.7999992,0.150000006,18.3999996,8840,1692209
"584","79P00728",7239,-99.8675003,40.585556,"AP","Ap","","A","",0,15,19.3999996,1.30999994,20.6000004,2668,1692214
"585","79P00729",7239,-99.8675003,40.585556,"A12","A","","A","",15,23,23.7999992,1.16999996,24.3999996,2668,1692214
"586","79P00730",7239,-99.8675003,40.585556,"B21T","Bt1","","B","",23,43,23.2000008,0.949999988,26,2668,1692214
"587","79P00731",7239,-99.8675003,40.585556,"B22T","Bt2","","B","",43,58,25.8999996,0.620000005,28.5,2668,1692214
"588","79P00732",7239,-99.8675003,40.585556,"B3","B","","B","",58,74,25.2000008,0.430000007,28,2668,1692214
